X GeCrN200 GeCrN300 GeCrN400 OrCrN200 OrCrN300 OrCrN400 OrCrN500 OrCrN600 OrCrN700 OrCrN750 OsCrN200 OsCrN300 OsCrN400 OsCrN500 OsCrN600 OsCrN700
6.67000E+2 2.04317E-3 2.18083E-3 2.26172E-3 1.24415E-3 1.39404E-3 1.49068E-3 1.55988E-3 1.61207E-3 1.67380E-3 1.69832E-3 1.45819E-3 1.64138E-3 1.73744E-3 1.80357E-3 1.85461E-3 1.90661E-3
6.68000E+2 2.06610E-3 2.20166E-3 2.28130E-3 1.26037E-3 1.40868E-3 1.50419E-3 1.57258E-3 1.62416E-3 1.68519E-3 1.70943E-3 1.47014E-3 1.65240E-3 1.74798E-3 1.81441E-3 1.86567E-3 1.91769E-3
6.69000E+2 2.08839E-3 2.22151E-3 2.29972E-3 1.27418E-3 1.42228E-3 1.51759E-3 1.58584E-3 1.63731E-3 1.69735E-3 1.72121E-3 1.48082E-3 1.66191E-3 1.75687E-3 1.82313E-3 1.87425E-3 1.92919E-3
6.70000E+2 2.10805E-3 2.24037E-3 2.31812E-3 1.28754E-3 1.43586E-3 1.53127E-3 1.59959E-3 1.65111E-3 1.70977E-3 1.73308E-3 1.49046E-3 1.67035E-3 1.76467E-3 1.83036E-3 1.88104E-3 1.94053E-3
6.71000E+2 2.12423E-3 2.25853E-3 2.33745E-3 1.30285E-3 1.45063E-3 1.54562E-3 1.61363E-3 1.66492E-3 1.72171E-3 1.74427E-3 1.49956E-3 1.67845E-3 1.77225E-3 1.83724E-3 1.88739E-3 1.95075E-3
6.72000E+2 2.13867E-3 2.27693E-3 2.35817E-3 1.32181E-3 1.46741E-3 1.56087E-3 1.62778E-3 1.67823E-3 1.73268E-3 1.75431E-3 1.50851E-3 1.68674E-3 1.78020E-3 1.84455E-3 1.89421E-3 1.95924E-3
6.73000E+2 2.15338E-3 2.29658E-3 2.38072E-3 1.34326E-3 1.48550E-3 1.57662E-3 1.64184E-3 1.69102E-3 1.74331E-3 1.76408E-3 1.51725E-3 1.69513E-3 1.78840E-3 1.85201E-3 1.90110E-3 1.96648E-3
6.74000E+2 2.16960E-3 2.31755E-3 2.40447E-3 1.36517E-3 1.50373E-3 1.59229E-3 1.65566E-3 1.70344E-3 1.75463E-3 1.77497E-3 1.52571E-3 1.70341E-3 1.79660E-3 1.85910E-3 1.90733E-3 1.97328E-3
6.75000E+2 2.18706E-3 2.33833E-3 2.42720E-3 1.38568E-3 1.52100E-3 1.60731E-3 1.66905E-3 1.71560E-3 1.76730E-3 1.78784E-3 1.53382E-3 1.71144E-3 1.80458E-3 1.86559E-3 1.91267E-3 1.98014E-3
6.76000E+2 2.20535E-3 2.35723E-3 2.44648E-3 1.40371E-3 1.53662E-3 1.62122E-3 1.68173E-3 1.72736E-3 1.78047E-3 1.80157E-3 1.54167E-3 1.71921E-3 1.81230E-3 1.87183E-3 1.91776E-3 1.98677E-3
6.77000E+2 2.22416E-3 2.37402E-3 2.46207E-3 1.41837E-3 1.54997E-3 1.63364E-3 1.69348E-3 1.73860E-3 1.79304E-3 1.81467E-3 1.54942E-3 1.72680E-3 1.81981E-3 1.87833E-3 1.92350E-3 1.99289E-3
6.78000E+2 2.24326E-3 2.38998E-3 2.47618E-3 1.42928E-3 1.56085E-3 1.64445E-3 1.70424E-3 1.74933E-3 1.80422E-3 1.82603E-3 1.55698E-3 1.73414E-3 1.82704E-3 1.88523E-3 1.93014E-3 1.99832E-3
6.79000E+2 2.26225E-3 2.40634E-3 2.49100E-3 1.43803E-3 1.57042E-3 1.65456E-3 1.71472E-3 1.76009E-3 1.81453E-3 1.83615E-3 1.56382E-3 1.74081E-3 1.83362E-3 1.89190E-3 1.93687E-3 2.00296E-3
6.80000E+2 2.28103E-3 2.42340E-3 2.50706E-3 1.44681E-3 1.58035E-3 1.66522E-3 1.72592E-3 1.77169E-3 1.82491E-3 1.84605E-3 1.56946E-3 1.74650E-3 1.83934E-3 1.89776E-3 1.94284E-3 2.00682E-3
6.81000E+2 2.29958E-3 2.44035E-3 2.52306E-3 1.45725E-3 1.59184E-3 1.67738E-3 1.73856E-3 1.78469E-3 1.83615E-3 1.85659E-3 1.57367E-3 1.75102E-3 1.84402E-3 1.90248E-3 1.94759E-3 2.00970E-3
6.82000E+2 2.31787E-3 2.45631E-3 2.53765E-3 1.46866E-3 1.60428E-3 1.69048E-3 1.75212E-3 1.79860E-3 1.84820E-3 1.86790E-3 1.57667E-3 1.75455E-3 1.84783E-3 1.90612E-3 1.95110E-3 2.01105E-3
6.83000E+2 2.33593E-3 2.47112E-3 2.55055E-3 1.47998E-3 1.61675E-3 1.70369E-3 1.76585E-3 1.81274E-3 1.86085E-3 1.87997E-3 1.57872E-3 1.75727E-3 1.85089E-3 1.90876E-3 1.95342E-3 2.01037E-3
6.84000E+2 2.35375E-3 2.48530E-3 2.56260E-3 1.49031E-3 1.62845E-3 1.71628E-3 1.77909E-3 1.82645E-3 1.87389E-3 1.89274E-3 1.58004E-3 1.75928E-3 1.85327E-3 1.91047E-3 1.95460E-3 2.00789E-3
6.85000E+2 2.37130E-3 2.49930E-3 2.57451E-3 1.50122E-3 1.64020E-3 1.72854E-3 1.79172E-3 1.83936E-3 1.88714E-3 1.90612E-3 1.58072E-3 1.76052E-3 1.85480E-3 1.91118E-3 1.95469E-3 2.00478E-3
6.86000E+2 2.38857E-3 2.51318E-3 2.58641E-3 1.51507E-3 1.65335E-3 1.74118E-3 1.80398E-3 1.85134E-3 1.90054E-3 1.92009E-3 1.58095E-3 1.76100E-3 1.85541E-3 1.91095E-3 1.95381E-3 2.00238E-3
6.87000E+2 2.40532E-3 2.52646E-3 2.59763E-3 1.53380E-3 1.66903E-3 1.75473E-3 1.81600E-3 1.86221E-3 1.91398E-3 1.93455E-3 1.58077E-3 1.76069E-3 1.85504E-3 1.90982E-3 1.95209E-3 2.00101E-3
6.88000E+2 2.42133E-3 2.53855E-3 2.60743E-3 1.55531E-3 1.68614E-3 1.76880E-3 1.82787E-3 1.87242E-3 1.92698E-3 1.94866E-3 1.58009E-3 1.75960E-3 1.85373E-3 1.90801E-3 1.94988E-3 1.99964E-3
6.89000E+2 2.43643E-3 2.54938E-3 2.61575E-3 1.57602E-3 1.70280E-3 1.78265E-3 1.83970E-3 1.88272E-3 1.93903E-3 1.96140E-3 1.57884E-3 1.75776E-3 1.85159E-3 1.90575E-3 1.94755E-3 1.99717E-3
6.90000E+2 2.45061E-3 2.55933E-3 2.62321E-3 1.59248E-3 1.71718E-3 1.79557E-3 1.85157E-3 1.89380E-3 1.94963E-3 1.97181E-3 1.57700E-3 1.75529E-3 1.84878E-3 1.90308E-3 1.94498E-3 1.99301E-3
6.91000E+2 2.46372E-3 2.56867E-3 2.63033E-3 1.60468E-3 1.72922E-3 1.80746E-3 1.86335E-3 1.90549E-3 1.95899E-3 1.98024E-3 1.57457E-3 1.75233E-3 1.84554E-3 1.89955E-3 1.94124E-3 1.98734E-3
6.92000E+2 2.47580E-3 2.57773E-3 2.63762E-3 1.61531E-3 1.74026E-3 1.81873E-3 1.87478E-3 1.91705E-3 1.96786E-3 1.98805E-3 1.57155E-3 1.74908E-3 1.84217E-3 1.89476E-3 1.93534E-3 1.98043E-3
6.93000E+2 2.48698E-3 2.58683E-3 2.64550E-3 1.62690E-3 1.75153E-3 1.82975E-3 1.88561E-3 1.92774E-3 1.97698E-3 1.99654E-3 1.56793E-3 1.74549E-3 1.83860E-3 1.88847E-3 1.92695E-3 1.97259E-3
6.94000E+2 2.49746E-3 2.59621E-3 2.65424E-3 1.64024E-3 1.76348E-3 1.84071E-3 1.89586E-3 1.93745E-3 1.98666E-3 2.00621E-3 1.56358E-3 1.74100E-3 1.83403E-3 1.88093E-3 1.91713E-3 1.96419E-3
6.95000E+2 2.50744E-3 2.60603E-3 2.66396E-3 1.65361E-3 1.77534E-3 1.85151E-3 1.90589E-3 1.94690E-3 1.99664E-3 2.01641E-3 1.55832E-3 1.73493E-3 1.82754E-3 1.87245E-3 1.90711E-3 1.95560E-3
6.96000E+2 2.51729E-3 2.61614E-3 2.67421E-3 1.66518E-3 1.78630E-3 1.86201E-3 1.91607E-3 1.95683E-3 2.00663E-3 2.02642E-3 1.55205E-3 1.72694E-3 1.81864E-3 1.86327E-3 1.89771E-3 1.94699E-3
6.97000E+2 2.52741E-3 2.62636E-3 2.68450E-3 1.67441E-3 1.79617E-3 1.87228E-3 1.92662E-3 1.96760E-3 2.01647E-3 2.03589E-3 1.54491E-3 1.71764E-3 1.80821E-3 1.85346E-3 1.88838E-3 1.93801E-3
6.98000E+2 2.53803E-3 2.63649E-3 2.69435E-3 1.68325E-3 1.80591E-3 1.88260E-3 1.93735E-3 1.97864E-3 2.02629E-3 2.04522E-3 1.53704E-3 1.70781E-3 1.79736E-3 1.84305E-3 1.87831E-3 1.92819E-3
6.99000E+2 2.54866E-3 2.64611E-3 2.70336E-3 1.69421E-3 1.81677E-3 1.89336E-3 1.94803E-3 1.98926E-3 2.03622E-3 2.05487E-3 1.52857E-3 1.69812E-3 1.78703E-3 1.83207E-3 1.86683E-3 1.91713E-3
7.00000E+2 2.55876E-3 2.65473E-3 2.71112E-3 1.70926E-3 1.82973E-3 1.90485E-3 1.95847E-3 1.99890E-3 2.04639E-3 2.06526E-3 1.51945E-3 1.68832E-3 1.77687E-3 1.82043E-3 1.85404E-3 1.90489E-3
7.01000E+2 2.56773E-3 2.66196E-3 2.71733E-3 1.72738E-3 1.84420E-3 1.91680E-3 1.96859E-3 2.00765E-3 2.05656E-3 2.07599E-3 1.50953E-3 1.67779E-3 1.76602E-3 1.80792E-3 1.84025E-3 1.89161E-3
7.02000E+2 2.57567E-3 2.66793E-3 2.72214E-3 1.74673E-3 1.85922E-3 1.92882E-3 1.97846E-3 2.01589E-3 2.06636E-3 2.08641E-3 1.49872E-3 1.66608E-3 1.75384E-3 1.79446E-3 1.82581E-3 1.87747E-3
7.03000E+2 2.58289E-3 2.67298E-3 2.72592E-3 1.76542E-3 1.87377E-3 1.94051E-3 1.98808E-3 2.02396E-3 2.07549E-3 2.09597E-3 1.48708E-3 1.65319E-3 1.74029E-3 1.78004E-3 1.81071E-3 1.86243E-3
7.04000E+2 2.58966E-3 2.67744E-3 2.72902E-3 1.78225E-3 1.88717E-3 1.95154E-3 1.99741E-3 2.03199E-3 2.08389E-3 2.10451E-3 1.47475E-3 1.63954E-3 1.72596E-3 1.76477E-3 1.79473E-3 1.84623E-3
7.05000E+2 2.59607E-3 2.68139E-3 2.73152E-3 1.79688E-3 1.89922E-3 1.96179E-3 2.00636E-3 2.03997E-3 2.09181E-3 2.11241E-3 1.46189E-3 1.62555E-3 1.71137E-3 1.74879E-3 1.77767E-3 1.82868E-3
7.06000E+2 2.60208E-3 2.68469E-3 2.73323E-3 1.80899E-3 1.90970E-3 1.97114E-3 2.01489E-3 2.04788E-3 2.09955E-3 2.12008E-3 1.44854E-3 1.61125E-3 1.69657E-3 1.73214E-3 1.75958E-3 1.80999E-3
7.07000E+2 2.60755E-3 2.68717E-3 2.73395E-3 1.81856E-3 1.91861E-3 1.97956E-3 2.02296E-3 2.05569E-3 2.10723E-3 2.12771E-3 1.43451E-3 1.59620E-3 1.68098E-3 1.71467E-3 1.74067E-3 1.79086E-3
7.08000E+2 2.61241E-3 2.68877E-3 2.73363E-3 1.82654E-3 1.92654E-3 1.98743E-3 2.03078E-3 2.06348E-3 2.11484E-3 2.13525E-3 1.41962E-3 1.57992E-3 1.66398E-3 1.69629E-3 1.72123E-3 1.77198E-3
7.09000E+2 2.61653E-3 2.68981E-3 2.73287E-3 1.83411E-3 1.93425E-3 1.99521E-3 2.03861E-3 2.07133E-3 2.12231E-3 2.14256E-3 1.40378E-3 1.56218E-3 1.64524E-3 1.67702E-3 1.70155E-3 1.75377E-3
7.10000E+2 2.61981E-3 2.69054E-3 2.73210E-3 1.84236E-3 1.94242E-3 2.00329E-3 2.04663E-3 2.07931E-3 2.12953E-3 2.14949E-3 1.38722E-3 1.54352E-3 1.62548E-3 1.65721E-3 1.68170E-3 1.73552E-3
7.11000E+2 2.62210E-3 2.69111E-3 2.73165E-3 1.85162E-3 1.95112E-3 2.01158E-3 2.05462E-3 2.08708E-3 2.13642E-3 2.15603E-3 1.37022E-3 1.52463E-3 1.60559E-3 1.63730E-3 1.66177E-3 1.71631E-3
7.12000E+2 2.62338E-3 2.69098E-3 2.73069E-3 1.86199E-3 1.96022E-3 2.01980E-3 2.06219E-3 2.09417E-3 2.14286E-3 2.16221E-3 1.35307E-3 1.50615E-3 1.58642E-3 1.61770E-3 1.64183E-3 1.69535E-3
7.13000E+2 2.62369E-3 2.68947E-3 2.72811E-3 1.87356E-3 1.96961E-3 2.02767E-3 2.06897E-3 2.10012E-3 2.14883E-3 2.16818E-3 1.33596E-3 1.48819E-3 1.56802E-3 1.59840E-3 1.62184E-3 1.67305E-3
7.14000E+2 2.62305E-3 2.68575E-3 2.72259E-3 1.88600E-3 1.97899E-3 2.03494E-3 2.07472E-3 2.10472E-3 2.15422E-3 2.17388E-3 1.31898E-3 1.47047E-3 1.54990E-3 1.57906E-3 1.60157E-3 1.65039E-3
7.15000E+2 2.62136E-3 2.68000E-3 2.71445E-3 1.89845E-3 1.98798E-3 2.04156E-3 2.07963E-3 2.10834E-3 2.15903E-3 2.17916E-3 1.30222E-3 1.45268E-3 1.53158E-3 1.55936E-3 1.58080E-3 1.62835E-3
7.16000E+2 2.61873E-3 2.67330E-3 2.70537E-3 1.90969E-3 1.99608E-3 2.04749E-3 2.08400E-3 2.11154E-3 2.16338E-3 2.18398E-3 1.28575E-3 1.43477E-3 1.51291E-3 1.53923E-3 1.55954E-3 1.60738E-3
7.17000E+2 2.61518E-3 2.66689E-3 2.69727E-3 1.91890E-3 2.00294E-3 2.05274E-3 2.08808E-3 2.11474E-3 2.16728E-3 2.18815E-3 1.26952E-3 1.41684E-3 1.49409E-3 1.51884E-3 1.53793E-3 1.58698E-3
7.18000E+2 2.61067E-3 2.66144E-3 2.69127E-3 1.92610E-3 2.00860E-3 2.05733E-3 2.09191E-3 2.11799E-3 2.17071E-3 2.19166E-3 1.25348E-3 1.39904E-3 1.47536E-3 1.49840E-3 1.51618E-3 1.56653E-3
7.19000E+2 2.60518E-3 2.65624E-3 2.68625E-3 1.93212E-3 2.01350E-3 2.06145E-3 2.09547E-3 2.12113E-3 2.17366E-3 2.19452E-3 1.23756E-3 1.38147E-3 1.45694E-3 1.47813E-3 1.49448E-3 1.54554E-3
7.20000E+2 2.59862E-3 2.65011E-3 2.68037E-3 1.93772E-3 2.01802E-3 2.06523E-3 2.09871E-3 2.12396E-3 2.17605E-3 2.19674E-3 1.22161E-3 1.36398E-3 1.43863E-3 1.45802E-3 1.47299E-3 1.52425E-3
7.21000E+2 2.59101E-3 2.64194E-3 2.67186E-3 1.94338E-3 2.02241E-3 2.06873E-3 2.10158E-3 2.12635E-3 2.17789E-3 2.19837E-3 1.20549E-3 1.34626E-3 1.42008E-3 1.43801E-3 1.45184E-3 1.50318E-3
7.22000E+2 2.58230E-3 2.63144E-3 2.66031E-3 1.94925E-3 2.02667E-3 2.07190E-3 2.10395E-3 2.12812E-3 2.17925E-3 2.19956E-3 1.18903E-3 1.32807E-3 1.40098E-3 1.41801E-3 1.43115E-3 1.48285E-3
7.23000E+2 2.57267E-3 2.61920E-3 2.64654E-3 1.95517E-3 2.03069E-3 2.07461E-3 2.10573E-3 2.12919E-3 2.18026E-3 2.20055E-3 1.17224E-3 1.30938E-3 1.38129E-3 1.39802E-3 1.41093E-3 1.46338E-3
7.24000E+2 2.56218E-3 2.60581E-3 2.63145E-3 1.96117E-3 2.03443E-3 2.07680E-3 2.10679E-3 2.12941E-3 2.18100E-3 2.20150E-3 1.15539E-3 1.29059E-3 1.36148E-3 1.37809E-3 1.39091E-3 1.44416E-3
7.25000E+2 2.55090E-3 2.59171E-3 2.61569E-3 1.96698E-3 2.03768E-3 2.07830E-3 2.10703E-3 2.12870E-3 2.18135E-3 2.20227E-3 1.13876E-3 1.27209E-3 1.34200E-3 1.35825E-3 1.37079E-3 1.42458E-3
7.26000E+2 2.53856E-3 2.57687E-3 2.59938E-3 1.97243E-3 2.04035E-3 2.07907E-3 2.10645E-3 2.12709E-3 2.18100E-3 2.20242E-3 1.12258E-3 1.25424E-3 1.32329E-3 1.33856E-3 1.35035E-3 1.40411E-3
7.27000E+2 2.52490E-3 2.56113E-3 2.58242E-3 1.97730E-3 2.04229E-3 2.07903E-3 2.10498E-3 2.12454E-3 2.17962E-3 2.20150E-3 1.10674E-3 1.23700E-3 1.30530E-3 1.31903E-3 1.32963E-3 1.38297E-3
7.28000E+2 2.50964E-3 2.54429E-3 2.56464E-3 1.98124E-3 2.04334E-3 2.07811E-3 2.10264E-3 2.12114E-3 2.17695E-3 2.19913E-3 1.09094E-3 1.22009E-3 1.28781E-3 1.29969E-3 1.30887E-3 1.36172E-3
7.29000E+2 2.49269E-3 2.52619E-3 2.54588E-3 1.98419E-3 2.04348E-3 2.07635E-3 2.09950E-3 2.11697E-3 2.17303E-3 2.19531E-3 1.07489E-3 1.20323E-3 1.27053E-3 1.28052E-3 1.28823E-3 1.34089E-3
7.30000E+2 2.47441E-3 2.50679E-3 2.52582E-3 1.98603E-3 2.04273E-3 2.07385E-3 2.09574E-3 2.11225E-3 2.16811E-3 2.19031E-3 1.05846E-3 1.18625E-3 1.25327E-3 1.26149E-3 1.26784E-3 1.32077E-3
7.31000E+2 2.45519E-3 2.48610E-3 2.50427E-3 1.98681E-3 2.04122E-3 2.07078E-3 2.09156E-3 2.10724E-3 2.16248E-3 2.18443E-3 1.04193E-3 1.16914E-3 1.23584E-3 1.24249E-3 1.24762E-3 1.30102E-3
7.32000E+2 2.43529E-3 2.46409E-3 2.48101E-3 1.98654E-3 2.03898E-3 2.06721E-3 2.08704E-3 2.10199E-3 2.15631E-3 2.17789E-3 1.02561E-3 1.15190E-3 1.21811E-3 1.22339E-3 1.22747E-3 1.28118E-3
7.33000E+2 2.41458E-3 2.44078E-3 2.45618E-3 1.98538E-3 2.03600E-3 2.06302E-3 2.08196E-3 2.09625E-3 2.14965E-3 2.17087E-3 1.00980E-3 1.13452E-3 1.19992E-3 1.20407E-3 1.20727E-3 1.26086E-3
7.34000E+2 2.39249E-3 2.41627E-3 2.43025E-3 1.98383E-3 2.03244E-3 2.05811E-3 2.07608E-3 2.08964E-3 2.14252E-3 2.16353E-3 9.94680E-4 1.11718E-3 1.18141E-3 1.18465E-3 1.18715E-3 1.24004E-3
7.35000E+2 2.36856E-3 2.39067E-3 2.40367E-3 1.98220E-3 2.02836E-3 2.05237E-3 2.06916E-3 2.08182E-3 2.13495E-3 2.15606E-3 9.80369E-4 1.10019E-3 1.16302E-3 1.16551E-3 1.16743E-3 1.21917E-3
7.36000E+2 2.34235E-3 2.36400E-3 2.37672E-3 1.98053E-3 2.02368E-3 2.04567E-3 2.06101E-3 2.07257E-3 2.12686E-3 2.14842E-3 9.66939E-4 1.08387E-3 1.14518E-3 1.14702E-3 1.14844E-3 1.19872E-3
7.37000E+2 2.31410E-3 2.33581E-3 2.34857E-3 1.97809E-3 2.01801E-3 2.03782E-3 2.05160E-3 2.06198E-3 2.11789E-3 2.14010E-3 9.54441E-4 1.06846E-3 1.12825E-3 1.12950E-3 1.13046E-3 1.17903E-3
7.38000E+2 2.28426E-3 2.30564E-3 2.31820E-3 1.97420E-3 2.01100E-3 2.02873E-3 2.04100E-3 2.05026E-3 2.10776E-3 2.13060E-3 9.42816E-4 1.05396E-3 1.11225E-3 1.11302E-3 1.11362E-3 1.16035E-3
7.39000E+2 2.25323E-3 2.27304E-3 2.28468E-3 1.96811E-3 2.00227E-3 2.01825E-3 2.02926E-3 2.03756E-3 2.09615E-3 2.11942E-3 9.31930E-4 1.04021E-3 1.09699E-3 1.09753E-3 1.09794E-3 1.14278E-3
7.40000E+2 2.22112E-3 2.23780E-3 2.24760E-3 1.95983E-3 1.99184E-3 2.00640E-3 2.01639E-3 2.02392E-3 2.08299E-3 2.10646E-3 9.21630E-4 1.02704E-3 1.08231E-3 1.08296E-3 1.08346E-3 1.12640E-3
7.41000E+2 2.18749E-3 2.20042E-3 2.20802E-3 1.95044E-3 1.98035E-3 1.99352E-3 2.00252E-3 2.00931E-3 2.06864E-3 2.09222E-3 9.11872E-4 1.01437E-3 1.06811E-3 1.06929E-3 1.07019E-3 1.11128E-3
7.42000E+2 2.15183E-3 2.16155E-3 2.16726E-3 1.94114E-3 1.96850E-3 1.97999E-3 1.98778E-3 1.99365E-3 2.05346E-3 2.07723E-3 9.02866E-4 1.00241E-3 1.05460E-3 1.05658E-3 1.05810E-3 1.09732E-3
7.43000E+2 2.11368E-3 2.12175E-3 2.12649E-3 1.93313E-3 1.95700E-3 1.96616E-3 1.97227E-3 1.97689E-3 2.03782E-3 2.06203E-3 8.94904E-4 9.91430E-4 1.04205E-3 1.04492E-3 1.04714E-3 1.08440E-3
7.44000E+2 2.07287E-3 2.08128E-3 2.08622E-3 1.92616E-3 1.94569E-3 1.95195E-3 1.95598E-3 1.95902E-3 2.02171E-3 2.04661E-3 8.88263E-4 9.81703E-4 1.03070E-3 1.03442E-3 1.03729E-3 1.07241E-3
7.45000E+2 2.02985E-3 2.03988E-3 2.04577E-3 1.91865E-3 1.93367E-3 1.93690E-3 1.93877E-3 1.94017E-3 2.00473E-3 2.03038E-3 8.83073E-4 9.73360E-4 1.02070E-3 1.02511E-3 1.02850E-3 1.06129E-3
7.46000E+2 1.98509E-3 1.99729E-3 2.00446E-3 1.90885E-3 1.91988E-3 1.92047E-3 1.92043E-3 1.92039E-3 1.98648E-3 2.01274E-3 8.79133E-4 9.66234E-4 1.01191E-3 1.01691E-3 1.02076E-3 1.05116E-3
7.47000E+2 1.93901E-3 1.95324E-3 1.96160E-3 1.89512E-3 1.90339E-3 1.90217E-3 1.90082E-3 1.89981E-3 1.96651E-3 1.99301E-3 8.76207E-4 9.60127E-4 1.00413E-3 1.00974E-3 1.01407E-3 1.04211E-3
7.48000E+2 1.89221E-3 1.90783E-3 1.91701E-3 1.87716E-3 1.88395E-3 1.88179E-3 1.87978E-3 1.87827E-3 1.94464E-3 1.97101E-3 8.74051E-4 9.54834E-4 9.97195E-4 1.00351E-3 1.00838E-3 1.03430E-3
7.49000E+2 1.84539E-3 1.86160E-3 1.87112E-3 1.85648E-3 1.86234E-3 1.85962E-3 1.85722E-3 1.85540E-3 1.92093E-3 1.94696E-3 8.72531E-4 9.50245E-4 9.90997E-4 9.98139E-4 1.00365E-3 1.02770E-3
7.50000E+2 1.79933E-3 1.81509E-3 1.82435E-3 1.83450E-3 1.83928E-3 1.83592E-3 1.83306E-3 1.83090E-3 1.89549E-3 1.92115E-3 8.71684E-4 9.46405E-4 9.85587E-4 9.93638E-4 9.99851E-4 1.02220E-3
7.51000E+2 1.75468E-3 1.76880E-3 1.77709E-3 1.81266E-3 1.81552E-3 1.81094E-3 1.80721E-3 1.80439E-3 1.86840E-3 1.89382E-3 8.71532E-4 9.43343E-4 9.80999E-4 9.89965E-4 9.96884E-4 1.01764E-3
7.52000E+2 1.71137E-3 1.72291E-3 1.72969E-3 1.79133E-3 1.79135E-3 1.78493E-3 1.77987E-3 1.77606E-3 1.84002E-3 1.86543E-3 8.72104E-4 9.41088E-4 9.77262E-4 9.87094E-4 9.94681E-4 1.01387E-3
7.53000E+2 1.66872E-3 1.67733E-3 1.68239E-3 1.76947E-3 1.76645E-3 1.75806E-3 1.75159E-3 1.74672E-3 1.81108E-3 1.83665E-3 8.73365E-4 9.39608E-4 9.74345E-4 9.84976E-4 9.93180E-4 1.01073E-3
7.54000E+2 1.62601E-3 1.63192E-3 1.63540E-3 1.74600E-3 1.74050E-3 1.73052E-3 1.72292E-3 1.71718E-3 1.78228E-3 1.80814E-3 8.75170E-4 9.38745E-4 9.72082E-4 9.83457E-4 9.92235E-4 1.00814E-3
7.55000E+2 1.58254E-3 1.58657E-3 1.58894E-3 1.71987E-3 1.71319E-3 1.70251E-3 1.69441E-3 1.68830E-3 1.75432E-3 1.78055E-3 8.77373E-4 9.38344E-4 9.70316E-4 9.82418E-4 9.91758E-4 1.00598E-3
7.56000E+2 1.53784E-3 1.54097E-3 1.54280E-3 1.69097E-3 1.68470E-3 1.67440E-3 1.66658E-3 1.66068E-3 1.72769E-3 1.75431E-3 8.79851E-4 9.38275E-4 9.68911E-4 9.81743E-4 9.91645E-4 1.00415E-3
7.57000E+2 1.49151E-3 1.49453E-3 1.49630E-3 1.66047E-3 1.65586E-3 1.64678E-3 1.63985E-3 1.63462E-3 1.70236E-3 1.72927E-3 8.82516E-4 9.38457E-4 9.67791E-4 9.81363E-4 9.91836E-4 1.00264E-3
7.58000E+2 1.44321E-3 1.44674E-3 1.44881E-3 1.62963E-3 1.62750E-3 1.62022E-3 1.61458E-3 1.61033E-3 1.67829E-3 1.70529E-3 8.85352E-4 9.38903E-4 9.66984E-4 9.81285E-4 9.92321E-4 1.00152E-3
7.59000E+2 1.39264E-3 1.39715E-3 1.39980E-3 1.59988E-3 1.60063E-3 1.59538E-3 1.59122E-3 1.58809E-3 1.65548E-3 1.68226E-3 8.88362E-4 9.39651E-4 9.66546E-4 9.81540E-4 9.93111E-4 1.00090E-3
7.60000E+2 1.34054E-3 1.34621E-3 1.34954E-3 1.57193E-3 1.57559E-3 1.57241E-3 1.56974E-3 1.56773E-3 1.63369E-3 1.65990E-3 8.91545E-4 9.40723E-4 9.66511E-4 9.82152E-4 9.94221E-4 1.00087E-3
7.61000E+2 1.28863E-3 1.29528E-3 1.29918E-3 1.54525E-3 1.55162E-3 1.55036E-3 1.54908E-3 1.54811E-3 1.61210E-3 1.63753E-3 8.94831E-4 9.42088E-4 9.66868E-4 9.83081E-4 9.95592E-4 1.00143E-3
7.62000E+2 1.23866E-3 1.24573E-3 1.24988E-3 1.51903E-3 1.52772E-3 1.52812E-3 1.52804E-3 1.52798E-3 1.58987E-3 1.61445E-3 8.98096E-4 9.43660E-4 9.67552E-4 9.84235E-4 9.97110E-4 1.00248E-3
7.63000E+2 1.19232E-3 1.19891E-3 1.20278E-3 1.49255E-3 1.50295E-3 1.50461E-3 1.50544E-3 1.50606E-3 1.56613E-3 1.59000E-3 9.01211E-4 9.45343E-4 9.68485E-4 9.85513E-4 9.98654E-4 1.00391E-3
7.64000E+2 1.15016E-3 1.15543E-3 1.15852E-3 1.46522E-3 1.47660E-3 1.47901E-3 1.48039E-3 1.48143E-3 1.54030E-3 1.56368E-3 9.04036E-4 9.47041E-4 9.69592E-4 9.86818E-4 1.00011E-3 1.00561E-3
7.65000E+2 1.11130E-3 1.11497E-3 1.11713E-3 1.43717E-3 1.44899E-3 1.45181E-3 1.45348E-3 1.45474E-3 1.51296E-3 1.53608E-3 9.06476E-4 9.48656E-4 9.70773E-4 9.88048E-4 1.00138E-3 1.00741E-3
7.66000E+2 1.07475E-3 1.07717E-3 1.07860E-3 1.40887E-3 1.42086E-3 1.42388E-3 1.42571E-3 1.42709E-3 1.48510E-3 1.50814E-3 9.08461E-4 9.50059E-4 9.71872E-4 9.89079E-4 1.00236E-3 1.00896E-3
7.67000E+2 1.03953E-3 1.04166E-3 1.04292E-3 1.38068E-3 1.39285E-3 1.39611E-3 1.39811E-3 1.39962E-3 1.45769E-3 1.48075E-3 9.09953E-4 9.51135E-4 9.72731E-4 9.89806E-4 1.00298E-3 1.00996E-3
7.68000E+2 1.00526E-3 1.00825E-3 1.01001E-3 1.35300E-3 1.36563E-3 1.36930E-3 1.37161E-3 1.37335E-3 1.43161E-3 1.45475E-3 9.10898E-4 9.51765E-4 9.73195E-4 9.90116E-4 1.00317E-3 1.01006E-3
