N_B;T;d;Jsc_e;Eta_e;Voc_e;FF_e;N_Fe;All_var_AM(4);All_var_AM(3);All_var_AM(2);All_var_AM(1)
1.68E+01;293;2.00E-04;-1.89E+01;-2.30E+01;-2.93E+00;-5.45E-01;1.28E+01;12.79770184;12.85196686;13.06277275;13.06251431
1.68E+01;293;2.00E-04;-1.99E+01;-2.44E+01;-3.13E+00;-5.70E-01;1.29E+01;12.9112215;12.98224926;13.20003891;13.2192297
1.68E+01;293;2.00E-04;-2.11E+01;-2.58E+01;-3.33E+00;-5.60E-01;1.30E+01;12.97124672;13.12499714;13.29654121;13.30131435
1.68E+01;293;2.00E-04;-2.22E+01;-2.73E+01;-3.52E+00;-6.52E-01;1.31E+01;13.23423386;13.24548149;13.36558151;13.39846325
1.68E+01;293;2.00E-04;-2.34E+01;-2.89E+01;-3.72E+00;-6.91E-01;1.32E+01;13.31396675;13.36046028;13.5580883;13.60703564
1.68E+01;293;2.00E-04;-2.47E+01;-3.05E+01;-3.90E+00;-7.42E-01;1.33E+01;13.44095898;13.54947186;13.71159363;13.7369566
1.68E+01;293;2.00E-04;-2.59E+01;-3.21E+01;-4.09E+00;-8.01E-01;1.34E+01;13.6019907;13.63625526;13.7690649;13.79876995
1.68E+01;293;2.00E-04;-2.72E+01;-3.38E+01;-4.30E+00;-8.20E-01;1.36E+01;13.69927025;13.72427177;13.87537098;13.87350941
1.68E+01;293;2.00E-04;-2.85E+01;-3.54E+01;-4.47E+00;-8.88E-01;1.37E+01;13.78451538;13.80576515;13.98375797;13.99189568
1.68E+01;293;2.00E-04;-2.98E+01;-3.72E+01;-4.65E+00;-9.97E-01;1.38E+01;13.99271107;13.97196293;13.89747238;13.9118948
1.68E+01;293;2.00E-04;-3.11E+01;-3.88E+01;-4.84E+00;-9.82E-01;1.39E+01;13.96846485;13.93346977;13.64136791;13.90910149
1.68E+01;298;2.00E-04;-8.94E-01;-1.04E+00;-1.22E-01;-1.90E-02;1.01E+01;10.1750021;10.15900135;10.20321655;10.23360729
1.68E+01;298;2.00E-04;-1.14E+00;-1.32E+00;-1.56E-01;-2.45E-02;1.02E+01;10.23051071;10.21825886;10.29672623;10.32238579
1.68E+01;298;2.00E-04;-1.45E+00;-1.68E+00;-1.99E-01;-2.97E-02;1.03E+01;10.29978371;10.30078316;10.44142818;10.45127583
1.68E+01;298;2.00E-04;-1.83E+00;-2.12E+00;-2.54E-01;-3.39E-02;1.05E+01;10.49546528;10.49246693;10.566535;10.59053326
1.68E+01;298;2.00E-04;-2.28E+00;-2.65E+00;-3.20E-01;-3.93E-02;1.06E+01;10.62297535;10.61697197;10.68043804;10.70315552
1.68E+01;298;2.00E-04;-2.83E+00;-3.29E+00;-3.98E-01;-4.59E-02;1.07E+01;10.69247913;10.69697857;10.77207279;10.78940678
1.68E+01;298;2.00E-04;-3.47E+00;-4.03E+00;-4.88E-01;-5.44E-02;1.08E+01;10.79827881;10.79977894;10.89719772;10.92195702
1.68E+01;298;2.00E-04;-4.20E+00;-4.88E+00;-5.91E-01;-6.48E-02;1.09E+01;10.94428253;10.93753529;10.99929047;11.04279232
1.68E+01;298;2.00E-04;-5.01E+00;-5.83E+00;-7.03E-01;-7.77E-02;1.10E+01;11.04301643;11.03452206;11.13394451;11.17290211
1.68E+01;298;2.00E-04;-5.88E+00;-6.85E+00;-8.25E-01;-9.33E-02;1.11E+01;11.19222832;11.19122887;11.22302723;11.2461729
1.68E+01;298;2.00E-04;-6.80E+00;-7.98E+00;-9.50E-01;-1.58E-01;1.13E+01;11.2042284;11.21398163;11.33234501;11.34732819
1.68E+01;298;2.00E-04;-7.73E+00;-9.09E+00;-1.08E+00;-1.84E-01;1.14E+01;11.30049801;11.30024815;11.46324825;11.49878883
1.68E+01;298;2.00E-04;-8.65E+00;-1.02E+01;-1.21E+00;-2.11E-01;1.15E+01;11.47853184;11.49153328;11.60882282;11.6708765
1.68E+01;298;2.00E-04;-9.54E+00;-1.13E+01;-1.34E+00;-2.39E-01;1.16E+01;11.50503635;11.51678658;11.71348667;11.77652454
1.68E+01;298;2.00E-04;-1.04E+01;-1.23E+01;-1.48E+00;-2.52E-01;1.17E+01;11.7157774;11.72327614;11.82818031;11.96578312
1.68E+01;298;2.00E-04;-1.12E+01;-1.33E+01;-1.63E+00;-2.69E-01;1.18E+01;11.8047533;11.80900288;12.00748253;12.11828041
1.68E+01;298;2.00E-04;-1.20E+01;-1.43E+01;-1.78E+00;-2.90E-01;1.20E+01;11.97499275;11.99649143;12.19998074;12.25162315
1.68E+01;298;2.00E-04;-1.28E+01;-1.53E+01;-1.92E+00;-3.61E-01;1.21E+01;11.96875191;12.06201172;12.24485874;12.31214619
1.68E+01;298;2.00E-04;-1.35E+01;-1.63E+01;-2.07E+00;-3.49E-01;1.22E+01;12.19379139;12.20278549;12.37487602;12.49735546
1.68E+01;298;2.00E-04;-1.43E+01;-1.73E+01;-2.24E+00;-3.66E-01;1.23E+01;12.28927326;12.34475994;12.50933552;12.63892746
1.68E+01;298;2.00E-04;-1.52E+01;-1.84E+01;-2.43E+00;-3.81E-01;1.24E+01;12.3780117;12.47775078;12.61934757;12.74952984
1.68E+01;298;2.00E-04;-1.60E+01;-1.95E+01;-2.60E+00;-4.18E-01;1.25E+01;12.5667429;12.56074429;12.7355938;12.81111431
1.68E+01;298;2.00E-04;-1.69E+01;-2.08E+01;-2.77E+00;-5.16E-01;1.26E+01;12.68897629;12.71597672;12.81111145;12.98294544
1.68E+01;298;2.00E-04;-1.79E+01;-2.21E+01;-2.96E+00;-5.48E-01;1.28E+01;12.79245186;12.8284626;13.00415611;13.14556122
1.68E+01;298;2.00E-04;-1.89E+01;-2.34E+01;-3.16E+00;-5.29E-01;1.29E+01;12.83796501;12.97851372;13.0702219;13.19779778
1.68E+01;298;2.00E-04;-2.00E+01;-2.48E+01;-3.35E+00;-6.11E-01;1.30E+01;13.13100433;13.12200356;13.23793888;13.29968929
1.68E+01;298;2.00E-04;-2.11E+01;-2.62E+01;-3.54E+00;-6.58E-01;1.31E+01;13.22848606;13.23498535;13.30700302;13.40575504
1.68E+01;298;2.00E-04;-2.23E+01;-2.77E+01;-3.74E+00;-6.98E-01;1.32E+01;13.28971672;13.30596447;13.50134468;13.56665516
1.68E+01;298;2.00E-04;-2.35E+01;-2.93E+01;-3.93E+00;-7.96E-01;1.33E+01;13.50294495;13.50044632;13.60716343;13.70014763
1.68E+01;298;2.00E-04;-2.47E+01;-3.08E+01;-4.13E+00;-7.92E-01;1.34E+01;13.59048367;13.65775967;13.74928665;13.79320431
1.68E+01;298;2.00E-04;-2.59E+01;-3.24E+01;-4.32E+00;-8.29E-01;1.36E+01;13.69876862;13.76902771;13.89676571;13.88736153
1.68E+01;298;2.00E-04;-2.71E+01;-3.41E+01;-4.49E+00;-9.48E-01;1.37E+01;13.83676434;13.81252384;13.98142815;13.97166252
1.68E+01;298;2.00E-04;-2.84E+01;-3.57E+01;-4.68E+00;-9.44E-01;1.38E+01;13.97171783;13.9887104;13.98608303;13.99143124
1.68E+01;298;2.00E-04;-2.96E+01;-3.73E+01;-4.87E+00;-9.80E-01;1.39E+01;13.9799633;13.97771263;13.92002296;13.93026066
1.68E+01;303;2.00E-04;-8.38E-01;-9.83E-01;-1.24E-01;-1.96E-02;1.01E+01;10.19050312;10.18325424;10.20949936;10.2457943
1.68E+01;303;2.00E-04;-1.07E+00;-1.26E+00;-1.61E-01;-2.28E-02;1.02E+01;10.23651123;10.22751045;10.30021572;10.33411503
1.68E+01;303;2.00E-04;-1.37E+00;-1.60E+00;-2.06E-01;-2.65E-02;1.03E+01;10.30128384;10.30203247;10.42933273;10.46323204
1.68E+01;303;2.00E-04;-1.73E+00;-2.03E+00;-2.62E-01;-3.13E-02;1.05E+01;10.49696445;10.49896431;10.54166508;10.59972477
1.68E+01;303;2.00E-04;-2.17E+00;-2.54E+00;-3.29E-01;-3.74E-02;1.06E+01;10.66122818;10.66447544;10.67695332;10.70684624
1.68E+01;303;2.00E-04;-2.70E+00;-3.16E+00;-4.08E-01;-4.50E-02;1.07E+01;10.69922924;10.70447731;10.76067448;10.78983212
1.68E+01;303;2.00E-04;-3.31E+00;-3.89E+00;-5.01E-01;-5.45E-02;1.08E+01;10.79827881;10.8000288;10.89091969;10.89900875
1.68E+01;303;2.00E-04;-4.02E+00;-4.72E+00;-6.06E-01;-6.64E-02;1.09E+01;10.97628307;10.96753311;11.01068783;11.05657482
1.68E+01;303;2.00E-04;-4.81E+00;-5.65E+00;-7.20E-01;-8.23E-02;1.10E+01;11.05026627;11.03802109;11.14975834;11.1732111
1.68E+01;303;2.00E-04;-5.66E+00;-6.66E+00;-8.42E-01;-1.03E-01;1.11E+01;11.19572735;11.19597816;11.2402401;11.2645998
1.68E+01;303;2.00E-04;-6.55E+00;-7.77E+00;-9.71E-01;-1.70E-01;1.13E+01;11.20772743;11.21923351;11.32396889;11.38768959
1.68E+01;303;2.00E-04;-7.47E+00;-8.87E+00;-1.10E+00;-1.96E-01;1.14E+01;11.29999733;11.30074787;11.48301315;11.53569794
1.68E+01;303;2.00E-04;-8.37E+00;-9.96E+00;-1.24E+00;-2.23E-01;1.15E+01;11.49203587;11.49803638;11.67720222;11.6831789
1.68E+01;303;2.00E-04;-9.25E+00;-1.10E+01;-1.38E+00;-2.45E-01;1.16E+01;11.59153366;11.59903431;11.78119564;11.7924633
1.68E+01;303;2.00E-04;-1.01E+01;-1.21E+01;-1.53E+00;-2.60E-01;1.17E+01;11.72052574;11.73352337;11.94934559;11.98990154
1.68E+01;303;2.00E-04;-1.09E+01;-1.31E+01;-1.68E+00;-2.78E-01;1.18E+01;11.81250381;11.81625271;12.13418198;12.14214802
1.68E+01;303;2.00E-04;-1.17E+01;-1.40E+01;-1.83E+00;-3.02E-01;1.20E+01;11.98499393;11.99949169;12.23625851;12.25188923
1.68E+01;303;2.00E-04;-1.24E+01;-1.50E+01;-1.98E+00;-3.32E-01;1.21E+01;12.07400703;12.16228199;12.30461788;12.39887238
1.68E+01;303;2.00E-04;-1.32E+01;-1.60E+01;-2.13E+00;-3.62E-01;1.22E+01;12.19754124;12.21803474;12.43000507;12.5923481
1.68E+01;303;2.00E-04;-1.39E+01;-1.70E+01;-2.31E+00;-3.73E-01;1.23E+01;12.29726791;12.31451321;12.6084156;12.61049271
1.68E+01;303;2.00E-04;-1.47E+01;-1.80E+01;-2.50E+00;-3.96E-01;1.24E+01;12.42900658;12.48300076;12.72699356;12.75356388
1.68E+01;303;2.00E-04;-1.56E+01;-1.92E+01;-2.67E+00;-4.88E-01;1.25E+01;12.56374359;12.61099052;12.79321384;12.90234375
1.68E+01;303;2.00E-04;-1.65E+01;-2.04E+01;-2.84E+00;-5.38E-01;1.26E+01;12.75171375;12.73921871;12.90135479;12.99858856
1.68E+01;303;2.00E-04;-1.74E+01;-2.17E+01;-3.04E+00;-5.59E-01;1.28E+01;12.82995701;12.85822296;13.05696964;13.10411835
1.68E+01;303;2.00E-04;-1.84E+01;-2.29E+01;-3.25E+00;-5.43E-01;1.29E+01;12.93250179;13.02276707;13.19328594;13.24048233
1.68E+01;303;2.00E-04;-1.94E+01;-2.43E+01;-3.44E+00;-6.34E-01;1.30E+01;13.18324661;13.18774509;13.26887035;13.30209637
1.68E+01;303;2.00E-04;-2.05E+01;-2.58E+01;-3.64E+00;-6.77E-01;1.31E+01;13.25372887;13.26422501;13.39022636;13.41081619
1.68E+01;303;2.00E-04;-2.16E+01;-2.72E+01;-3.84E+00;-7.21E-01;1.32E+01;13.3037138;13.32196426;13.5408783;13.6119585
1.68E+01;303;2.00E-04;-2.28E+01;-2.87E+01;-4.03E+00;-7.77E-01;1.33E+01;13.51820087;13.52745724;13.71671486;13.73420715
1.68E+01;303;2.00E-04;-2.40E+01;-3.03E+01;-4.25E+00;-8.02E-01;1.34E+01;13.67451382;13.68176556;13.76767159;13.87520313
1.68E+01;303;2.00E-04;-2.52E+01;-3.18E+01;-4.43E+00;-8.59E-01;1.36E+01;13.70651817;13.79127598;13.89606762;13.99318981
1.68E+01;303;2.00E-04;-2.64E+01;-3.35E+01;-4.61E+00;-9.76E-01;1.37E+01;13.9844656;13.97046947;13.99282742;13.99445438
1.68E+01;303;2.00E-04;-2.76E+01;-3.50E+01;-4.81E+00;-9.53E-01;1.38E+01;13.98621082;13.99121094;13.99561787;13.98654747
1.68E+01;303;2.00E-04;-2.88E+01;-3.67E+01;-4.98E+00;-1.07E+00;1.39E+01;13.97296333;13.97296238;13.93421459;13.98422241
1.68E+01;308;2.00E-04;-7.57E-01;-9.00E-01;-1.26E-01;-1.58E-02;1.01E+01;10.18800163;10.1910038;10.18670845;10.22176361
1.68E+01;308;2.00E-04;-9.75E-01;-1.16E+00;-1.62E-01;-1.89E-02;1.02E+01;10.2377634;10.22951221;10.28719139;10.32094955
1.68E+01;308;2.00E-04;-1.25E+00;-1.48E+00;-2.06E-01;-2.30E-02;1.03E+01;10.30128384;10.30228329;10.41978741;10.46735859
1.68E+01;308;2.00E-04;-1.58E+00;-1.88E+00;-2.61E-01;-2.80E-02;1.05E+01;10.4939661;10.49846458;10.54607677;10.57753277
1.68E+01;308;2.00E-04;-1.99E+00;-2.36E+00;-3.27E-01;-3.46E-02;1.06E+01;10.66222668;10.6609745;10.68671989;10.69901848
1.68E+01;308;2.00E-04;-2.49E+00;-2.95E+00;-4.06E-01;-4.32E-02;1.07E+01;10.7002306;10.70648003;10.78370285;10.79955578
1.68E+01;308;2.00E-04;-3.07E+00;-3.64E+00;-4.96E-01;-5.51E-02;1.08E+01;10.79852962;10.80103207;10.85393906;10.92824936
1.68E+01;308;2.00E-04;-3.73E+00;-4.43E+00;-6.00E-01;-7.00E-02;1.09E+01;10.97528362;10.96653175;11.00650024;11.03976822
1.68E+01;308;2.00E-04;-4.48E+00;-5.32E+00;-7.14E-01;-8.83E-02;1.10E+01;11.05101681;11.04052162;11.14557362;11.16267967
1.68E+01;308;2.00E-04;-5.30E+00;-6.34E+00;-8.38E-01;-1.52E-01;1.11E+01;11.19747829;11.19347858;11.25070667;11.2617178
1.68E+01;308;2.00E-04;-6.16E+00;-7.38E+00;-9.69E-01;-1.77E-01;1.13E+01;11.20672798;11.2152319;11.32699394;11.37483406
1.68E+01;308;2.00E-04;-7.04E+00;-8.44E+00;-1.10E+00;-2.03E-01;1.14E+01;11.30049801;11.30024719;11.47441101;11.52065372
1.68E+01;308;2.00E-04;-7.92E+00;-9.51E+00;-1.24E+00;-2.30E-01;1.15E+01;11.47703362;11.49353313;11.63649845;11.68945122
1.68E+01;308;2.00E-04;-8.77E+00;-1.06E+01;-1.39E+00;-2.47E-01;1.16E+01;11.6405344;11.66128635;11.76072025;11.79947186
1.68E+01;308;2.00E-04;-9.58E+00;-1.16E+01;-1.54E+00;-2.63E-01;1.17E+01;11.70877934;11.71902752;11.93375683;11.9978075
1.68E+01;308;2.00E-04;-1.03E+01;-1.25E+01;-1.69E+00;-2.83E-01;1.18E+01;11.8037529;11.8065033;12.06142426;12.18931675
1.68E+01;308;2.00E-04;-1.11E+01;-1.35E+01;-1.84E+00;-3.09E-01;1.20E+01;11.991992;11.99298859;12.22067642;12.25292969
1.68E+01;308;2.00E-04;-1.18E+01;-1.44E+01;-1.99E+00;-3.38E-01;1.21E+01;12.07050705;12.17528343;12.30810738;12.35381031
1.68E+01;308;2.00E-04;-1.25E+01;-1.53E+01;-2.15E+00;-3.63E-01;1.22E+01;12.18803883;12.21403599;12.48351574;12.50750732
1.68E+01;308;2.00E-04;-1.32E+01;-1.63E+01;-2.33E+00;-3.76E-01;1.23E+01;12.28876972;12.29751778;12.6023674;12.69015121
1.68E+01;308;2.00E-04;-1.40E+01;-1.73E+01;-2.51E+00;-4.10E-01;1.24E+01;12.48575211;12.48000145;12.72443485;12.74596024
1.68E+01;308;2.00E-04;-1.48E+01;-1.85E+01;-2.68E+00;-5.02E-01;1.25E+01;12.63273525;12.6582365;12.80669689;12.85072708
1.68E+01;308;2.00E-04;-1.56E+01;-1.96E+01;-2.86E+00;-5.43E-01;1.26E+01;12.73821926;12.73771763;12.97950077;12.99863529
1.68E+01;308;2.00E-04;-1.65E+01;-2.07E+01;-3.07E+00;-5.18E-01;1.28E+01;12.81120872;12.84672356;13.06696987;13.09276009
1.68E+01;308;2.00E-04;-1.75E+01;-2.20E+01;-3.27E+00;-5.51E-01;1.29E+01;12.93725395;13.00201702;13.19398975;13.21918392
1.68E+01;308;2.00E-04;-1.85E+01;-2.34E+01;-3.46E+00;-6.49E-01;1.30E+01;13.09400749;13.13050079;13.28863239;13.30526638
1.68E+01;308;2.00E-04;-1.95E+01;-2.47E+01;-3.66E+00;-6.87E-01;1.31E+01;13.27072334;13.26647377;13.45135784;13.46608829
1.68E+01;308;2.00E-04;-2.06E+01;-2.61E+01;-3.86E+00;-7.30E-01;1.32E+01;13.29496479;13.3349638;13.61042309;13.60509586
1.68E+01;308;2.00E-04;-2.17E+01;-2.76E+01;-4.06E+00;-7.84E-01;1.33E+01;13.50019455;13.49994469;13.73579884;13.74308109
1.68E+01;308;2.00E-04;-2.28E+01;-2.91E+01;-4.27E+00;-8.11E-01;1.34E+01;13.68851471;13.71951962;13.80768394;13.81179142
1.68E+01;308;2.00E-04;-2.39E+01;-3.06E+01;-4.45E+00;-8.75E-01;1.36E+01;13.7145195;13.79702568;13.97700691;13.99279213
1.68E+01;308;2.00E-04;-2.51E+01;-3.21E+01;-4.64E+00;-9.27E-01;1.37E+01;13.82876587;13.94322777;13.98096561;13.97860336
1.68E+01;308;2.00E-04;-2.62E+01;-3.36E+01;-4.85E+00;-9.52E-01;1.38E+01;13.94372654;13.99271202;13.99608231;13.9930582
1.68E+01;308;2.00E-04;-2.74E+01;-3.52E+01;-5.01E+00;-1.08E+00;1.39E+01;13.97796249;13.98646164;13.99259472;13.98026562
1.68E+01;313;2.00E-04;-6.83E-01;-8.23E-01;-1.26E-01;-1.29E-02;1.01E+01;10.18700123;10.19550419;10.19368553;10.20895004
1.68E+01;313;2.00E-04;-8.84E-01;-1.06E+00;-1.61E-01;-1.67E-02;1.02E+01;10.23801327;10.23001099;10.28091049;10.31750393
1.68E+01;313;2.00E-04;-1.14E+00;-1.36E+00;-2.04E-01;-2.17E-02;1.03E+01;10.30103397;10.3015337;10.38815594;10.43543243
1.68E+01;313;2.00E-04;-1.45E+00;-1.74E+00;-2.58E-01;-2.79E-02;1.05E+01;10.49546528;10.49796486;10.55304527;10.56740189
1.68E+01;313;2.00E-04;-1.83E+00;-2.19E+00;-3.22E-01;-3.59E-02;1.06E+01;10.6474762;10.64347267;10.68207169;10.69982433
1.68E+01;313;2.00E-04;-2.29E+00;-2.75E+00;-3.99E-01;-4.59E-02;1.07E+01;10.70097923;10.70098114;10.76695824;10.78984642
1.68E+01;313;2.00E-04;-2.84E+00;-3.40E+00;-4.89E-01;-5.88E-02;1.08E+01;10.7990303;10.79928207;10.84975529;10.89935398
1.68E+01;313;2.00E-04;-3.47E+00;-4.16E+00;-5.93E-01;-7.49E-02;1.09E+01;10.94753265;10.94078541;11.00347519;11.04214859
1.68E+01;313;2.00E-04;-4.18E+00;-5.06E+00;-7.08E-01;-1.36E-01;1.10E+01;11.0507679;11.0410223;11.15115261;11.16398811
1.68E+01;313;2.00E-04;-4.96E+00;-6.00E+00;-8.33E-01;-1.59E-01;1.11E+01;11.19797707;11.19247818;11.22860813;11.24586964
1.68E+01;313;2.00E-04;-5.78E+00;-7.00E+00;-9.66E-01;-1.84E-01;1.13E+01;11.21273136;11.21147919;11.32839394;11.34430885
1.68E+01;313;2.00E-04;-6.63E+00;-8.03E+00;-1.10E+00;-2.09E-01;1.14E+01;11.30149746;11.2994976;11.47859287;11.49624634
1.68E+01;313;2.00E-04;-7.48E+00;-9.07E+00;-1.24E+00;-2.36E-01;1.15E+01;11.4340229;11.47803307;11.58975506;11.6607933
1.68E+01;313;2.00E-04;-8.30E+00;-1.01E+01;-1.40E+00;-2.50E-01;1.16E+01;11.64553356;11.67203617;11.71535015;11.76535511
1.68E+01;313;2.00E-04;-9.09E+00;-1.11E+01;-1.55E+00;-2.66E-01;1.17E+01;11.70677948;11.71752644;11.85515404;11.94264603
1.68E+01;313;2.00E-04;-9.83E+00;-1.20E+01;-1.70E+00;-2.46E-01;1.18E+01;11.80725288;11.80675507;12.00282955;12.11289692
1.68E+01;313;2.00E-04;-1.05E+01;-1.29E+01;-1.85E+00;-3.16E-01;1.20E+01;11.96849251;11.98349476;12.19998169;12.23940849
1.68E+01;313;2.00E-04;-1.12E+01;-1.38E+01;-2.01E+00;-3.44E-01;1.21E+01;12.03374863;12.14427757;12.26206207;12.37736607
1.68E+01;313;2.00E-04;-1.19E+01;-1.47E+01;-2.17E+00;-3.65E-01;1.22E+01;12.17028713;12.1952858;12.41721249;12.4981308
1.68E+01;313;2.00E-04;-1.26E+01;-1.57E+01;-2.35E+00;-3.83E-01;1.23E+01;12.28726959;12.29776955;12.51514912;12.62050056
1.68E+01;313;2.00E-04;-1.33E+01;-1.67E+01;-2.52E+00;-4.67E-01;1.24E+01;12.46000481;12.48425198;12.69935036;12.74941254
1.68E+01;313;2.00E-04;-1.41E+01;-1.77E+01;-2.69E+00;-5.15E-01;1.25E+01;12.57374191;12.5934906;12.75836086;12.79981518
1.68E+01;313;2.00E-04;-1.49E+01;-1.88E+01;-2.88E+00;-5.03E-01;1.26E+01;12.72022533;12.71647167;12.88019085;12.97218895
1.68E+01;313;2.00E-04;-1.57E+01;-1.99E+01;-3.09E+00;-5.23E-01;1.28E+01;12.79696083;12.83446693;13.00718021;13.11854362
1.68E+01;313;2.00E-04;-1.66E+01;-2.12E+01;-3.29E+00;-6.07E-01;1.29E+01;12.99676609;13.00226688;13.14304066;13.217206
1.68E+01;313;2.00E-04;-1.76E+01;-2.24E+01;-3.48E+00;-6.63E-01;1.30E+01;13.08100796;13.09250641;13.26049328;13.29323578
1.68E+01;313;2.00E-04;-1.85E+01;-2.38E+01;-3.69E+00;-6.96E-01;1.31E+01;13.25897694;13.255229;13.39905548;13.42566013
1.68E+01;313;2.00E-04;-1.95E+01;-2.51E+01;-3.89E+00;-7.42E-01;1.32E+01;13.33271027;13.34096146;13.50855446;13.58052826
1.68E+01;313;2.00E-04;-2.06E+01;-2.65E+01;-4.09E+00;-7.84E-01;1.33E+01;13.49544621;13.50669765;13.66717052;13.73086739
1.68E+01;313;2.00E-04;-2.17E+01;-2.79E+01;-4.29E+00;-8.27E-01;1.34E+01;13.6685133;13.69426727;13.77046013;13.80035019
1.68E+01;313;2.00E-04;-2.27E+01;-2.94E+01;-4.48E+00;-9.37E-01;1.36E+01;13.79827499;13.78777599;13.88187885;13.87252617
1.68E+01;313;2.00E-04;-2.38E+01;-3.08E+01;-4.68E+00;-9.24E-01;1.37E+01;13.82926559;13.98021698;13.99468708;13.99259281
1.68E+01;313;2.00E-04;-2.50E+01;-3.23E+01;-4.87E+00;-9.72E-01;1.38E+01;13.97171974;13.99571133;13.99817562;13.98049736
1.68E+01;313;2.00E-04;-2.61E+01;-3.39E+01;-5.04E+00;-1.09E+00;1.39E+01;13.97696304;13.99121189;13.98887253;13.99189663
1.68E+01;318;2.00E-04;-6.38E-01;-7.81E-01;-1.28E-01;-1.43E-02;1.01E+01;10.19250298;10.19800568;10.20392132;10.23138905
1.68E+01;318;2.00E-04;-8.30E-01;-1.01E+00;-1.63E-01;-1.86E-02;1.02E+01;10.24101448;10.23426247;10.31231403;10.33687973
1.68E+01;318;2.00E-04;-1.07E+00;-1.30E+00;-2.07E-01;-2.39E-02;1.03E+01;10.30428314;10.30453205;10.43002987;10.47883797
1.68E+01;318;2.00E-04;-1.37E+00;-1.67E+00;-2.61E-01;-3.09E-02;1.05E+01;10.49671459;10.49896431;10.57442856;10.5968523
1.68E+01;318;2.00E-04;-1.74E+00;-2.11E+00;-3.27E-01;-3.98E-02;1.06E+01;10.66972733;10.66597366;10.70044708;10.71503735
1.68E+01;318;2.00E-04;-2.18E+00;-2.65E+00;-4.05E-01;-5.11E-02;1.07E+01;10.70573044;10.70648003;10.7899847;10.81616688
1.68E+01;318;2.00E-04;-2.71E+00;-3.29E+00;-4.97E-01;-6.53E-02;1.08E+01;10.7997818;10.79953194;10.91068459;10.92212009
1.68E+01;318;2.00E-04;-3.32E+00;-4.07E+00;-6.03E-01;-1.24E-01;1.09E+01;10.97278404;10.96903324;11.04696655;11.06723118
1.68E+01;318;2.00E-04;-4.01E+00;-4.91E+00;-7.21E-01;-1.45E-01;1.10E+01;11.05026817;11.04252148;11.16580868;11.19097996
1.68E+01;318;2.00E-04;-4.77E+00;-5.84E+00;-8.50E-01;-1.68E-01;1.11E+01;11.19472694;11.19272804;11.25652313;11.28572941
1.68E+01;318;2.00E-04;-5.58E+00;-6.82E+00;-9.87E-01;-1.93E-01;1.13E+01;11.23073483;11.2154808;11.36210823;11.39410591
1.68E+01;318;2.00E-04;-6.41E+00;-7.85E+00;-1.13E+00;-2.19E-01;1.14E+01;11.30900002;11.29999828;11.46813869;11.53755569
1.68E+01;318;2.00E-04;-7.24E+00;-8.88E+00;-1.28E+00;-2.41E-01;1.15E+01;11.48203182;11.50003719;11.6606884;11.67954445
1.68E+01;318;2.00E-04;-8.06E+00;-9.89E+00;-1.44E+00;-2.56E-01;1.16E+01;11.65303516;11.67628288;11.77886677;11.79544735
1.68E+01;318;2.00E-04;-8.83E+00;-1.08E+01;-1.60E+00;-2.34E-01;1.17E+01;11.7582655;11.75526619;11.94469547;11.99360085
1.68E+01;318;2.00E-04;-9.56E+00;-1.18E+01;-1.75E+00;-3.01E-01;1.18E+01;11.81325245;11.85874939;12.13860035;12.19211102
1.68E+01;318;2.00E-04;-1.02E+01;-1.27E+01;-1.91E+00;-3.30E-01;1.20E+01;11.9417448;11.96599388;12.266716;12.25998211
1.68E+01;318;2.00E-04;-1.09E+01;-1.36E+01;-2.06E+00;-3.60E-01;1.21E+01;12.1065197;12.15953732;12.30903816;12.40786934
1.68E+01;318;2.00E-04;-1.16E+01;-1.45E+01;-2.24E+00;-3.75E-01;1.22E+01;12.23052692;12.25227451;12.46862793;12.58302307
1.68E+01;318;2.00E-04;-1.22E+01;-1.54E+01;-2.42E+00;-4.05E-01;1.23E+01;12.309268;12.35601616;12.61725426;12.69936085
1.68E+01;318;2.00E-04;-1.29E+01;-1.64E+01;-2.59E+00;-4.93E-01;1.24E+01;12.46225357;12.48974991;12.75417995;12.76904869
1.68E+01;318;2.00E-04;-1.37E+01;-1.74E+01;-2.77E+00;-5.37E-01;1.25E+01;12.5894928;12.62323666;12.80018139;12.89241791
1.68E+01;318;2.00E-04;-1.45E+01;-1.85E+01;-2.97E+00;-5.15E-01;1.26E+01;12.74771309;12.75346375;12.94345093;13.07457638
1.68E+01;318;2.00E-04;-1.53E+01;-1.96E+01;-3.18E+00;-5.43E-01;1.28E+01;12.83221436;12.90174007;13.12257099;13.12436581
1.68E+01;318;2.00E-04;-1.62E+01;-2.08E+01;-3.38E+00;-6.36E-01;1.29E+01;13.00726414;13.00551701;13.24258995;13.25325489
1.68E+01;318;2.00E-04;-1.71E+01;-2.21E+01;-3.58E+00;-6.85E-01;1.30E+01;13.20124245;13.20199585;13.29026031;13.37212086
1.68E+01;318;2.00E-04;-1.80E+01;-2.34E+01;-3.79E+00;-7.20E-01;1.31E+01;13.27546787;13.29071808;13.41579723;13.50018024
1.68E+01;318;2.00E-04;-1.90E+01;-2.47E+01;-3.99E+00;-7.71E-01;1.32E+01;13.40270329;13.39395428;13.56971836;13.60648346
1.68E+01;318;2.00E-04;-2.00E+01;-2.61E+01;-4.21E+00;-8.06E-01;1.33E+01;13.55247116;13.5444622;13.73812103;13.75519276
