X GE200Nph GE300Nph Orion400Nph Orion600Nph Orion700Nph Osram200Nph Osram400Nph Osram600Nph Osram700Nph
8.11000E+2 1.02405E-1 1.13794E-1 1.04564E-1 1.16260E-1 1.16276E-1 8.79728E-2 1.09800E-1 1.21732E-1 1.26100E-1
8.12000E+2 1.01362E-1 1.12510E-1 1.07463E-1 1.19399E-1 1.19323E-1 8.66188E-2 1.08321E-1 1.19928E-1 1.24276E-1
8.13000E+2 1.00258E-1 1.11147E-1 1.10556E-1 1.22758E-1 1.22668E-1 8.52988E-2 1.06819E-1 1.18126E-1 1.22454E-1
8.14000E+2 9.90976E-2 1.09719E-1 1.13819E-1 1.26304E-1 1.26235E-1 8.40201E-2 1.05291E-1 1.16325E-1 1.20635E-1
8.15000E+2 9.78835E-2 1.08247E-1 1.17228E-1 1.30001E-1 1.29953E-1 8.27892E-2 1.03756E-1 1.14542E-1 1.18834E-1
8.16000E+2 9.66216E-2 1.06755E-1 1.20728E-1 1.33790E-1 1.33765E-1 8.16108E-2 1.02246E-1 1.12799E-1 1.17078E-1
8.17000E+2 9.53156E-2 1.05264E-1 1.24251E-1 1.37598E-1 1.37616E-1 8.04879E-2 1.00793E-1 1.11120E-1 1.15394E-1
8.18000E+2 9.39717E-2 1.03794E-1 1.27730E-1 1.41356E-1 1.41453E-1 7.94255E-2 9.94270E-2 1.09526E-1 1.13807E-1
8.19000E+2 9.26070E-2 1.02353E-1 1.31099E-1 1.44993E-1 1.45224E-1 7.84255E-2 9.81775E-2 1.08039E-1 1.12341E-1
8.20000E+2 9.12417E-2 1.00948E-1 1.34295E-1 1.48443E-1 1.48880E-1 7.74875E-2 9.70370E-2 1.06651E-1 1.10987E-1
8.21000E+2 8.98951E-2 9.95819E-2 1.37284E-1 1.51669E-1 1.52385E-1 7.66046E-2 9.59774E-2 1.05339E-1 1.09719E-1
8.22000E+2 8.85875E-2 9.82579E-2 1.40055E-1 1.54655E-1 1.55721E-1 7.57731E-2 9.49726E-2 1.04082E-1 1.08514E-1
8.23000E+2 8.73386E-2 9.69836E-2 1.42595E-1 1.57384E-1 1.58867E-1 7.49872E-2 9.39969E-2 1.02859E-1 1.07347E-1
8.24000E+2 8.61584E-2 9.57690E-2 1.44891E-1 1.59841E-1 1.61803E-1 7.42438E-2 9.30261E-2 1.01650E-1 1.06196E-1
8.25000E+2 8.50567E-2 9.46293E-2 1.46929E-1 1.62008E-1 1.64506E-1 7.35541E-2 9.20708E-2 1.00469E-1 1.05076E-1
8.26000E+2 8.40420E-2 9.35791E-2 1.48712E-1 1.63886E-1 1.66960E-1 7.29388E-2 9.11586E-2 9.93457E-2 1.04019E-1
8.27000E+2 8.31219E-2 9.26324E-2 1.50249E-1 1.65486E-1 1.69145E-1 7.24159E-2 9.03168E-2 9.83089E-2 1.03055E-1
8.28000E+2 8.23053E-2 9.18031E-2 1.51549E-1 1.66820E-1 1.71044E-1 7.20053E-2 8.95718E-2 9.73888E-2 1.02217E-1
8.29000E+2 8.16044E-2 9.11056E-2 1.52622E-1 1.67897E-1 1.72639E-1 7.17255E-2 8.89510E-2 9.66130E-2 1.01534E-1
8.30000E+2 8.10323E-2 9.05548E-2 1.53478E-1 1.68728E-1 1.73909E-1 7.15876E-2 8.84660E-2 9.59957E-2 1.01021E-1
8.31000E+2 8.06045E-2 9.01658E-2 1.54123E-1 1.69325E-1 1.74855E-1 7.15984E-2 8.81213E-2 9.55420E-2 1.00683E-1
8.32000E+2 8.03354E-2 8.99539E-2 1.54557E-1 1.69682E-1 1.75505E-1 7.17639E-2 8.79209E-2 9.52574E-2 1.00523E-1
8.33000E+2 8.02372E-2 8.99326E-2 1.54773E-1 1.69795E-1 1.75890E-1 7.20891E-2 8.78669E-2 9.51445E-2 1.00544E-1
8.34000E+2 8.03278E-2 9.01224E-2 1.54769E-1 1.69663E-1 1.76040E-1 7.25810E-2 8.79631E-2 9.52084E-2 1.00750E-1
8.35000E+2 8.06268E-2 9.05459E-2 1.54543E-1 1.69283E-1 1.75989E-1 7.32418E-2 8.82125E-2 9.54531E-2 1.01147E-1
8.36000E+2 8.11517E-2 9.12244E-2 1.54089E-1 1.68651E-1 1.75760E-1 7.40686E-2 8.86132E-2 9.58777E-2 1.01743E-1
8.37000E+2 8.19213E-2 9.21814E-2 1.53395E-1 1.67768E-1 1.75332E-1 7.50590E-2 8.91661E-2 9.64832E-2 1.02545E-1
8.38000E+2 8.29555E-2 9.34391E-2 1.52450E-1 1.66640E-1 1.74674E-1 7.62120E-2 8.98710E-2 9.72713E-2 1.03564E-1
8.39000E+2 8.42615E-2 9.50050E-2 1.51242E-1 1.65271E-1 1.73753E-1 7.75245E-2 9.07284E-2 9.82427E-2 1.04806E-1
8.40000E+2 8.58275E-2 9.68630E-2 1.49758E-1 1.63662E-1 1.72538E-1 7.90030E-2 9.17433E-2 9.94053E-2 1.06278E-1
8.41000E+2 8.76412E-2 9.89935E-2 1.47985E-1 1.61818E-1 1.70994E-1 8.06693E-2 9.29349E-2 1.00781E-1 1.07980E-1
8.42000E+2 8.96884E-2 1.01378E-1 1.45937E-1 1.59743E-1 1.69124E-1 8.25482E-2 9.43228E-2 1.02396E-1 1.09913E-1
8.43000E+2 9.19568E-2 1.03996E-1 1.43653E-1 1.57443E-1 1.66960E-1 8.46645E-2 9.59267E-2 1.04274E-1 1.12078E-1
8.44000E+2 9.44359E-2 1.06837E-1 1.41174E-1 1.54925E-1 1.64536E-1 8.70428E-2 9.77672E-2 1.06439E-1 1.14474E-1
8.45000E+2 9.71267E-2 1.09924E-1 1.38539E-1 1.52193E-1 1.61886E-1 8.97005E-2 9.98582E-2 1.08910E-1 1.17101E-1
8.46000E+2 1.00037E-1 1.13292E-1 1.35792E-1 1.49251E-1 1.59048E-1 9.26139E-2 1.02185E-1 1.11661E-1 1.19960E-1
8.47000E+2 1.03173E-1 1.16974E-1 1.32972E-1 1.46119E-1 1.56057E-1 9.57438E-2 1.04722E-1 1.14654E-1 1.23050E-1
8.48000E+2 1.06539E-1 1.21004E-1 1.30118E-1 1.42847E-1 1.52954E-1 9.90500E-2 1.07439E-1 1.17847E-1 1.26371E-1
8.49000E+2 1.10142E-1 1.25412E-1 1.27269E-1 1.39504E-1 1.49782E-1 1.02493E-1 1.10312E-1 1.21200E-1 1.29922E-1
8.50000E+2 1.13972E-1 1.30164E-1 1.24463E-1 1.36158E-1 1.46585E-1 1.06034E-1 1.13313E-1 1.24676E-1 1.33703E-1
8.51000E+2 1.18005E-1 1.35165E-1 1.21739E-1 1.32878E-1 1.43408E-1 1.09657E-1 1.16442E-1 1.28271E-1 1.37708E-1
8.52000E+2 1.22219E-1 1.40319E-1 1.19135E-1 1.29730E-1 1.40292E-1 1.13373E-1 1.19725E-1 1.32024E-1 1.41928E-1
8.53000E+2 1.26588E-1 1.45527E-1 1.16665E-1 1.26753E-1 1.37268E-1 1.17196E-1 1.23192E-1 1.35978E-1 1.46349E-1
8.54000E+2 1.31090E-1 1.50692E-1 1.14303E-1 1.23930E-1 1.34345E-1 1.21137E-1 1.26870E-1 1.40174E-1 1.50961E-1
8.55000E+2 1.35700E-1 1.55735E-1 1.12015E-1 1.21242E-1 1.31529E-1 1.25210E-1 1.30788E-1 1.44656E-1 1.55752E-1
8.56000E+2 1.40397E-1 1.60655E-1 1.09772E-1 1.18669E-1 1.28822E-1 1.29416E-1 1.34957E-1 1.49438E-1 1.60703E-1
8.57000E+2 1.45156E-1 1.65467E-1 1.07540E-1 1.16190E-1 1.26232E-1 1.33715E-1 1.39300E-1 1.54412E-1 1.65761E-1
8.58000E+2 1.49957E-1 1.70190E-1 1.05292E-1 1.13788E-1 1.23766E-1 1.38052E-1 1.43715E-1 1.59434E-1 1.70858E-1
8.59000E+2 1.54779E-1 1.74841E-1 1.03031E-1 1.11455E-1 1.21415E-1 1.42373E-1 1.48098E-1 1.64355E-1 1.75933E-1
8.60000E+2 1.59596E-1 1.79434E-1 1.00782E-1 1.09193E-1 1.19160E-1 1.46618E-1 1.52346E-1 1.69027E-1 1.80914E-1
8.61000E+2 1.64375E-1 1.83969E-1 9.85765E-2 1.07007E-1 1.16986E-1 1.50735E-1 1.56355E-1 1.73308E-1 1.85738E-1
8.62000E+2 1.69069E-1 1.88422E-1 9.64418E-2 1.04899E-1 1.14874E-1 1.54697E-1 1.60086E-1 1.77152E-1 1.90376E-1
8.63000E+2 1.73626E-1 1.92766E-1 9.44077E-2 1.02873E-1 1.12807E-1 1.58516E-1 1.63595E-1 1.80680E-1 1.94845E-1
8.64000E+2 1.77996E-1 1.96976E-1 9.25012E-2 1.00934E-1 1.10770E-1 1.62214E-1 1.66950E-1 1.84023E-1 1.99172E-1
8.65000E+2 1.82128E-1 2.01024E-1 9.07366E-2 9.90941E-2 1.08768E-1 1.65806E-1 1.70212E-1 1.87316E-1 2.03379E-1
8.66000E+2 1.85977E-1 2.04888E-1 8.91227E-2 9.73719E-2 1.06815E-1 1.69313E-1 1.73449E-1 1.90689E-1 2.07494E-1
8.67000E+2 1.89556E-1 2.08577E-1 8.76691E-2 9.57863E-2 1.04928E-1 1.72754E-1 1.76725E-1 1.94271E-1 2.11543E-1
8.68000E+2 1.92908E-1 2.12118E-1 8.63849E-2 9.43554E-2 1.03123E-1 1.76153E-1 1.80061E-1 1.98071E-1 2.15550E-1
8.69000E+2 1.96078E-1 2.15538E-1 8.52774E-2 9.30962E-2 1.01412E-1 1.79539E-1 1.83452E-1 2.02029E-1 2.19544E-1
8.70000E+2 1.99112E-1 2.18866E-1 8.43584E-2 9.20285E-2 9.98133E-2 1.82940E-1 1.86895E-1 2.06076E-1 2.23557E-1
8.71000E+2 2.02053E-1 2.22128E-1 8.36496E-2 9.11712E-2 9.83520E-2 1.86385E-1 1.90384E-1 2.10148E-1 2.27618E-1
8.72000E+2 2.04942E-1 2.25347E-1 8.31760E-2 9.05443E-2 9.70557E-2 1.89902E-1 1.93912E-1 2.14178E-1 2.31751E-1
8.73000E+2 2.07791E-1 2.28518E-1 8.29654E-2 9.01699E-2 9.59541E-2 1.93511E-1 1.97478E-1 2.18113E-1 2.35979E-1
8.74000E+2 2.10600E-1 2.31621E-1 8.30430E-2 9.00676E-2 9.50748E-2 1.97172E-1 2.01073E-1 2.21937E-1 2.40259E-1
8.75000E+2 2.13367E-1 2.34638E-1 8.34345E-2 9.02568E-2 9.44452E-2 2.00817E-1 2.04688E-1 2.25664E-1 2.44510E-1
8.76000E+2 2.16095E-1 2.37555E-1 8.41642E-2 9.07603E-2 9.40948E-2 2.04388E-1 2.08316E-1 2.29303E-1 2.48669E-1
8.77000E+2 2.18785E-1 2.40352E-1 8.52394E-2 9.16027E-2 9.40482E-2 2.07817E-1 2.11951E-1 2.32864E-1 2.52658E-1
8.78000E+2 2.21430E-1 2.43011E-1 8.66603E-2 9.28094E-2 9.43291E-2 2.11040E-1 2.15580E-1 2.36350E-1 2.56407E-1
8.79000E+2 2.24008E-1 2.45523E-1 8.84283E-2 9.44075E-2 9.49617E-2 2.14010E-1 2.19196E-1 2.39777E-1 2.59864E-1
8.80000E+2 2.26495E-1 2.47879E-1 9.05456E-2 9.64244E-2 9.59717E-2 2.16760E-1 2.22789E-1 2.43157E-1 2.63070E-1
8.81000E+2 2.28865E-1 2.50073E-1 9.30134E-2 9.88872E-2 9.73837E-2 2.19345E-1 2.26347E-1 2.46512E-1 2.66100E-1
8.82000E+2 2.31090E-1 2.52091E-1 9.58301E-2 1.01820E-1 9.92177E-2 2.21812E-1 2.29850E-1 2.49849E-1 2.69014E-1
8.83000E+2 2.33145E-1 2.53925E-1 9.89823E-2 1.05231E-1 1.01468E-1 2.24216E-1 2.33293E-1 2.53187E-1 2.71881E-1
8.84000E+2 2.35012E-1 2.55574E-1 1.02448E-1 1.09123E-1 1.04114E-1 2.26609E-1 2.36659E-1 2.56544E-1 2.74767E-1
8.85000E+2 2.36707E-1 2.57058E-1 1.06206E-1 1.13496E-1 1.07136E-1 2.29028E-1 2.39938E-1 2.59922E-1 2.77722E-1
8.86000E+2 2.38252E-1 2.58404E-1 1.10233E-1 1.18350E-1 1.10512E-1 2.31452E-1 2.43137E-1 2.63299E-1 2.80710E-1
8.87000E+2 2.39671E-1 2.59637E-1 1.14510E-1 1.23687E-1 1.14221E-1 2.33844E-1 2.46265E-1 2.66637E-1 2.83677E-1
8.88000E+2 2.40983E-1 2.60783E-1 1.19011E-1 1.29503E-1 1.18243E-1 2.36164E-1 2.49327E-1 2.69901E-1 2.86564E-1
8.89000E+2 2.42213E-1 2.61870E-1 1.23719E-1 1.35762E-1 1.22573E-1 2.38378E-1 2.52339E-1 2.73053E-1 2.89321E-1
8.90000E+2 2.43378E-1 2.62916E-1 1.28613E-1 1.42391E-1 1.27217E-1 2.40448E-1 2.55304E-1 2.76059E-1 2.91893E-1
8.91000E+2 2.44468E-1 2.63906E-1 1.33673E-1 1.49314E-1 1.32184E-1 2.42345E-1 2.58231E-1 2.78891E-1 2.94232E-1
8.92000E+2 2.45465E-1 2.64814E-1 1.38881E-1 1.56459E-1 1.37481E-1 2.44072E-1 2.61105E-1 2.81546E-1 2.96352E-1
8.93000E+2 2.46350E-1 2.65613E-1 1.44216E-1 1.63750E-1 1.43116E-1 2.45639E-1 2.63905E-1 2.84037E-1 2.98276E-1
8.94000E+2 2.47105E-1 2.66277E-1 1.49659E-1 1.71114E-1 1.49097E-1 2.47058E-1 2.66608E-1 2.86371E-1 3.00028E-1
8.95000E+2 2.47714E-1 2.66782E-1 1.55202E-1 1.78490E-1 1.55429E-1 2.48342E-1 2.69197E-1 2.88554E-1 3.01637E-1
8.96000E+2 2.48160E-1 2.67105E-1 1.60863E-1 1.85861E-1 1.62115E-1 2.49503E-1 2.71654E-1 2.90601E-1 3.03127E-1
8.97000E+2 2.48452E-1 2.67253E-1 1.66663E-1 1.93202E-1 1.69159E-1 2.50553E-1 2.73955E-1 2.92515E-1 3.04522E-1
8.98000E+2 2.48607E-1 2.67248E-1 1.72623E-1 2.00499E-1 1.76562E-1 2.51494E-1 2.76087E-1 2.94291E-1 3.05817E-1
8.99000E+2 2.48642E-1 2.67110E-1 1.78763E-1 2.07729E-1 1.84326E-1 2.52321E-1 2.78035E-1 2.95910E-1 3.06995E-1
9.00000E+2 2.48572E-1 2.66858E-1 1.85103E-1 2.14877E-1 1.92451E-1 2.53030E-1 2.79783E-1 2.97357E-1 3.08041E-1
9.01000E+2 2.48417E-1 2.66516E-1 1.91662E-1 2.21926E-1 2.00935E-1 2.53622E-1 2.81321E-1 2.98615E-1 3.08935E-1
9.02000E+2 2.48193E-1 2.66104E-1 1.98426E-1 2.28902E-1 2.09710E-1 2.54091E-1 2.82638E-1 2.99670E-1 3.09663E-1
9.03000E+2 2.47909E-1 2.65632E-1 2.05370E-1 2.35844E-1 2.18676E-1 2.54437E-1 2.83717E-1 3.00506E-1 3.10210E-1
9.04000E+2 2.47563E-1 2.65100E-1 2.12472E-1 2.42796E-1 2.27742E-1 2.54659E-1 2.84564E-1 3.01119E-1 3.10578E-1
9.05000E+2 2.47151E-1 2.64507E-1 2.19701E-1 2.49797E-1 2.36806E-1 2.54761E-1 2.85194E-1 3.01509E-1 3.10781E-1
9.06000E+2 2.46669E-1 2.63851E-1 2.27037E-1 2.56884E-1 2.45776E-1 2.54745E-1 2.85626E-1 3.01685E-1 3.10845E-1
9.07000E+2 2.46118E-1 2.63131E-1 2.34449E-1 2.64104E-1 2.54554E-1 2.54616E-1 2.85879E-1 3.01653E-1 3.10782E-1
9.08000E+2 2.45495E-1 2.62348E-1 2.41912E-1 2.71464E-1 2.63082E-1 2.54377E-1 2.85976E-1 3.01415E-1 3.10618E-1
9.09000E+2 2.44800E-1 2.61504E-1 2.49390E-1 2.78923E-1 2.71372E-1 2.54033E-1 2.85933E-1 3.00982E-1 3.10370E-1
9.10000E+2 2.44043E-1 2.60608E-1 2.56844E-1 2.86427E-1 2.79440E-1 2.53583E-1 2.85767E-1 3.00356E-1 3.10049E-1
9.11000E+2 2.43235E-1 2.59671E-1 2.64237E-1 2.93927E-1 2.87304E-1 2.53026E-1 2.85476E-1 2.99558E-1 3.09634E-1
9.12000E+2 2.42391E-1 2.58708E-1 2.71532E-1 3.01376E-1 2.94987E-1 2.52355E-1 2.85073E-1 2.98604E-1 3.09111E-1
9.13000E+2 2.41521E-1 2.57730E-1 2.78688E-1 3.08721E-1 3.02502E-1 2.51569E-1 2.84554E-1 2.97518E-1 3.08454E-1
9.14000E+2 2.40636E-1 2.56748E-1 2.85677E-1 3.15915E-1 3.09869E-1 2.50660E-1 2.83925E-1 2.96313E-1 3.07646E-1
9.15000E+2 2.39749E-1 2.55774E-1 2.92474E-1 3.22926E-1 3.17086E-1 2.49624E-1 2.83189E-1 2.95013E-1 3.06663E-1
9.16000E+2 2.38872E-1 2.54822E-1 2.99075E-1 3.29744E-1 3.24140E-1 2.48458E-1 2.82348E-1 2.93628E-1 3.05488E-1
9.17000E+2 2.38018E-1 2.53909E-1 3.05480E-1 3.36355E-1 3.31020E-1 2.47167E-1 2.81395E-1 2.92161E-1 3.04119E-1
9.18000E+2 2.37200E-1 2.53047E-1 3.11679E-1 3.42741E-1 3.37713E-1 2.45760E-1 2.80311E-1 2.90598E-1 3.02566E-1
9.19000E+2 2.36432E-1 2.52253E-1 3.17673E-1 3.48891E-1 3.44204E-1 2.44248E-1 2.79087E-1 2.88918E-1 3.00839E-1
9.20000E+2 2.35724E-1 2.51540E-1 3.23454E-1 3.54789E-1 3.50482E-1 2.42641E-1 2.77702E-1 2.87108E-1 2.98951E-1
9.21000E+2 2.35089E-1 2.50923E-1 3.29018E-1 3.60422E-1 3.56533E-1 2.40946E-1 2.76142E-1 2.85149E-1 2.96908E-1
9.22000E+2 2.34537E-1 2.50413E-1 3.34387E-1 3.65810E-1 3.62365E-1 2.39177E-1 2.74393E-1 2.83026E-1 2.94723E-1
9.23000E+2 2.34062E-1 2.50000E-1 3.39584E-1 3.70974E-1 3.67986E-1 2.37338E-1 2.72445E-1 2.80735E-1 2.92406E-1
9.24000E+2 2.33655E-1 2.49672E-1 3.44641E-1 3.75940E-1 3.73410E-1 2.35419E-1 2.70314E-1 2.78290E-1 2.89977E-1
9.25000E+2 2.33306E-1 2.49416E-1 3.49578E-1 3.80730E-1 3.78647E-1 2.33413E-1 2.68014E-1 2.75719E-1 2.87456E-1
9.26000E+2 2.33010E-1 2.49221E-1 3.54427E-1 3.85376E-1 3.83707E-1 2.31308E-1 2.65568E-1 2.73052E-1 2.84862E-1
9.27000E+2 2.32756E-1 2.49072E-1 3.59211E-1 3.89895E-1 3.88602E-1 2.29093E-1 2.62993E-1 2.70309E-1 2.82213E-1
9.28000E+2 2.32536E-1 2.48959E-1 3.63947E-1 3.94306E-1 3.93342E-1 2.26758E-1 2.60306E-1 2.67520E-1 2.79529E-1
9.29000E+2 2.32362E-1 2.48894E-1 3.68608E-1 3.98586E-1 3.97916E-1 2.24292E-1 2.57523E-1 2.64705E-1 2.76829E-1
9.30000E+2 2.32276E-1 2.48927E-1 3.73150E-1 4.02703E-1 4.02318E-1 2.21703E-1 2.54666E-1 2.61885E-1 2.74122E-1
9.31000E+2 2.32325E-1 2.49113E-1 3.77545E-1 4.06631E-1 4.06537E-1 2.19029E-1 2.51757E-1 2.59067E-1 2.71398E-1
9.32000E+2 2.32557E-1 2.49512E-1 3.81756E-1 4.10344E-1 4.10572E-1 2.16309E-1 2.48831E-1 2.56263E-1 2.68660E-1
9.33000E+2 2.33019E-1 2.50179E-1 3.85747E-1 4.13810E-1 4.14412E-1 2.13582E-1 2.45903E-1 2.53481E-1 2.65902E-1
9.34000E+2 2.33755E-1 2.51165E-1 3.89475E-1 4.17001E-1 4.18048E-1 2.10885E-1 2.43003E-1 2.50723E-1 2.63113E-1
9.35000E+2 2.34810E-1 2.52524E-1 3.92913E-1 4.19891E-1 4.21465E-1 2.08254E-1 2.40155E-1 2.48004E-1 2.60287E-1
9.36000E+2 2.36182E-1 2.54252E-1 3.96065E-1 4.22491E-1 4.24658E-1 2.05727E-1 2.37380E-1 2.45331E-1 2.57424E-1
9.37000E+2 2.37828E-1 2.56288E-1 3.98931E-1 4.24808E-1 4.27611E-1 2.03308E-1 2.34690E-1 2.42694E-1 2.54526E-1
9.38000E+2 2.39699E-1 2.58569E-1 4.01517E-1 4.26858E-1 4.30306E-1 2.00970E-1 2.32066E-1 2.40077E-1 2.51597E-1
9.39000E+2 2.41746E-1 2.61029E-1 4.03827E-1 4.28643E-1 4.32727E-1 1.98685E-1 2.29495E-1 2.37455E-1 2.48644E-1
9.40000E+2 2.43924E-1 2.63606E-1 4.05860E-1 4.30179E-1 4.34861E-1 1.96430E-1 2.26967E-1 2.34812E-1 2.45676E-1
9.41000E+2 2.46185E-1 2.66238E-1 4.07624E-1 4.31477E-1 4.36694E-1 1.94179E-1 2.24469E-1 2.32127E-1 2.42700E-1
9.42000E+2 2.48486E-1 2.68867E-1 4.09130E-1 4.32548E-1 4.38218E-1 1.91908E-1 2.21993E-1 2.29385E-1 2.39724E-1
9.43000E+2 2.50820E-1 2.71484E-1 4.10387E-1 4.33398E-1 4.39446E-1 1.89592E-1 2.19524E-1 2.26565E-1 2.36761E-1
9.44000E+2 2.53210E-1 2.74122E-1 4.11413E-1 4.34030E-1 4.40403E-1 1.87240E-1 2.17057E-1 2.23680E-1 2.33818E-1
9.45000E+2 2.55679E-1 2.76816E-1 4.12225E-1 4.34449E-1 4.41111E-1 1.84877E-1 2.14589E-1 2.20762E-1 2.30915E-1
9.46000E+2 2.58251E-1 2.79601E-1 4.12840E-1 4.34662E-1 4.41596E-1 1.82531E-1 2.12119E-1 2.17852E-1 2.28072E-1
9.47000E+2 2.60951E-1 2.82512E-1 4.13276E-1 4.34674E-1 4.41883E-1 1.80229E-1 2.09647E-1 2.14977E-1 2.25308E-1
9.48000E+2 2.63801E-1 2.85582E-1 4.13550E-1 4.34488E-1 4.41993E-1 1.77998E-1 2.07170E-1 2.12172E-1 2.22636E-1
9.49000E+2 2.66823E-1 2.88844E-1 4.13675E-1 4.34110E-1 4.41946E-1 1.75863E-1 2.04685E-1 2.09468E-1 2.20078E-1
9.50000E+2 2.70010E-1 2.92310E-1 4.13671E-1 4.33569E-1 4.41766E-1 1.73851E-1 2.02193E-1 2.06901E-1 2.17650E-1
9.51000E+2 2.73329E-1 2.95970E-1 4.13542E-1 4.32896E-1 4.41466E-1 1.71970E-1 1.99713E-1 2.04480E-1 2.15350E-1
9.52000E+2 2.76746E-1 2.99813E-1 4.13308E-1 4.32122E-1 4.41055E-1 1.70220E-1 1.97272E-1 2.02207E-1 2.13177E-1
9.53000E+2 2.80228E-1 3.03831E-1 4.12972E-1 4.31283E-1 4.40550E-1 1.68601E-1 1.94899E-1 2.00089E-1 2.11116E-1
9.54000E+2 2.83742E-1 3.08016E-1 4.12559E-1 4.30416E-1 4.39969E-1 1.67113E-1 1.92626E-1 1.98125E-1 2.09162E-1
9.55000E+2 2.87256E-1 3.12357E-1 4.12070E-1 4.29554E-1 4.39325E-1 1.65754E-1 1.90481E-1 1.96315E-1 2.07308E-1
9.56000E+2 2.90733E-1 3.16844E-1 4.11521E-1 4.28728E-1 4.38629E-1 1.64523E-1 1.88492E-1 1.94664E-1 2.05546E-1
9.57000E+2 2.94183E-1 3.21477E-1 4.10923E-1 4.27952E-1 4.37893E-1 1.63420E-1 1.86688E-1 1.93170E-1 2.03861E-1
9.58000E+2 2.97666E-1 3.26265E-1 4.10293E-1 4.27219E-1 4.37133E-1 1.62457E-1 1.85087E-1 1.91846E-1 2.02278E-1
9.59000E+2 3.01246E-1 3.31231E-1 4.09649E-1 4.26525E-1 4.36365E-1 1.61659E-1 1.83697E-1 1.90712E-1 2.00831E-1
9.60000E+2 3.04983E-1 3.36379E-1 4.09003E-1 4.25853E-1 4.35601E-1 1.61046E-1 1.82523E-1 1.89779E-1 1.99548E-1
9.61000E+2 3.08937E-1 3.41715E-1 4.08369E-1 4.25192E-1 4.34843E-1 1.60642E-1 1.81570E-1 1.89065E-1 1.98470E-1
9.62000E+2 3.13177E-1 3.47267E-1 4.07765E-1 4.24535E-1 4.34118E-1 1.60471E-1 1.80848E-1 1.88590E-1 1.97636E-1
9.63000E+2 3.17762E-1 3.53038E-1 4.07209E-1 4.23876E-1 4.33434E-1 1.60558E-1 1.80362E-1 1.88373E-1 1.97074E-1
9.64000E+2 3.22726E-1 3.59030E-1 4.06705E-1 4.23199E-1 4.32799E-1 1.60923E-1 1.80117E-1 1.88429E-1 1.96825E-1
9.65000E+2 3.28028E-1 3.65203E-1 4.06257E-1 4.22515E-1 4.32208E-1 1.61582E-1 1.80114E-1 1.88765E-1 1.96907E-1
9.66000E+2 3.33620E-1 3.71522E-1 4.05855E-1 4.21838E-1 4.31659E-1 1.62540E-1 1.80342E-1 1.89382E-1 1.97316E-1
9.67000E+2 3.39452E-1 3.77941E-1 4.05502E-1 4.21180E-1 4.31145E-1 1.63797E-1 1.80790E-1 1.90278E-1 1.98041E-1
9.68000E+2 3.45474E-1 3.84426E-1 4.05182E-1 4.20555E-1 4.30659E-1 1.65355E-1 1.81445E-1 1.91448E-1 1.99078E-1
9.69000E+2 3.51635E-1 3.90929E-1 4.04896E-1 4.19974E-1 4.30195E-1 1.67215E-1 1.82296E-1 1.92889E-1 2.00415E-1
9.70000E+2 3.57879E-1 3.97413E-1 4.04632E-1 4.19446E-1 4.29742E-1 1.69379E-1 1.83329E-1 1.94598E-1 2.02045E-1
9.71000E+2 3.64164E-1 4.03837E-1 4.04385E-1 4.18986E-1 4.29293E-1 1.71846E-1 1.84532E-1 1.96570E-1 2.03957E-1
9.72000E+2 3.70491E-1 4.10200E-1 4.04157E-1 4.18601E-1 4.28855E-1 1.74619E-1 1.85902E-1 1.98810E-1 2.06146E-1
9.73000E+2 3.76877E-1 4.16514E-1 4.03948E-1 4.18282E-1 4.28426E-1 1.77682E-1 1.87466E-1 2.01323E-1 2.08606E-1
9.74000E+2 3.83336E-1 4.22783E-1 4.03746E-1 4.18015E-1 4.28003E-1 1.81011E-1 1.89260E-1 2.04124E-1 2.11330E-1
9.75000E+2 3.89890E-1 4.29022E-1 4.03564E-1 4.17793E-1 4.27596E-1 1.84589E-1 1.91325E-1 2.07229E-1 2.14312E-1
9.76000E+2 3.96560E-1 4.35242E-1 4.03396E-1 4.17609E-1 4.27210E-1 1.88398E-1 1.93700E-1 2.10653E-1 2.17548E-1
9.77000E+2 4.03364E-1 4.41458E-1 4.03250E-1 4.17455E-1 4.26849E-1 1.92418E-1 1.96423E-1 2.14411E-1 2.21032E-1
9.78000E+2 4.10322E-1 4.47673E-1 4.03117E-1 4.17316E-1 4.26514E-1 1.96627E-1 1.99532E-1 2.18516E-1 2.24761E-1
9.79000E+2 4.17426E-1 4.53903E-1 4.02999E-1 4.17185E-1 4.26208E-1 2.01006E-1 2.03065E-1 2.22981E-1 2.28723E-1
9.80000E+2 4.24618E-1 4.60154E-1 4.02905E-1 4.17074E-1 4.25938E-1 2.05552E-1 2.07023E-1 2.27805E-1 2.32927E-1
9.81000E+2 4.31841E-1 4.66440E-1 4.02837E-1 4.16993E-1 4.25708E-1 2.10277E-1 2.11355E-1 2.32958E-1 2.37375E-1
9.82000E+2 4.39025E-1 4.72769E-1 4.02800E-1 4.16957E-1 4.25518E-1 2.15195E-1 2.16013E-1 2.38406E-1 2.42078E-1
9.83000E+2 4.46119E-1 4.79145E-1 4.02804E-1 4.16986E-1 4.25377E-1 2.20320E-1 2.20944E-1 2.44125E-1 2.47047E-1
9.84000E+2 4.53055E-1 4.85587E-1 4.02851E-1 4.17095E-1 4.25285E-1 2.25666E-1 2.26101E-1 2.50085E-1 2.52287E-1
