Ytrue T Nd Ypred RelError
2.508616e+00 4.000000e+01 7.000000e+02 4.748750e+02 2.506516e+00 8.372342e-04
2.461915e+00 4.000000e+01 9.000000e+02 2.708750e+02 2.461247e+00 2.710904e-04
5.785773e+00 2.000000e+01 8.000000e+02 1.263750e+02 5.787157e+00 2.391623e-04
2.861799e+00 4.000000e+01 4.000000e+02 4.193750e+02 2.864833e+00 1.060283e-03
7.899920e+01 -3.552714e-15 8.000000e+02 3.678750e+02 7.899928e+01 1.082493e-06
6.055203e+00 2.000000e+01 7.000000e+02 2.653750e+02 6.057704e+00 4.130388e-04
5.777788e+01 -3.552714e-15 1.000000e+03 2.743750e+02 5.777809e+01 3.750244e-06
3.046163e+00 4.000000e+01 3.000000e+02 1.923750e+02 3.073326e+00 8.916899e-03
6.031979e+01 -3.552714e-15 1.000000e+03 4.918750e+02 6.031986e+01 1.232719e-06
1.142652e+00 6.000000e+01 3.000000e+02 3.013750e+02 1.142907e+00 2.229902e-04
4.852118e+00 3.000000e+01 3.000000e+02 3.698750e+02 4.844934e+00 1.480571e-03
1.126353e+00 7.000000e+01 3.000000e+02 2.903750e+02 1.136580e+00 9.080296e-03
6.378898e+00 2.000000e+01 8.000000e+02 4.073750e+02 6.380990e+00 3.278677e-04
7.495697e+00 2.000000e+01 4.000000e+02 1.463750e+02 7.486892e+00 1.174601e-03
5.754617e+01 -3.552714e-15 1.000000e+03 3.578750e+02 5.754570e+01 8.198096e-06
5.556337e+01 -3.552714e-15 1.000000e+03 2.128750e+02 5.556353e+01 2.913314e-06
8.219994e+01 -3.552714e-15 7.000000e+02 2.653750e+02 8.220007e+01 1.645736e-06
5.612962e+00 2.000000e+01 9.000000e+02 2.058750e+02 5.611467e+00 2.664475e-04
6.747838e+00 2.000000e+01 7.000000e+02 1.553750e+02 6.750931e+00 4.584328e-04
6.017727e+00 2.000000e+01 4.000000e+02 4.953750e+02 6.018510e+00 1.300830e-04
3.185109e+00 4.000000e+01 3.000000e+02 4.437500e+01 3.211579e+00 8.310397e-03
2.398873e+00 4.000000e+01 7.000000e+02 2.613750e+02 2.395856e+00 1.257872e-03
2.977374e+00 4.000000e+01 4.000000e+02 2.008750e+02 2.979670e+00 7.711584e-04
2.592904e+00 4.000000e+01 7.000000e+02 3.108750e+02 2.592832e+00 2.768356e-05
2.999544e+00 4.000000e+01 5.000000e+02 2.043750e+02 2.997329e+00 7.385385e-04
3.145869e+00 4.000000e+01 3.000000e+02 4.237500e+01 3.168488e+00 7.190056e-03
9.964658e+01 -3.552714e-15 6.000000e+02 1.518750e+02 9.964667e+01 8.204256e-07
1.108675e+00 6.000000e+01 3.000000e+02 3.788750e+02 1.107315e+00 1.226330e-03
1.216408e+00 6.000000e+01 3.000000e+02 1.623750e+02 1.213909e+00 2.053985e-03
1.672810e+00 5.000000e+01 3.000000e+02 1.628750e+02 1.671167e+00 9.824201e-04
1.025754e+02 -3.552714e-15 6.000000e+02 1.798750e+02 1.025758e+02 3.325632e-06
6.296815e+00 2.000000e+01 6.000000e+02 1.603750e+02 6.297459e+00 1.022749e-04
1.219758e+02 -3.552714e-15 5.000000e+02 2.358750e+02 1.219759e+02 1.100710e-06
3.095997e+00 4.000000e+01 3.000000e+02 2.943750e+02 3.089674e+00 2.042470e-03
2.481064e+00 4.000000e+01 9.000000e+02 2.938750e+02 2.481484e+00 1.692753e-04
3.068357e+00 4.000000e+01 6.000000e+02 2.743750e+02 3.064915e+00 1.121931e-03
8.076377e+01 -3.552714e-15 7.000000e+02 2.093750e+02 8.076363e+01 1.655715e-06
6.345667e+00 2.000000e+01 6.000000e+02 1.068750e+02 6.346143e+00 7.513343e-05
1.680460e+01 1.000000e+01 3.000000e+02 3.253750e+02 1.679124e+01 7.951122e-04
6.007496e+01 -3.552714e-15 1.000000e+03 4.818750e+02 6.007467e+01 4.779264e-06
7.515482e+01 -3.552714e-15 8.000000e+02 1.683750e+02 7.515498e+01 2.165072e-06
2.980196e+00 4.000000e+01 5.000000e+02 2.433750e+02 2.983182e+00 1.001969e-03
2.584353e+02 -3.552714e-15 3.000000e+02 3.998750e+02 2.584360e+02 2.789505e-06
1.012554e+02 -3.552714e-15 6.000000e+02 1.673750e+02 1.012548e+02 6.132609e-06
3.259040e+00 4.000000e+01 5.000000e+02 3.833750e+02 3.257242e+00 5.518125e-04
2.829263e+00 4.000000e+01 8.000000e+02 2.283750e+02 2.829703e+00 1.555535e-04
1.063463e+02 -3.552714e-15 6.000000e+02 3.633750e+02 1.063456e+02 6.821819e-06
3.182464e+00 4.000000e+01 3.000000e+02 3.093750e+02 3.182958e+00 1.554071e-04
5.406923e+00 2.000000e+01 1.000000e+03 6.287500e+01 5.408428e+00 2.784615e-04
2.620087e+00 4.000000e+01 7.000000e+02 2.933750e+02 2.619501e+00 2.234819e-04
1.124585e+00 6.000000e+01 3.000000e+02 4.443750e+02 1.122999e+00 1.410080e-03
4.952892e+00 3.000000e+01 3.000000e+02 5.137500e+01 4.909792e+00 8.701958e-03
1.677107e+00 5.000000e+01 3.000000e+02 4.148750e+02 1.681909e+00 2.863388e-03
7.173460e+00 2.000000e+01 5.000000e+02 2.618750e+02 7.172082e+00 1.921541e-04
7.859577e+01 -3.552714e-15 8.000000e+02 2.368750e+02 7.859586e+01 1.113236e-06
2.400635e+00 4.000000e+01 1.000000e+03 4.378750e+02 2.404107e+00 1.446406e-03
2.582735e+00 4.000000e+01 9.000000e+02 3.448750e+02 2.581882e+00 3.305873e-04
2.400996e+00 4.000000e+01 1.000000e+03 1.103750e+02 2.401504e+00 2.114398e-04
2.411109e+00 4.000000e+01 9.000000e+02 1.513750e+02 2.411205e+00 3.970762e-05
2.666295e+00 4.000000e+01 7.000000e+02 2.387500e+01 2.656496e+00 3.675286e-03
3.132362e+00 4.000000e+01 3.000000e+02 1.988750e+02 3.110526e+00 6.970960e-03
2.501498e+00 4.000000e+01 1.000000e+03 4.868750e+02 2.502982e+00 5.931936e-04
8.553264e+00 2.000000e+01 3.000000e+02 1.698750e+02 8.565253e+00 1.401610e-03
2.768785e+00 4.000000e+01 6.000000e+02 3.037500e+01 2.759761e+00 3.259276e-03
6.165175e+00 2.000000e+01 8.000000e+02 1.037500e+01 6.169287e+00 6.668879e-04
7.063879e+00 2.000000e+01 4.000000e+02 3.028750e+02 7.062117e+00 2.495110e-04
1.187406e+00 6.000000e+01 3.000000e+02 9.137500e+01 1.181885e+00 4.649531e-03
1.243224e+02 -3.552714e-15 5.000000e+02 3.083750e+02 1.243233e+02 7.289497e-06
1.795000e+00 5.000000e+01 3.000000e+02 6.587500e+01 1.793025e+00 1.100212e-03
5.311672e+00 2.000000e+01 1.000000e+03 7.837500e+01 5.307576e+00 7.710882e-04
1.697584e+01 1.000000e+01 3.000000e+02 3.378750e+02 1.698513e+01 5.474262e-04
2.722410e+00 4.000000e+01 9.000000e+02 4.083750e+02 2.721359e+00 3.859006e-04
8.298531e+00 2.000000e+01 3.000000e+02 1.213750e+02 8.292296e+00 7.513887e-04
6.442125e+01 -3.552714e-15 9.000000e+02 1.443750e+02 6.442135e+01 1.623949e-06
1.057382e+00 7.000000e+01 3.000000e+02 5.587500e+01 1.037526e+00 1.877833e-02
2.565169e+00 4.000000e+01 7.000000e+02 1.773750e+02 2.561102e+00 1.585746e-03
3.434300e+00 4.000000e+01 6.000000e+02 4.548750e+02 3.433605e+00 2.021972e-04
7.258160e+00 2.000000e+01 4.000000e+02 2.353750e+02 7.261194e+00 4.179696e-04
1.675264e+02 -3.552714e-15 4.000000e+02 1.863750e+02 1.675265e+02 6.151170e-07
2.769765e+00 4.000000e+01 8.000000e+02 2.613750e+02 2.768964e+00 2.890712e-04
2.670748e+00 4.000000e+01 8.000000e+02 1.208750e+02 2.674057e+00 1.239003e-03
6.613744e+00 2.000000e+01 6.000000e+02 4.013750e+02 6.613969e+00 3.404312e-05
2.856882e+00 4.000000e+01 5.000000e+02 2.613750e+02 2.862346e+00 1.912515e-03
3.110811e+00 4.000000e+01 3.000000e+02 4.163750e+02 3.105611e+00 1.671597e-03
2.401912e+00 4.000000e+01 1.000000e+03 4.413750e+02 2.401225e+00 2.861809e-04
2.495404e+00 4.000000e+01 7.000000e+02 4.558750e+02 2.496290e+00 3.548944e-04
5.999479e+01 -3.552714e-15 1.000000e+03 4.473750e+02 5.999476e+01 4.658849e-07
3.059030e+00 4.000000e+01 6.000000e+02 2.003750e+02 3.061869e+00 9.279010e-04
1.118422e+00 7.000000e+01 3.000000e+02 3.153750e+02 1.117153e+00 1.134071e-03
5.041445e+00 3.000000e+01 3.000000e+02 1.473750e+02 5.045709e+00 8.457921e-04
1.747091e+00 5.000000e+01 3.000000e+02 3.533750e+02 1.745752e+00 7.664410e-04
3.471933e+00 4.000000e+01 5.000000e+02 4.653750e+02 3.472585e+00 1.880482e-04
3.058643e+00 4.000000e+01 6.000000e+02 1.828750e+02 3.057603e+00 3.399912e-04
3.129396e+00 4.000000e+01 3.000000e+02 2.487500e+01 3.125101e+00 1.372220e-03
4.809852e+00 3.000000e+01 3.000000e+02 2.793750e+02 4.822199e+00 2.567039e-03
8.187716e+00 2.000000e+01 4.000000e+02 3.537500e+01 8.178864e+00 1.081048e-03
1.733128e+00 5.000000e+01 3.000000e+02 7.637500e+01 1.739230e+00 3.520321e-03
6.016797e+00 2.000000e+01 7.000000e+02 2.903750e+02 6.016889e+00 1.531486e-05
2.584694e+00 4.000000e+01 7.000000e+02 4.103750e+02 2.586166e+00 5.695719e-04
1.604286e+01 1.000000e+01 3.000000e+02 1.838750e+02 1.605223e+01 5.839651e-04
2.483364e+00 4.000000e+01 7.000000e+02 4.693750e+02 2.486344e+00 1.200032e-03
7.135724e+00 2.000000e+01 5.000000e+02 1.893750e+02 7.134698e+00 1.438384e-04
5.860938e+00 2.000000e+01 4.000000e+02 4.193750e+02 5.860587e+00 5.990264e-05
7.296651e+00 2.000000e+01 5.000000e+02 1.378750e+02 7.300706e+00 5.557319e-04
2.359635e+00 4.000000e+01 1.000000e+03 2.273750e+02 2.359166e+00 1.989202e-04
6.386879e+00 2.000000e+01 6.000000e+02 2.548750e+02 6.385383e+00 2.341487e-04
6.135675e+00 2.000000e+01 8.000000e+02 2.193750e+02 6.134876e+00 1.302833e-04
5.740419e+00 2.000000e+01 1.000000e+03 1.868750e+02 5.737781e+00 4.596263e-04
5.767129e+00 2.000000e+01 1.000000e+03 1.838750e+02 5.767208e+00 1.379748e-05
2.620663e+00 4.000000e+01 7.000000e+02 3.043750e+02 2.618803e+00 7.096782e-04
2.606544e+00 4.000000e+01 7.000000e+02 2.083750e+02 2.605704e+00 3.222852e-04
1.988441e+02 -3.552714e-15 4.000000e+02 4.723750e+02 1.988439e+02 7.911543e-07
5.472106e+01 -3.552714e-15 1.000000e+03 1.438750e+02 5.472126e+01 3.536000e-06
2.996541e+00 4.000000e+01 4.000000e+02 1.578750e+02 2.997055e+00 1.716759e-04
3.044037e+00 4.000000e+01 3.000000e+02 5.237500e+01 3.105138e+00 2.007229e-02
7.226075e+01 -3.552714e-15 8.000000e+02 1.118750e+02 7.226111e+01 4.932724e-06
2.476875e+00 4.000000e+01 1.000000e+03 2.537500e+01 2.467138e+00 3.931242e-03
6.652505e+01 -3.552714e-15 9.000000e+02 2.803750e+02 6.652495e+01 1.438667e-06
1.878276e+02 -3.552714e-15 3.000000e+02 8.087500e+01 1.877254e+02 5.438056e-04
2.478661e+00 4.000000e+01 9.000000e+02 3.637500e+01 2.478079e+00 2.347163e-04
5.868378e+00 2.000000e+01 7.000000e+02 3.383750e+02 5.867742e+00 1.083877e-04
2.568496e+00 4.000000e+01 7.000000e+02 4.537500e+01 2.568621e+00 4.845453e-05
2.914025e+00 4.000000e+01 4.000000e+02 3.453750e+02 2.911640e+00 8.185779e-04
2.398383e+00 4.000000e+01 1.000000e+03 3.143750e+02 2.397638e+00 3.107894e-04
1.037344e+00 7.000000e+01 3.000000e+02 9.037500e+01 1.046088e+00 8.429307e-03
3.354124e+00 4.000000e+01 5.000000e+02 4.128750e+02 3.354421e+00 8.859463e-05
5.870947e+00 2.000000e+01 8.000000e+02 1.508750e+02 5.871886e+00 1.599307e-04
7.073782e+00 2.000000e+01 4.000000e+02 3.143750e+02 7.068697e+00 7.189236e-04
2.782950e+00 4.000000e+01 5.000000e+02 1.093750e+02 2.781772e+00 4.234412e-04
2.793846e+00 4.000000e+01 6.000000e+02 8.375000e+00 2.813394e+00 6.997050e-03
2.330042e+00 4.000000e+01 1.000000e+03 2.553750e+02 2.330922e+00 3.776223e-04
1.055046e+02 -3.552714e-15 6.000000e+02 4.008750e+02 1.055030e+02 1.512492e-05
1.226877e+02 -3.552714e-15 5.000000e+02 2.868750e+02 1.226878e+02 3.574203e-07
4.728402e+00 3.000000e+01 3.000000e+02 4.588750e+02 4.736840e+00 1.784420e-03
5.075889e+00 3.000000e+01 3.000000e+02 6.537500e+01 5.035728e+00 7.912056e-03
2.464148e+00 4.000000e+01 9.000000e+02 3.387500e+01 2.467323e+00 1.288501e-03
7.333707e+00 2.000000e+01 5.000000e+02 3.808750e+02 7.337729e+00 5.483635e-04
2.467450e+00 4.000000e+01 7.000000e+02 4.413750e+02 2.467281e+00 6.838924e-05
2.988946e+00 4.000000e+01 5.000000e+02 1.973750e+02 2.987487e+00 4.881367e-04
1.047577e+02 -3.552714e-15 6.000000e+02 4.443750e+02 1.047576e+02 1.143876e-06
4.963248e+00 2.000000e+01 7.000000e+02 4.023750e+02 4.963888e+00 1.288561e-04
2.990919e+00 4.000000e+01 4.000000e+02 1.943750e+02 2.989165e+00 5.863711e-04
5.941159e+01 -3.552714e-15 9.000000e+02 4.618750e+02 5.941219e+01 1.021355e-05
3.153790e+00 4.000000e+01 6.000000e+02 3.313750e+02 3.147117e+00 2.115749e-03
1.102320e+00 6.000000e+01 3.000000e+02 3.813750e+02 1.102062e+00 2.344413e-04
7.195464e+00 2.000000e+01 5.000000e+02 9.537500e+01 7.198389e+00 4.065638e-04
7.339776e+00 2.000000e+01 5.000000e+02 9.875000e+00 7.350500e+00 1.461074e-03
3.715539e+01 -3.552714e-15 9.000000e+02 1.287500e+01 3.717455e+01 5.156650e-04
1.036271e+02 -3.552714e-15 6.000000e+02 3.153750e+02 1.036275e+02 3.821415e-06
1.202668e+00 6.000000e+01 3.000000e+02 2.528750e+02 1.198802e+00 3.214494e-03
1.533039e+01 1.000000e+01 3.000000e+02 8.837500e+01 1.533441e+01 2.623308e-04
7.869499e+01 -3.552714e-15 8.000000e+02 4.513750e+02 7.869554e+01 7.101680e-06
6.073696e+01 -3.552714e-15 9.000000e+02 4.323750e+02 6.073696e+01 4.174555e-08
2.951627e+00 4.000000e+01 4.000000e+02 2.498750e+02 2.951454e+00 5.847919e-05
5.518041e+01 -3.552714e-15 1.000000e+03 1.898750e+02 5.517761e+01 5.075627e-05
3.033425e+00 4.000000e+01 3.000000e+02 4.433750e+02 3.033445e+00 6.703601e-06
1.684198e+02 -3.552714e-15 4.000000e+02 1.923750e+02 1.684206e+02 4.895440e-06
2.472894e+00 4.000000e+01 9.000000e+02 3.987500e+01 2.471434e+00 5.903771e-04
5.976616e+00 2.000000e+01 7.000000e+02 3.088750e+02 5.977861e+00 2.083265e-04
5.635115e+00 2.000000e+01 1.000000e+03 1.588750e+02 5.636695e+00 2.804876e-04
1.173826e+00 6.000000e+01 3.000000e+02 4.688750e+02 1.174788e+00 8.196240e-04
2.355310e+02 -3.552714e-15 3.000000e+02 1.903750e+02 2.355316e+02 2.372925e-06
1.239345e+02 -3.552714e-15 5.000000e+02 3.593750e+02 1.239346e+02 9.197813e-07
2.392649e+00 4.000000e+01 1.000000e+03 3.183750e+02 2.393068e+00 1.751041e-04
1.048874e+02 -3.552714e-15 6.000000e+02 4.388750e+02 1.048875e+02 8.161027e-07
3.007360e+00 4.000000e+01 6.000000e+02 1.183750e+02 3.007275e+00 2.823298e-05
6.982434e+00 2.000000e+01 5.000000e+02 1.748750e+02 6.981470e+00 1.381252e-04
3.288207e+00 4.000000e+01 3.000000e+02 3.583750e+02 3.277903e+00 3.133486e-03
1.802721e+00 5.000000e+01 3.000000e+02 2.823750e+02 1.799794e+00 1.623525e-03
6.742836e+00 2.000000e+01 4.000000e+02 3.383750e+02 6.740665e+00 3.220929e-04
2.929050e+00 4.000000e+01 3.000000e+02 1.153750e+02 2.957833e+00 9.826763e-03
6.546696e+01 -3.552714e-15 9.000000e+02 3.478750e+02 6.546678e+01 2.646212e-06
8.180102e+00 2.000000e+01 3.000000e+02 8.887500e+01 8.201909e+00 2.665921e-03
2.535531e+02 -3.552714e-15 3.000000e+02 3.438750e+02 2.535532e+02 2.569892e-07
7.695549e+00 2.000000e+01 5.000000e+02 4.663750e+02 7.694719e+00 1.079160e-04
1.171816e+00 6.000000e+01 3.000000e+02 2.623750e+02 1.179140e+00 6.250527e-03
2.960384e+00 4.000000e+01 6.000000e+02 1.033750e+02 2.960592e+00 7.013711e-05
2.286946e+00 4.000000e+01 1.000000e+03 1.988750e+02 2.285481e+00 6.403630e-04
2.840241e+00 4.000000e+01 8.000000e+02 2.443750e+02 2.839128e+00 3.919398e-04
2.797492e+00 4.000000e+01 5.000000e+02 2.087500e+01 2.806728e+00 3.301735e-03
5.209531e+00 2.000000e+01 1.000000e+03 8.987500e+01 5.210299e+00 1.472995e-04
2.332740e+00 4.000000e+01 1.000000e+03 2.363750e+02 2.334303e+00 6.699015e-04
2.394348e+00 4.000000e+01 1.000000e+03 4.433750e+02 2.396657e+00 9.640950e-04
2.940471e+00 4.000000e+01 4.000000e+02 1.133750e+02 2.942883e+00 8.202976e-04
2.342470e+00 4.000000e+01 1.000000e+03 2.408750e+02 2.342331e+00 5.959727e-05
9.866035e+01 -3.552714e-15 6.000000e+02 1.358750e+02 9.866031e+01 4.059535e-07
2.275843e+00 4.000000e+01 1.000000e+03 1.923750e+02 2.275718e+00 5.504514e-05
2.470389e+00 4.000000e+01 9.000000e+02 2.763750e+02 2.467795e+00 1.050083e-03
4.545982e+01 -3.552714e-15 1.000000e+03 3.687500e+01 4.545375e+01 1.335190e-04
7.275215e+00 2.000000e+01 4.000000e+02 1.673750e+02 7.265067e+00 1.394869e-03
2.291281e+00 4.000000e+01 1.000000e+03 1.978750e+02 2.290053e+00 5.357553e-04
4.796316e+00 3.000000e+01 3.000000e+02 3.903750e+02 4.792644e+00 7.657218e-04
2.999785e+00 4.000000e+01 5.000000e+02 2.173750e+02 2.994611e+00 1.725003e-03
6.779454e+01 -3.552714e-15 8.000000e+02 6.737500e+01 6.779455e+01 5.962631e-08
3.062157e+00 4.000000e+01 4.000000e+02 2.658750e+02 3.059546e+00 8.525823e-04
1.098644e+00 6.000000e+01 3.000000e+02 3.888750e+02 1.095728e+00 2.653555e-03
8.181266e+00 2.000000e+01 3.000000e+02 2.623750e+02 8.178727e+00 3.103354e-04
8.012730e+00 2.000000e+01 3.000000e+02 4.043750e+02 8.025704e+00 1.619138e-03
5.341415e+01 -3.552714e-15 1.000000e+03 1.088750e+02 5.341357e+01 1.075895e-05
3.016825e+00 4.000000e+01 4.000000e+02 2.783750e+02 3.016934e+00 3.602853e-05
6.507205e+01 -3.552714e-15 9.000000e+02 2.318750e+02 6.507208e+01 3.943162e-07
1.256868e+00 6.000000e+01 3.000000e+02 2.137500e+01 1.268506e+00 9.259434e-03
2.442455e+00 4.000000e+01 9.000000e+02 1.403750e+02 2.442084e+00 1.517111e-04
2.774004e+00 4.000000e+01 5.000000e+02 8.187500e+01 2.774530e+00 1.896556e-04
2.615579e+00 4.000000e+01 7.000000e+02 3.523750e+02 2.615616e+00 1.385396e-05
1.084834e+00 7.000000e+01 3.000000e+02 4.038750e+02 1.077509e+00 6.751994e-03
2.597393e+00 4.000000e+01 7.000000e+02 4.078750e+02 2.596981e+00 1.584085e-04
6.009678e+01 -3.552714e-15 1.000000e+03 4.273750e+02 6.009614e+01 1.054295e-05
5.932010e+01 -3.552714e-15 9.000000e+02 4.578750e+02 5.932126e+01 1.949479e-05
2.844243e+00 4.000000e+01 8.000000e+02 2.848750e+02 2.843755e+00 1.717446e-04
2.374133e+00 4.000000e+01 9.000000e+02 1.723750e+02 2.377558e+00 1.442647e-03
1.939527e+02 -3.552714e-15 4.000000e+02 3.678750e+02 1.939525e+02 9.332568e-07
6.210009e+00 2.000000e+01 8.000000e+02 4.808750e+02 6.208516e+00 2.405481e-04
6.192777e+00 2.000000e+01 8.000000e+02 2.133750e+02 6.194255e+00 2.386711e-04
6.011691e+01 -3.552714e-15 9.000000e+02 4.413750e+02 6.011718e+01 4.447230e-06
2.531563e+00 4.000000e+01 7.000000e+02 2.375000e+00 2.438375e+00 3.681056e-02
2.454001e+00 4.000000e+01 9.000000e+02 4.837500e+01 2.455266e+00 5.154376e-04
3.015223e+00 4.000000e+01 4.000000e+02 1.478750e+02 3.009161e+00 2.010501e-03
7.946041e+01 -3.552714e-15 7.000000e+02 1.918750e+02 7.945953e+01 1.110805e-05
5.902381e+01 -3.552714e-15 1.000000e+03 4.018750e+02 5.902417e+01 6.232602e-06
1.029582e+02 -3.552714e-15 6.000000e+02 2.498750e+02 1.029583e+02 1.051683e-06
4.891262e+01 -3.552714e-15 1.000000e+03 6.587500e+01 4.891416e+01 3.163822e-05
2.748248e+00 4.000000e+01 5.000000e+02 7.037500e+01 2.747313e+00 3.401136e-04
2.470374e+00 4.000000e+01 7.000000e+02 4.223750e+02 2.469185e+00 4.810294e-04
7.411562e+00 2.000000e+01 4.000000e+02 1.803750e+02 7.401265e+00 1.389392e-03
1.233881e+02 -3.552714e-15 5.000000e+02 2.028750e+02 1.233884e+02 2.192618e-06
7.382316e+00 2.000000e+01 4.000000e+02 1.743750e+02 7.381589e+00 9.858971e-05
6.840606e+01 -3.552714e-15 8.000000e+02 7.237500e+01 6.841423e+01 1.193429e-04
8.384568e+00 2.000000e+01 3.000000e+02 4.478750e+02 8.382151e+00 2.882861e-04
2.465413e+00 4.000000e+01 9.000000e+02 1.268750e+02 2.466932e+00 6.162743e-04
2.388559e+00 4.000000e+01 9.000000e+02 1.543750e+02 2.390075e+00 6.343705e-04
2.405756e+00 4.000000e+01 1.000000e+03 3.253750e+02 2.402925e+00 1.176839e-03
3.162496e+00 4.000000e+01 5.000000e+02 3.383750e+02 3.162119e+00 1.194763e-04
8.575455e+00 2.000000e+01 3.000000e+02 1.663750e+02 8.576518e+00 1.239293e-04
1.124125e+00 7.000000e+01 3.000000e+02 3.623750e+02 1.127349e+00 2.868740e-03
2.548013e+02 -3.552714e-15 3.000000e+02 3.618750e+02 2.548011e+02 5.002022e-07
2.870061e+00 4.000000e+01 4.000000e+02 4.788750e+02 2.872306e+00 7.821143e-04
7.336763e+00 2.000000e+01 5.000000e+02 2.878750e+02 7.332964e+00 5.177860e-04
2.982540e+00 4.000000e+01 4.000000e+02 3.133750e+02 2.983425e+00 2.969094e-04
2.890081e+00 4.000000e+01 4.000000e+02 3.613750e+02 2.890446e+00 1.264794e-04
5.562986e+00 2.000000e+01 9.000000e+02 2.998750e+02 5.564359e+00 2.468808e-04
6.037580e+00 2.000000e+01 1.000000e+03 4.623750e+02 6.038250e+00 1.108703e-04
2.825560e+00 4.000000e+01 5.000000e+02 3.637500e+01 2.821551e+00 1.418835e-03
5.830909e+00 2.000000e+01 1.000000e+03 2.208750e+02 5.828830e+00 3.565570e-04
2.487153e+00 4.000000e+01 7.000000e+02 1.183750e+02 2.485189e+00 7.894555e-04
1.037329e+02 -3.552714e-15 6.000000e+02 2.183750e+02 1.037302e+02 2.592903e-05
6.058157e+00 2.000000e+01 1.000000e+03 3.373750e+02 6.058855e+00 1.151655e-04
1.739868e+00 5.000000e+01 3.000000e+02 4.093750e+02 1.740555e+00 3.950176e-04
7.175556e+00 2.000000e+01 5.000000e+02 2.613750e+02 7.170466e+00 7.092525e-04
2.473182e+00 4.000000e+01 7.000000e+02 6.537500e+01 2.472418e+00 3.090738e-04
5.894675e+00 2.000000e+01 8.000000e+02 1.703750e+02 5.893743e+00 1.580464e-04
5.992712e+00 2.000000e+01 8.000000e+02 4.337500e+01 5.994663e+00 3.254320e-04
7.946750e+01 -3.552714e-15 8.000000e+02 4.128750e+02 7.946723e+01 3.344873e-06
5.469034e+00 2.000000e+01 1.000000e+03 3.587500e+01 5.463166e+00 1.072978e-03
4.788706e+00 3.000000e+01 3.000000e+02 3.873750e+02 4.789322e+00 1.286770e-04
7.589060e+01 -3.552714e-15 8.000000e+02 1.808750e+02 7.589077e+01 2.284180e-06
3.079308e+00 4.000000e+01 5.000000e+02 3.188750e+02 3.078435e+00 2.835838e-04
1.267375e+02 -3.552714e-15 5.000000e+02 4.868750e+02 1.267400e+02 1.947404e-05
1.637235e+01 1.000000e+01 3.000000e+02 4.668750e+02 1.637258e+01 1.429607e-05
2.785566e+00 4.000000e+01 8.000000e+02 3.093750e+02 2.785852e+00 1.027655e-04
6.919671e+00 2.000000e+01 5.000000e+02 2.088750e+02 6.920655e+00 1.421788e-04
5.002575e+00 3.000000e+01 3.000000e+02 6.637500e+01 5.028797e+00 5.241636e-03
1.203596e+02 -3.552714e-15 4.000000e+02 4.937500e+01 1.203666e+02 5.827031e-05
6.253159e+01 -3.552714e-15 9.000000e+02 1.828750e+02 6.253144e+01 2.506741e-06
6.000285e+01 -3.552714e-15 1.000000e+03 4.468750e+02 6.000282e+01 6.148749e-07
1.704262e+02 -3.552714e-15 4.000000e+02 2.048750e+02 1.704241e+02 1.258110e-05
1.707034e+00 5.000000e+01 3.000000e+02 4.183750e+02 1.708722e+00 9.890768e-04
1.192781e+02 -3.552714e-15 5.000000e+02 1.068750e+02 1.192780e+02 4.026720e-08
2.652950e+00 4.000000e+01 7.000000e+02 2.887500e+01 2.653601e+00 2.454559e-04
2.580240e+02 -3.552714e-15 3.000000e+02 3.948750e+02 2.580241e+02 4.899723e-07
1.053609e+02 -3.552714e-15 6.000000e+02 3.458750e+02 1.053604e+02 4.210979e-06
5.593686e+00 2.000000e+01 9.000000e+02 2.868750e+02 5.597065e+00 6.042097e-04
1.221400e+02 -3.552714e-15 5.000000e+02 2.708750e+02 1.221420e+02 1.576241e-05
5.775792e+00 2.000000e+01 9.000000e+02 4.528750e+02 5.780476e+00 8.110088e-04
1.254572e+02 -3.552714e-15 5.000000e+02 4.138750e+02 1.254572e+02 6.070874e-07
5.676042e+00 2.000000e+01 9.000000e+02 2.178750e+02 5.681198e+00 9.084289e-04
9.261132e+01 -3.552714e-15 7.000000e+02 4.193750e+02 9.261102e+01 3.259232e-06
4.799976e+01 -3.552714e-15 1.000000e+03 5.837500e+01 4.800035e+01 1.233540e-05
2.395672e+00 4.000000e+01 1.000000e+03 3.138750e+02 2.396183e+00 2.135991e-04
7.995666e+01 -3.552714e-15 8.000000e+02 2.893750e+02 7.995784e+01 1.482294e-05
1.698566e+01 1.000000e+01 3.000000e+02 3.423750e+02 1.699769e+01 7.088058e-04
1.757566e+00 5.000000e+01 3.000000e+02 4.073750e+02 1.757404e+00 9.197257e-05
6.122204e+00 2.000000e+01 1.000000e+03 3.468750e+02 6.121466e+00 1.204467e-04
8.306708e+00 2.000000e+01 3.000000e+02 4.273750e+02 8.312178e+00 6.586002e-04
6.096354e+00 2.000000e+01 1.000000e+03 3.043750e+02 6.096148e+00 3.385135e-05
2.723545e+00 4.000000e+01 8.000000e+02 1.433750e+02 2.729570e+00 2.212449e-03
6.392311e+00 2.000000e+01 8.000000e+02 3.248750e+02 6.392391e+00 1.258268e-05
2.557079e+00 4.000000e+01 7.000000e+02 1.648750e+02 2.558523e+00 5.647478e-04
6.058004e+01 -3.552714e-15 1.000000e+03 4.995500e+02 6.057255e+01 1.235087e-04
