X GE200N GE300N Orion400N Orion600N Orion700N Osram200N Osram400N Osram600N Osram700N
8.11000E+2 1.50513E-1 1.67253E-1 1.43290E-1 1.58941E-1 1.59658E-1 1.18003E-1 1.48340E-1 1.63256E-1 1.69031E-1
8.12000E+2 1.48797E-1 1.65163E-1 1.47081E-1 1.63031E-1 1.63641E-1 1.16044E-1 1.46161E-1 1.60639E-1 1.66381E-1
8.13000E+2 1.46996E-1 1.62961E-1 1.51128E-1 1.67412E-1 1.68021E-1 1.14135E-1 1.43957E-1 1.58030E-1 1.63740E-1
8.14000E+2 1.45116E-1 1.60669E-1 1.55397E-1 1.72037E-1 1.72695E-1 1.12286E-1 1.41724E-1 1.55430E-1 1.61109E-1
8.15000E+2 1.43162E-1 1.58320E-1 1.59855E-1 1.76855E-1 1.77562E-1 1.10505E-1 1.39486E-1 1.52859E-1 1.58510E-1
8.16000E+2 1.41143E-1 1.55946E-1 1.64425E-1 1.81786E-1 1.82547E-1 1.08799E-1 1.37288E-1 1.50349E-1 1.55977E-1
8.17000E+2 1.39065E-1 1.53579E-1 1.69016E-1 1.86732E-1 1.87572E-1 1.07170E-1 1.35171E-1 1.47929E-1 1.53545E-1
8.18000E+2 1.36937E-1 1.51250E-1 1.73537E-1 1.91597E-1 1.92567E-1 1.05627E-1 1.33176E-1 1.45630E-1 1.51248E-1
8.19000E+2 1.34783E-1 1.48968E-1 1.77896E-1 1.96287E-1 1.97459E-1 1.04169E-1 1.31342E-1 1.43477E-1 1.49117E-1
8.20000E+2 1.32634E-1 1.46745E-1 1.82011E-1 2.00711E-1 2.02183E-1 1.02798E-1 1.29658E-1 1.41461E-1 1.47140E-1
8.21000E+2 1.30518E-1 1.44582E-1 1.85836E-1 2.04824E-1 2.06691E-1 1.01503E-1 1.28086E-1 1.39551E-1 1.45282E-1
8.22000E+2 1.28463E-1 1.42486E-1 1.89356E-1 2.08603E-1 2.10960E-1 1.00279E-1 1.26591E-1 1.37718E-1 1.43511E-1
8.23000E+2 1.26498E-1 1.40467E-1 1.92556E-1 2.12025E-1 2.14959E-1 9.91184E-2 1.25138E-1 1.35934E-1 1.41796E-1
8.24000E+2 1.24637E-1 1.38540E-1 1.95418E-1 2.15074E-1 2.18666E-1 9.80166E-2 1.23695E-1 1.34173E-1 1.40106E-1
8.25000E+2 1.22894E-1 1.36725E-1 1.97928E-1 2.17726E-1 2.22050E-1 9.69883E-2 1.22277E-1 1.32453E-1 1.38460E-1
8.26000E+2 1.21281E-1 1.35044E-1 2.00087E-1 2.19983E-1 2.25089E-1 9.60606E-2 1.20919E-1 1.30814E-1 1.36901E-1
8.27000E+2 1.19808E-1 1.33516E-1 2.01910E-1 2.21862E-1 2.27760E-1 9.52566E-2 1.19657E-1 1.29292E-1 1.35468E-1
8.28000E+2 1.18488E-1 1.32161E-1 2.03411E-1 2.23380E-1 2.30039E-1 9.46021E-2 1.18527E-1 1.27928E-1 1.34204E-1
8.29000E+2 1.17337E-1 1.30999E-1 2.04604E-1 2.24551E-1 2.31904E-1 9.41209E-2 1.17563E-1 1.26755E-1 1.33147E-1
8.30000E+2 1.16374E-1 1.30050E-1 2.05503E-1 2.25392E-1 2.33328E-1 9.38268E-2 1.16781E-1 1.25794E-1 1.32315E-1
8.31000E+2 1.15620E-1 1.29335E-1 2.06120E-1 2.25916E-1 2.34315E-1 9.37279E-2 1.16186E-1 1.25049E-1 1.31713E-1
8.32000E+2 1.15096E-1 1.28876E-1 2.06451E-1 2.26120E-1 2.34904E-1 9.38317E-2 1.15783E-1 1.24526E-1 1.31345E-1
8.33000E+2 1.14817E-1 1.28691E-1 2.06491E-1 2.26000E-1 2.35136E-1 9.41438E-2 1.15573E-1 1.24229E-1 1.31215E-1
8.34000E+2 1.14809E-1 1.28808E-1 2.06239E-1 2.25553E-1 2.35054E-1 9.46724E-2 1.15561E-1 1.24164E-1 1.31326E-1
8.35000E+2 1.15098E-1 1.29258E-1 2.05691E-1 2.24778E-1 2.34705E-1 9.54200E-2 1.15749E-1 1.24334E-1 1.31686E-1
8.36000E+2 1.15709E-1 1.30071E-1 2.04841E-1 2.23671E-1 2.34119E-1 9.63817E-2 1.16136E-1 1.24737E-1 1.32303E-1
8.37000E+2 1.16667E-1 1.31279E-1 2.03675E-1 2.22234E-1 2.33270E-1 9.75537E-2 1.16721E-1 1.25375E-1 1.33188E-1
8.38000E+2 1.17999E-1 1.32911E-1 2.02179E-1 2.20476E-1 2.32118E-1 9.89342E-2 1.17503E-1 1.26248E-1 1.34350E-1
8.39000E+2 1.19714E-1 1.34977E-1 2.00338E-1 2.18404E-1 2.30618E-1 1.00518E-1 1.18483E-1 1.27357E-1 1.35799E-1
8.40000E+2 1.21793E-1 1.37453E-1 1.98135E-1 2.16021E-1 2.28733E-1 1.02313E-1 1.19666E-1 1.28711E-1 1.37542E-1
8.41000E+2 1.24219E-1 1.40309E-1 1.95558E-1 2.13333E-1 2.26416E-1 1.04347E-1 1.21076E-1 1.30338E-1 1.39579E-1
8.42000E+2 1.26970E-1 1.43518E-1 1.92622E-1 2.10347E-1 2.23675E-1 1.06650E-1 1.22738E-1 1.32269E-1 1.41909E-1
8.43000E+2 1.30027E-1 1.47050E-1 1.89382E-1 2.07073E-1 2.20550E-1 1.09255E-1 1.24677E-1 1.34535E-1 1.44532E-1
8.44000E+2 1.33374E-1 1.50889E-1 1.85893E-1 2.03520E-1 2.17091E-1 1.12191E-1 1.26919E-1 1.37166E-1 1.47448E-1
8.45000E+2 1.37012E-1 1.55065E-1 1.82209E-1 1.99694E-1 2.13341E-1 1.15479E-1 1.29480E-1 1.40183E-1 1.50653E-1
8.46000E+2 1.40950E-1 1.59626E-1 1.78384E-1 1.95603E-1 2.09354E-1 1.19089E-1 1.32340E-1 1.43554E-1 1.54148E-1
8.47000E+2 1.45197E-1 1.64620E-1 1.74474E-1 1.91272E-1 2.05174E-1 1.22969E-1 1.35465E-1 1.47228E-1 1.57933E-1
8.48000E+2 1.49758E-1 1.70091E-1 1.70527E-1 1.86768E-1 2.00857E-1 1.27065E-1 1.38817E-1 1.51150E-1 1.62004E-1
8.49000E+2 1.54639E-1 1.76079E-1 1.66596E-1 1.82182E-1 1.96460E-1 1.31327E-1 1.42360E-1 1.55268E-1 1.66360E-1
8.50000E+2 1.59828E-1 1.82536E-1 1.62732E-1 1.77603E-1 1.92041E-1 1.35704E-1 1.46062E-1 1.59532E-1 1.71000E-1
8.51000E+2 1.65291E-1 1.89327E-1 1.58983E-1 1.73121E-1 1.87658E-1 1.40176E-1 1.49919E-1 1.63939E-1 1.75916E-1
8.52000E+2 1.70991E-1 1.96315E-1 1.55400E-1 1.68822E-1 1.83365E-1 1.44757E-1 1.53965E-1 1.68538E-1 1.81092E-1
8.53000E+2 1.76897E-1 2.03363E-1 1.52000E-1 1.64754E-1 1.79203E-1 1.49462E-1 1.58237E-1 1.73382E-1 1.86515E-1
8.54000E+2 1.82974E-1 2.10333E-1 1.48748E-1 1.60896E-1 1.75181E-1 1.54307E-1 1.62770E-1 1.78524E-1 1.92168E-1
8.55000E+2 1.89187E-1 2.17119E-1 1.45601E-1 1.57223E-1 1.71308E-1 1.59309E-1 1.67601E-1 1.84016E-1 1.98035E-1
8.56000E+2 1.95506E-1 2.23716E-1 1.42518E-1 1.53706E-1 1.67587E-1 1.64468E-1 1.72741E-1 1.89877E-1 2.04091E-1
8.57000E+2 2.01897E-1 2.30148E-1 1.39457E-1 1.50320E-1 1.64026E-1 1.69733E-1 1.78092E-1 1.95969E-1 2.10268E-1
8.58000E+2 2.08331E-1 2.36441E-1 1.36383E-1 1.47040E-1 1.60634E-1 1.75035E-1 1.83522E-1 2.02105E-1 2.16482E-1
8.59000E+2 2.14780E-1 2.42620E-1 1.33299E-1 1.43858E-1 1.57399E-1 1.80302E-1 1.88900E-1 2.08101E-1 2.22652E-1
8.60000E+2 2.21207E-1 2.48704E-1 1.30238E-1 1.40775E-1 1.54296E-1 1.85463E-1 1.94092E-1 2.13769E-1 2.28690E-1
8.61000E+2 2.27567E-1 2.54694E-1 1.27240E-1 1.37796E-1 1.51305E-1 1.90449E-1 1.98968E-1 2.18927E-1 2.34515E-1
8.62000E+2 2.33794E-1 2.60555E-1 1.24340E-1 1.34925E-1 1.48401E-1 1.95227E-1 2.03480E-1 2.23524E-1 2.40092E-1
8.63000E+2 2.39817E-1 2.66254E-1 1.21576E-1 1.32166E-1 1.45562E-1 1.99816E-1 2.07699E-1 2.27711E-1 2.45444E-1
8.64000E+2 2.45569E-1 2.71754E-1 1.18983E-1 1.29524E-1 1.42768E-1 2.04240E-1 2.11713E-1 2.31657E-1 2.50603E-1
8.65000E+2 2.50979E-1 2.77019E-1 1.16578E-1 1.27016E-1 1.40026E-1 2.08521E-1 2.15600E-1 2.35529E-1 2.55601E-1
8.66000E+2 2.55987E-1 2.82017E-1 1.14373E-1 1.24665E-1 1.37353E-1 2.12686E-1 2.19447E-1 2.39493E-1 2.60472E-1
8.67000E+2 2.60612E-1 2.86763E-1 1.12378E-1 1.22493E-1 1.34771E-1 2.16758E-1 2.23333E-1 2.43710E-1 2.65249E-1
8.68000E+2 2.64916E-1 2.91296E-1 1.10604E-1 1.20524E-1 1.32299E-1 2.20769E-1 2.27287E-1 2.48192E-1 2.69962E-1
8.69000E+2 2.68958E-1 2.95652E-1 1.09060E-1 1.18779E-1 1.29955E-1 2.24753E-1 2.31302E-1 2.52859E-1 2.74647E-1
8.70000E+2 2.72806E-1 2.99871E-1 1.07761E-1 1.17282E-1 1.27759E-1 2.28748E-1 2.35372E-1 2.57628E-1 2.79346E-1
8.71000E+2 2.76519E-1 3.03992E-1 1.06733E-1 1.16056E-1 1.25744E-1 2.32788E-1 2.39490E-1 2.62418E-1 2.84093E-1
8.72000E+2 2.80150E-1 3.08044E-1 1.06007E-1 1.15126E-1 1.23945E-1 2.36908E-1 2.43649E-1 2.67142E-1 2.88920E-1
8.73000E+2 2.83719E-1 3.12020E-1 1.05617E-1 1.14518E-1 1.22397E-1 2.41134E-1 2.47845E-1 2.71739E-1 2.93855E-1
8.74000E+2 2.87225E-1 3.15896E-1 1.05595E-1 1.14257E-1 1.21137E-1 2.45414E-1 2.52068E-1 2.76188E-1 2.98842E-1
8.75000E+2 2.90666E-1 3.19645E-1 1.05972E-1 1.14367E-1 1.20197E-1 2.49666E-1 2.56307E-1 2.80505E-1 3.03782E-1
8.76000E+2 2.94048E-1 3.23248E-1 1.06776E-1 1.14873E-1 1.19615E-1 2.53815E-1 2.60551E-1 2.84702E-1 3.08596E-1
8.77000E+2 2.97368E-1 3.26681E-1 1.08017E-1 1.15807E-1 1.19419E-1 2.57780E-1 2.64796E-1 2.88793E-1 3.13189E-1
8.78000E+2 3.00620E-1 3.29920E-1 1.09693E-1 1.17199E-1 1.19639E-1 2.61479E-1 2.69023E-1 2.92784E-1 3.17474E-1
8.79000E+2 3.03774E-1 3.32950E-1 1.11803E-1 1.19082E-1 1.20305E-1 2.64857E-1 2.73224E-1 2.96691E-1 3.21389E-1
8.80000E+2 3.06797E-1 3.35764E-1 1.14350E-1 1.21487E-1 1.21446E-1 2.67956E-1 2.77387E-1 3.00531E-1 3.24984E-1
8.81000E+2 3.09656E-1 3.38351E-1 1.17333E-1 1.24449E-1 1.23093E-1 2.70843E-1 2.81497E-1 3.04332E-1 3.28354E-1
8.82000E+2 3.12312E-1 3.40694E-1 1.20749E-1 1.27994E-1 1.25269E-1 2.73580E-1 2.85530E-1 3.08101E-1 3.31573E-1
8.83000E+2 3.14732E-1 3.42784E-1 1.24580E-1 1.32133E-1 1.27965E-1 2.76231E-1 2.89479E-1 3.11864E-1 3.34727E-1
8.84000E+2 3.16894E-1 3.44620E-1 1.28797E-1 1.36865E-1 1.31154E-1 2.78864E-1 2.93323E-1 3.15641E-1 3.37897E-1
8.85000E+2 3.18818E-1 3.46229E-1 1.33369E-1 1.42189E-1 1.34807E-1 2.81522E-1 2.97051E-1 3.19437E-1 3.41146E-1
8.86000E+2 3.20538E-1 3.47649E-1 1.38271E-1 1.48103E-1 1.38898E-1 2.84181E-1 3.00672E-1 3.23222E-1 3.44427E-1
8.87000E+2 3.22083E-1 3.48915E-1 1.43473E-1 1.54606E-1 1.43399E-1 2.86793E-1 3.04196E-1 3.26951E-1 3.47675E-1
8.88000E+2 3.23481E-1 3.50061E-1 1.48946E-1 1.61695E-1 1.48281E-1 2.89313E-1 3.07632E-1 3.30580E-1 3.50819E-1
8.89000E+2 3.24767E-1 3.51124E-1 1.54663E-1 1.69319E-1 1.53538E-1 2.91696E-1 3.10998E-1 3.34065E-1 3.53795E-1
8.90000E+2 3.25963E-1 3.52130E-1 1.60600E-1 1.77386E-1 1.59176E-1 2.93899E-1 3.14299E-1 3.37363E-1 3.56539E-1
8.91000E+2 3.27055E-1 3.53059E-1 1.66732E-1 1.85802E-1 1.65205E-1 2.95886E-1 3.17545E-1 3.40441E-1 3.58992E-1
8.92000E+2 3.28020E-1 3.53877E-1 1.73033E-1 1.94475E-1 1.71633E-1 2.97660E-1 3.20720E-1 3.43297E-1 3.61174E-1
8.93000E+2 3.28835E-1 3.54548E-1 1.79480E-1 2.03309E-1 1.78468E-1 2.99236E-1 3.23796E-1 3.45946E-1 3.63112E-1
8.94000E+2 3.29474E-1 3.55037E-1 1.86045E-1 2.12214E-1 1.85718E-1 3.00627E-1 3.26747E-1 3.48399E-1 3.64836E-1
8.95000E+2 3.29916E-1 3.55312E-1 1.92720E-1 2.21115E-1 1.93389E-1 3.01852E-1 3.29551E-1 3.50663E-1 3.66382E-1
8.96000E+2 3.30142E-1 3.55344E-1 1.99527E-1 2.29989E-1 2.01482E-1 3.02925E-1 3.32188E-1 3.52756E-1 3.67781E-1
8.97000E+2 3.30162E-1 3.55146E-1 2.06490E-1 2.38806E-1 2.10003E-1 3.03861E-1 3.34628E-1 3.54683E-1 3.69063E-1
8.98000E+2 3.30000E-1 3.54744E-1 2.13636E-1 2.47550E-1 2.18949E-1 3.04661E-1 3.36857E-1 3.56440E-1 3.70219E-1
8.99000E+2 3.29679E-1 3.54166E-1 2.20989E-1 2.56191E-1 2.28323E-1 3.05323E-1 3.38856E-1 3.58002E-1 3.71231E-1
9.00000E+2 3.29220E-1 3.53439E-1 2.28572E-1 2.64712E-1 2.38123E-1 3.05842E-1 3.40607E-1 3.59353E-1 3.72082E-1
9.01000E+2 3.28649E-1 3.52593E-1 2.36409E-1 2.73093E-1 2.48345E-1 3.06216E-1 3.42099E-1 3.60473E-1 3.72748E-1
9.02000E+2 3.27990E-1 3.51659E-1 2.44480E-1 2.81365E-1 2.58902E-1 3.06443E-1 3.43321E-1 3.61345E-1 3.73213E-1
9.03000E+2 3.27251E-1 3.50646E-1 2.52756E-1 2.89578E-1 2.69672E-1 3.06520E-1 3.44249E-1 3.61952E-1 3.73458E-1
9.04000E+2 3.26432E-1 3.49557E-1 2.61208E-1 2.97783E-1 2.80542E-1 3.06449E-1 3.44895E-1 3.62288E-1 3.73487E-1
9.05000E+2 3.25529E-1 3.48390E-1 2.69796E-1 3.06031E-1 2.91385E-1 3.06233E-1 3.45276E-1 3.62357E-1 3.73318E-1
9.06000E+2 3.24536E-1 3.47141E-1 2.78497E-1 3.14367E-1 3.02088E-1 3.05875E-1 3.45418E-1 3.62169E-1 3.72982E-1
9.07000E+2 3.23454E-1 3.45813E-1 2.87272E-1 3.22845E-1 3.12533E-1 3.05383E-1 3.45343E-1 3.61731E-1 3.72496E-1
9.08000E+2 3.22279E-1 3.44404E-1 2.96090E-1 3.31477E-1 3.22647E-1 3.04761E-1 3.45079E-1 3.61047E-1 3.71890E-1
9.09000E+2 3.21014E-1 3.42918E-1 3.04907E-1 3.40211E-1 3.32448E-1 3.04013E-1 3.44647E-1 3.60132E-1 3.71184E-1
9.10000E+2 3.19669E-1 3.41367E-1 3.13675E-1 3.48979E-1 3.41956E-1 3.03142E-1 3.44069E-1 3.58988E-1 3.70393E-1
9.11000E+2 3.18262E-1 3.39767E-1 3.22350E-1 3.57724E-1 3.51194E-1 3.02143E-1 3.43342E-1 3.57641E-1 3.69491E-1
9.12000E+2 3.16809E-1 3.38136E-1 3.30885E-1 3.66388E-1 3.60190E-1 3.01012E-1 3.42481E-1 3.56111E-1 3.68462E-1
9.13000E+2 3.15326E-1 3.36489E-1 3.39234E-1 3.74907E-1 3.68962E-1 2.99745E-1 3.41483E-1 3.54428E-1 3.67277E-1
9.14000E+2 3.13828E-1 3.34840E-1 3.47361E-1 3.83223E-1 3.77533E-1 2.98336E-1 3.40355E-1 3.52606E-1 3.65914E-1
9.15000E+2 3.12329E-1 3.33205E-1 3.55237E-1 3.91300E-1 3.85904E-1 2.96778E-1 3.39103E-1 3.50675E-1 3.64346E-1
9.16000E+2 3.10846E-1 3.31603E-1 3.62858E-1 3.99125E-1 3.94058E-1 2.95069E-1 3.37726E-1 3.48648E-1 3.62553E-1
9.17000E+2 3.09398E-1 3.30053E-1 3.70225E-1 4.06683E-1 4.01984E-1 2.93216E-1 3.36219E-1 3.46529E-1 3.60535E-1
9.18000E+2 3.07998E-1 3.28575E-1 3.77326E-1 4.13953E-1 4.09665E-1 2.91230E-1 3.34559E-1 3.44299E-1 3.58303E-1
9.19000E+2 3.06667E-1 3.27188E-1 3.84164E-1 4.20922E-1 4.17084E-1 2.89123E-1 3.32735E-1 3.41936E-1 3.55871E-1
9.20000E+2 3.05416E-1 3.25909E-1 3.90730E-1 4.27572E-1 4.24229E-1 2.86908E-1 3.30725E-1 3.39424E-1 3.53252E-1
9.21000E+2 3.04263E-1 3.24756E-1 3.97020E-1 4.33889E-1 4.31085E-1 2.84595E-1 3.28510E-1 3.36743E-1 3.50458E-1
9.22000E+2 3.03219E-1 3.23744E-1 4.03060E-1 4.39898E-1 4.37662E-1 2.82199E-1 3.26075E-1 3.33872E-1 3.47501E-1
9.23000E+2 3.02278E-1 3.22861E-1 4.08882E-1 4.45624E-1 4.43970E-1 2.79725E-1 3.23409E-1 3.30811E-1 3.44396E-1
9.24000E+2 3.01424E-1 3.22088E-1 4.14521E-1 4.51101E-1 4.50026E-1 2.77164E-1 3.20533E-1 3.27576E-1 3.41166E-1
9.25000E+2 3.00650E-1 3.21410E-1 4.20005E-1 4.56355E-1 4.55844E-1 2.74505E-1 3.17461E-1 3.24198E-1 3.37834E-1
9.26000E+2 2.99944E-1 3.20811E-1 4.25371E-1 4.61425E-1 4.61436E-1 2.71736E-1 3.14225E-1 3.20715E-1 3.34424E-1
9.27000E+2 2.99294E-1 3.20274E-1 4.30647E-1 4.66332E-1 4.66819E-1 2.68843E-1 3.10842E-1 3.17151E-1 3.30956E-1
9.28000E+2 2.98689E-1 3.19784E-1 4.35856E-1 4.71099E-1 4.72004E-1 2.65816E-1 3.07334E-1 3.13540E-1 3.27455E-1
9.29000E+2 2.98144E-1 3.19355E-1 4.40961E-1 4.75701E-1 4.76978E-1 2.62642E-1 3.03721E-1 3.09907E-1 3.23944E-1
9.30000E+2 2.97713E-1 3.19055E-1 4.45916E-1 4.80098E-1 4.81736E-1 2.59332E-1 3.00029E-1 3.06276E-1 3.20430E-1
9.31000E+2 2.97455E-1 3.18951E-1 4.50683E-1 4.84259E-1 4.86265E-1 2.55928E-1 2.96283E-1 3.02655E-1 3.16906E-1
9.32000E+2 2.97433E-1 3.19119E-1 4.55220E-1 4.88157E-1 4.90565E-1 2.52479E-1 2.92526E-1 2.99058E-1 3.13373E-1
9.33000E+2 2.97705E-1 3.19628E-1 4.59486E-1 4.91753E-1 4.94623E-1 2.49029E-1 2.88774E-1 2.95494E-1 3.09823E-1
9.34000E+2 2.98326E-1 3.20545E-1 4.63431E-1 4.95013E-1 4.98427E-1 2.45621E-1 2.85062E-1 2.91966E-1 3.06244E-1
9.35000E+2 2.99352E-1 3.21935E-1 4.67022E-1 4.97912E-1 5.01965E-1 2.42297E-1 2.81420E-1 2.88491E-1 3.02631E-1
9.36000E+2 3.00779E-1 3.23791E-1 4.70264E-1 5.00459E-1 5.05227E-1 2.39101E-1 2.77871E-1 2.85077E-1 2.98983E-1
9.37000E+2 3.02552E-1 3.26036E-1 4.73162E-1 5.02667E-1 5.08197E-1 2.36037E-1 2.74429E-1 2.81712E-1 2.95301E-1
9.38000E+2 3.04607E-1 3.28587E-1 4.75722E-1 5.04554E-1 5.10855E-1 2.33074E-1 2.71072E-1 2.78377E-1 2.91592E-1
9.39000E+2 3.06882E-1 3.31359E-1 4.77949E-1 5.06125E-1 5.13182E-1 2.30180E-1 2.67783E-1 2.75044E-1 2.87862E-1
9.40000E+2 3.09317E-1 3.34275E-1 4.79844E-1 5.07397E-1 5.15164E-1 2.27325E-1 2.64551E-1 2.71693E-1 2.84124E-1
9.41000E+2 3.11852E-1 3.37254E-1 4.81418E-1 5.08387E-1 5.16786E-1 2.24481E-1 2.61362E-1 2.68301E-1 2.80384E-1
9.42000E+2 3.14433E-1 3.40222E-1 4.82684E-1 5.09109E-1 5.18039E-1 2.21620E-1 2.58205E-1 2.64850E-1 2.76653E-1
9.43000E+2 3.17050E-1 3.43170E-1 4.83654E-1 5.09569E-1 5.18940E-1 2.18713E-1 2.55062E-1 2.61316E-1 2.72943E-1
9.44000E+2 3.19731E-1 3.46137E-1 4.84348E-1 5.09771E-1 5.19519E-1 2.15771E-1 2.51928E-1 2.57716E-1 2.69265E-1
9.45000E+2 3.22507E-1 3.49169E-1 4.84791E-1 5.09723E-1 5.19803E-1 2.12822E-1 2.48800E-1 2.54085E-1 2.65641E-1
9.46000E+2 3.25407E-1 3.52309E-1 4.85001E-1 5.09434E-1 5.19825E-1 2.09900E-1 2.45676E-1 2.50470E-1 2.62093E-1
9.47000E+2 3.28462E-1 3.55601E-1 4.85001E-1 5.08910E-1 5.19613E-1 2.07034E-1 2.42557E-1 2.46903E-1 2.58643E-1
9.48000E+2 3.31699E-1 3.59086E-1 4.84810E-1 5.08156E-1 5.19195E-1 2.04255E-1 2.39438E-1 2.43424E-1 2.55305E-1
9.49000E+2 3.35145E-1 3.62805E-1 4.84446E-1 5.07179E-1 5.18592E-1 2.01592E-1 2.36317E-1 2.40069E-1 2.52106E-1
9.50000E+2 3.38791E-1 3.66772E-1 4.83931E-1 5.06014E-1 5.17836E-1 1.99076E-1 2.33195E-1 2.36878E-1 2.49063E-1
9.51000E+2 3.42595E-1 3.70974E-1 4.83271E-1 5.04696E-1 5.16940E-1 1.96716E-1 2.30092E-1 2.33860E-1 2.46172E-1
9.52000E+2 3.46514E-1 3.75396E-1 4.82490E-1 5.03266E-1 5.15916E-1 1.94510E-1 2.27040E-1 2.31018E-1 2.43431E-1
9.53000E+2 3.50506E-1 3.80028E-1 4.81593E-1 5.01761E-1 5.14784E-1 1.92457E-1 2.24075E-1 2.28358E-1 2.40825E-1
9.54000E+2 3.54529E-1 3.84858E-1 4.80606E-1 5.00227E-1 5.13567E-1 1.90559E-1 2.21229E-1 2.25879E-1 2.38346E-1
9.55000E+2 3.58544E-1 3.89874E-1 4.79534E-1 4.98703E-1 5.12278E-1 1.88811E-1 2.18536E-1 2.23581E-1 2.35985E-1
9.56000E+2 3.62504E-1 3.95061E-1 4.78394E-1 4.97224E-1 5.10932E-1 1.87213E-1 2.16028E-1 2.21469E-1 2.33735E-1
9.57000E+2 3.66423E-1 4.00418E-1 4.77200E-1 4.95805E-1 5.09541E-1 1.85764E-1 2.13737E-1 2.19540E-1 2.31577E-1
9.58000E+2 3.70373E-1 4.05959E-1 4.75972E-1 4.94439E-1 5.08125E-1 1.84476E-1 2.11682E-1 2.17808E-1 2.29539E-1
9.59000E+2 3.74437E-1 4.11708E-1 4.74729E-1 4.93121E-1 5.06704E-1 1.83378E-1 2.09874E-1 2.16294E-1 2.27659E-1
9.60000E+2 3.78687E-1 4.17670E-1 4.73486E-1 4.91831E-1 5.05290E-1 1.82493E-1 2.08315E-1 2.15012E-1 2.25970E-1
9.61000E+2 3.83198E-1 4.23855E-1 4.72260E-1 4.90556E-1 5.03886E-1 1.81845E-1 2.07012E-1 2.13980E-1 2.24514E-1
9.62000E+2 3.88053E-1 4.30293E-1 4.71071E-1 4.89289E-1 5.02523E-1 1.81464E-1 2.05974E-1 2.13221E-1 2.23338E-1
9.63000E+2 3.93326E-1 4.36990E-1 4.69940E-1 4.88022E-1 5.01210E-1 1.81373E-1 2.05207E-1 2.12754E-1 2.22473E-1
9.64000E+2 3.99055E-1 4.43946E-1 4.68873E-1 4.86738E-1 4.99956E-1 1.81597E-1 2.04716E-1 2.12596E-1 2.21961E-1
9.65000E+2 4.05191E-1 4.51110E-1 4.67870E-1 4.85448E-1 4.98756E-1 1.82152E-1 2.04501E-1 2.12754E-1 2.21823E-1
9.66000E+2 4.11672E-1 4.58441E-1 4.66924E-1 4.84167E-1 4.97607E-1 1.83041E-1 2.04548E-1 2.13229E-1 2.22053E-1
9.67000E+2 4.18435E-1 4.65880E-1 4.66035E-1 4.82912E-1 4.96501E-1 1.84266E-1 2.04844E-1 2.14016E-1 2.22640E-1
9.68000E+2 4.25419E-1 4.73384E-1 4.65187E-1 4.81698E-1 4.95429E-1 1.85827E-1 2.05374E-1 2.15110E-1 2.23574E-1
9.69000E+2 4.32558E-1 4.80896E-1 4.64378E-1 4.80536E-1 4.94385E-1 1.87724E-1 2.06124E-1 2.16505E-1 2.24843E-1
9.70000E+2 4.39786E-1 4.88367E-1 4.63597E-1 4.79437E-1 4.93354E-1 1.89956E-1 2.07079E-1 2.18199E-1 2.26438E-1
9.71000E+2 4.47048E-1 4.95750E-1 4.62837E-1 4.78418E-1 4.92332E-1 1.92525E-1 2.08223E-1 2.20183E-1 2.28345E-1
9.72000E+2 4.54347E-1 5.03044E-1 4.62100E-1 4.77486E-1 4.91323E-1 1.95431E-1 2.09553E-1 2.22463E-1 2.30559E-1
9.73000E+2 4.61704E-1 5.10261E-1 4.61387E-1 4.76633E-1 4.90327E-1 1.98653E-1 2.11099E-1 2.25044E-1 2.33071E-1
9.74000E+2 4.69134E-1 5.17410E-1 4.60682E-1 4.75839E-1 4.89340E-1 2.02168E-1 2.12900E-1 2.27940E-1 2.35871E-1
9.75000E+2 4.76666E-1 5.24506E-1 4.60002E-1 4.75099E-1 4.88373E-1 2.05953E-1 2.15002E-1 2.31170E-1 2.38954E-1
9.76000E+2 4.84324E-1 5.31566E-1 4.59340E-1 4.74403E-1 4.87433E-1 2.09988E-1 2.17448E-1 2.34748E-1 2.42314E-1
9.77000E+2 4.92129E-1 5.38606E-1 4.58703E-1 4.73742E-1 4.86522E-1 2.14249E-1 2.20279E-1 2.38692E-1 2.45943E-1
9.78000E+2 5.00107E-1 5.45630E-1 4.58083E-1 4.73101E-1 4.85644E-1 2.18711E-1 2.23537E-1 2.43013E-1 2.49836E-1
9.79000E+2 5.08244E-1 5.52658E-1 4.57482E-1 4.72469E-1 4.84800E-1 2.23353E-1 2.27263E-1 2.47725E-1 2.53981E-1
9.80000E+2 5.16474E-1 5.59697E-1 4.56908E-1 4.71861E-1 4.83998E-1 2.28172E-1 2.31456E-1 2.52827E-1 2.58385E-1
9.81000E+2 5.24724E-1 5.66766E-1 4.56365E-1 4.71288E-1 4.83243E-1 2.33179E-1 2.36058E-1 2.58282E-1 2.63051E-1
9.82000E+2 5.32910E-1 5.73870E-1 4.55859E-1 4.70768E-1 4.82536E-1 2.38390E-1 2.41014E-1 2.64053E-1 2.67989E-1
9.83000E+2 5.40970E-1 5.81019E-1 4.55400E-1 4.70322E-1 4.81885E-1 2.43819E-1 2.46266E-1 2.70112E-1 2.73212E-1
9.84000E+2 5.48822E-1 5.88232E-1 4.54989E-1 4.69967E-1 4.81291E-1 2.49481E-1 2.51758E-1 2.76425E-1 2.78723E-1
