X GE200 GE300 Orion400 Orion600 Orion700 Osram200 Osram400 Osram600 Osram700
8.11000E+2 3.10539E-4 4.14579E-4 6.14614E-4 8.15501E-4 9.32453E-4 2.88851E-4 6.18275E-4 8.04784E-4 9.31421E-4
8.12000E+2 3.06998E-4 4.09397E-4 6.30875E-4 8.36489E-4 9.55713E-4 2.84055E-4 6.09194E-4 7.91882E-4 9.16814E-4
8.13000E+2 3.03283E-4 4.03940E-4 6.48233E-4 8.58968E-4 9.81296E-4 2.79382E-4 6.00010E-4 7.79020E-4 9.02265E-4
8.14000E+2 2.99403E-4 3.98258E-4 6.66548E-4 8.82695E-4 1.00859E-3 2.74856E-4 5.90702E-4 7.66204E-4 8.87767E-4
8.15000E+2 2.95372E-4 3.92435E-4 6.85667E-4 9.07417E-4 1.03702E-3 2.70497E-4 5.81375E-4 7.53533E-4 8.73442E-4
8.16000E+2 2.91207E-4 3.86552E-4 7.05271E-4 9.32715E-4 1.06613E-3 2.66320E-4 5.72212E-4 7.41159E-4 8.59485E-4
8.17000E+2 2.86919E-4 3.80685E-4 7.24963E-4 9.58092E-4 1.09548E-3 2.62334E-4 5.63387E-4 7.29230E-4 8.46086E-4
8.18000E+2 2.82528E-4 3.74910E-4 7.44353E-4 9.83055E-4 1.12465E-3 2.58555E-4 5.55074E-4 7.17895E-4 8.33430E-4
8.19000E+2 2.78085E-4 3.69255E-4 7.63053E-4 1.00712E-3 1.15322E-3 2.54988E-4 5.47429E-4 7.07282E-4 8.21685E-4
8.20000E+2 2.73651E-4 3.63743E-4 7.80701E-4 1.02982E-3 1.18081E-3 2.51631E-4 5.40410E-4 6.97343E-4 8.10791E-4
8.21000E+2 2.69284E-4 3.58382E-4 7.97109E-4 1.05092E-3 1.20714E-3 2.48461E-4 5.33858E-4 6.87928E-4 8.00555E-4
8.22000E+2 2.65044E-4 3.53187E-4 8.12208E-4 1.07031E-3 1.23207E-3 2.45465E-4 5.27626E-4 6.78891E-4 7.90796E-4
8.23000E+2 2.60990E-4 3.48183E-4 8.25934E-4 1.08787E-3 1.25543E-3 2.42624E-4 5.21571E-4 6.70097E-4 7.81342E-4
8.24000E+2 2.57151E-4 3.43405E-4 8.38209E-4 1.10351E-3 1.27708E-3 2.39927E-4 5.15558E-4 6.61418E-4 7.72030E-4
8.25000E+2 2.53555E-4 3.38907E-4 8.48973E-4 1.11712E-3 1.29684E-3 2.37410E-4 5.09645E-4 6.52940E-4 7.62962E-4
8.26000E+2 2.50227E-4 3.34740E-4 8.58236E-4 1.12870E-3 1.31459E-3 2.35139E-4 5.03985E-4 6.44858E-4 7.54369E-4
8.27000E+2 2.47188E-4 3.30953E-4 8.66055E-4 1.13834E-3 1.33019E-3 2.33171E-4 4.98727E-4 6.37357E-4 7.46476E-4
8.28000E+2 2.44464E-4 3.27594E-4 8.72491E-4 1.14613E-3 1.34350E-3 2.31569E-4 4.94016E-4 6.30629E-4 7.39508E-4
8.29000E+2 2.42090E-4 3.24713E-4 8.77610E-4 1.15214E-3 1.35439E-3 2.30391E-4 4.90000E-4 6.24851E-4 7.33684E-4
8.30000E+2 2.40103E-4 3.22361E-4 8.81468E-4 1.15645E-3 1.36271E-3 2.29671E-4 4.86741E-4 6.20110E-4 7.29098E-4
8.31000E+2 2.38548E-4 3.20590E-4 8.84111E-4 1.15914E-3 1.36847E-3 2.29429E-4 4.84261E-4 6.16437E-4 7.25781E-4
8.32000E+2 2.37466E-4 3.19452E-4 8.85532E-4 1.16019E-3 1.37191E-3 2.29683E-4 4.82579E-4 6.13862E-4 7.23758E-4
8.33000E+2 2.36891E-4 3.18993E-4 8.85705E-4 1.15957E-3 1.37327E-3 2.30447E-4 4.81704E-4 6.12398E-4 7.23038E-4
8.34000E+2 2.36874E-4 3.19283E-4 8.84621E-4 1.15728E-3 1.37279E-3 2.31741E-4 4.81653E-4 6.12075E-4 7.23650E-4
8.35000E+2 2.37471E-4 3.20399E-4 8.82273E-4 1.15330E-3 1.37075E-3 2.33571E-4 4.82440E-4 6.12913E-4 7.25635E-4
8.36000E+2 2.38731E-4 3.22414E-4 8.78625E-4 1.14762E-3 1.36733E-3 2.35925E-4 4.84052E-4 6.14903E-4 7.29037E-4
8.37000E+2 2.40707E-4 3.25407E-4 8.73625E-4 1.14025E-3 1.36237E-3 2.38794E-4 4.86490E-4 6.18047E-4 7.33910E-4
8.38000E+2 2.43455E-4 3.29453E-4 8.67209E-4 1.13123E-3 1.35564E-3 2.42173E-4 4.89751E-4 6.22352E-4 7.40313E-4
8.39000E+2 2.46993E-4 3.34575E-4 8.59312E-4 1.12060E-3 1.34688E-3 2.46050E-4 4.93834E-4 6.27818E-4 7.48299E-4
8.40000E+2 2.51284E-4 3.40712E-4 8.49864E-4 1.10837E-3 1.33587E-3 2.50444E-4 4.98764E-4 6.34491E-4 7.57904E-4
8.41000E+2 2.56289E-4 3.47792E-4 8.38807E-4 1.09458E-3 1.32234E-3 2.55422E-4 5.04641E-4 6.42510E-4 7.69128E-4
8.42000E+2 2.61964E-4 3.55745E-4 8.26215E-4 1.07926E-3 1.30633E-3 2.61061E-4 5.11569E-4 6.52029E-4 7.81969E-4
8.43000E+2 2.68271E-4 3.64500E-4 8.12320E-4 1.06246E-3 1.28808E-3 2.67436E-4 5.19651E-4 6.63199E-4 7.96422E-4
8.44000E+2 2.75177E-4 3.74015E-4 7.97354E-4 1.04423E-3 1.26788E-3 2.74623E-4 5.28994E-4 6.76169E-4 8.12486E-4
8.45000E+2 2.82683E-4 3.84367E-4 7.81549E-4 1.02460E-3 1.24598E-3 2.82673E-4 5.39668E-4 6.91042E-4 8.30147E-4
8.46000E+2 2.90808E-4 3.95674E-4 7.65143E-4 1.00361E-3 1.22269E-3 2.91509E-4 5.51591E-4 7.07663E-4 8.49408E-4
8.47000E+2 2.99571E-4 4.08053E-4 7.48371E-4 9.81387E-4 1.19828E-3 3.01005E-4 5.64615E-4 7.25773E-4 8.70264E-4
8.48000E+2 3.08981E-4 4.21612E-4 7.31445E-4 9.58277E-4 1.17307E-3 3.11032E-4 5.78584E-4 7.45106E-4 8.92697E-4
8.49000E+2 3.19052E-4 4.36455E-4 7.14584E-4 9.34747E-4 1.14739E-3 3.21464E-4 5.93353E-4 7.65406E-4 9.16699E-4
8.50000E+2 3.29758E-4 4.52460E-4 6.98007E-4 9.11256E-4 1.12158E-3 3.32178E-4 6.08781E-4 7.86428E-4 9.42266E-4
8.51000E+2 3.41028E-4 4.69294E-4 6.81927E-4 8.88257E-4 1.09598E-3 3.43126E-4 6.24857E-4 8.08151E-4 9.69355E-4
8.52000E+2 3.52789E-4 4.86615E-4 6.66560E-4 8.66200E-4 1.07091E-3 3.54338E-4 6.41721E-4 8.30822E-4 9.97881E-4
8.53000E+2 3.64974E-4 5.04085E-4 6.51977E-4 8.45327E-4 1.04660E-3 3.65856E-4 6.59526E-4 8.54701E-4 1.02776E-3
8.54000E+2 3.77511E-4 5.21363E-4 6.38025E-4 8.25534E-4 1.02311E-3 3.77716E-4 6.78421E-4 8.80047E-4 1.05891E-3
8.55000E+2 3.90330E-4 5.38183E-4 6.24526E-4 8.06686E-4 1.00049E-3 3.89959E-4 6.98555E-4 9.07120E-4 1.09124E-3
8.56000E+2 4.03367E-4 5.54536E-4 6.11302E-4 7.88644E-4 9.78758E-4 4.02589E-4 7.19981E-4 9.36015E-4 1.12461E-3
8.57000E+2 4.16553E-4 5.70480E-4 5.98175E-4 7.71268E-4 9.57963E-4 4.15476E-4 7.42282E-4 9.66043E-4 1.15865E-3
8.58000E+2 4.29829E-4 5.86079E-4 5.84991E-4 7.54441E-4 9.38150E-4 4.28453E-4 7.64916E-4 9.96295E-4 1.19289E-3
8.59000E+2 4.43134E-4 6.01395E-4 5.71760E-4 7.38113E-4 9.19257E-4 4.41347E-4 7.87330E-4 1.02585E-3 1.22689E-3
8.60000E+2 4.56394E-4 6.16476E-4 5.58632E-4 7.22295E-4 9.01138E-4 4.53979E-4 8.08968E-4 1.05379E-3 1.26016E-3
8.61000E+2 4.69516E-4 6.31322E-4 5.45770E-4 7.07010E-4 8.83667E-4 4.66185E-4 8.29294E-4 1.07922E-3 1.29226E-3
8.62000E+2 4.82363E-4 6.45851E-4 5.33332E-4 6.92279E-4 8.66707E-4 4.77881E-4 8.48097E-4 1.10188E-3 1.32299E-3
8.63000E+2 4.94790E-4 6.59976E-4 5.21478E-4 6.78123E-4 8.50127E-4 4.89113E-4 8.65685E-4 1.12252E-3 1.35248E-3
8.64000E+2 5.06657E-4 6.73610E-4 5.10356E-4 6.64569E-4 8.33810E-4 4.99942E-4 8.82412E-4 1.14197E-3 1.38091E-3
8.65000E+2 5.17820E-4 6.86660E-4 5.00041E-4 6.51701E-4 8.17793E-4 5.10423E-4 8.98616E-4 1.16106E-3 1.40845E-3
8.66000E+2 5.28152E-4 6.99049E-4 4.90580E-4 6.39635E-4 8.02183E-4 5.20617E-4 9.14649E-4 1.18060E-3 1.43529E-3
8.67000E+2 5.37694E-4 7.10814E-4 4.82022E-4 6.28494E-4 7.87106E-4 5.30585E-4 9.30846E-4 1.20139E-3 1.46161E-3
8.68000E+2 5.46574E-4 7.22050E-4 4.74414E-4 6.18392E-4 7.72668E-4 5.40403E-4 9.47327E-4 1.22348E-3 1.48758E-3
8.69000E+2 5.54915E-4 7.32847E-4 4.67793E-4 6.09437E-4 7.58975E-4 5.50155E-4 9.64059E-4 1.24649E-3 1.51340E-3
8.70000E+2 5.62853E-4 7.43306E-4 4.62220E-4 6.01755E-4 7.46153E-4 5.59934E-4 9.81023E-4 1.27000E-3 1.53929E-3
8.71000E+2 5.70513E-4 7.53520E-4 4.57810E-4 5.95465E-4 7.34385E-4 5.69822E-4 9.98188E-4 1.29361E-3 1.56545E-3
8.72000E+2 5.78006E-4 7.63563E-4 4.54696E-4 5.90692E-4 7.23875E-4 5.79907E-4 1.01552E-3 1.31690E-3 1.59205E-3
8.73000E+2 5.85370E-4 7.73420E-4 4.53025E-4 5.87576E-4 7.14839E-4 5.90253E-4 1.03301E-3 1.33956E-3 1.61924E-3
8.74000E+2 5.92603E-4 7.83026E-4 4.52930E-4 5.86238E-4 7.07478E-4 6.00730E-4 1.05061E-3 1.36149E-3 1.64672E-3
8.75000E+2 5.99703E-4 7.92319E-4 4.54545E-4 5.86798E-4 7.01990E-4 6.11138E-4 1.06828E-3 1.38277E-3 1.67394E-3
8.76000E+2 6.06679E-4 8.01252E-4 4.57997E-4 5.89398E-4 6.98587E-4 6.21294E-4 1.08597E-3 1.40346E-3 1.70047E-3
8.77000E+2 6.13530E-4 8.09761E-4 4.63319E-4 5.94190E-4 6.97445E-4 6.30999E-4 1.10366E-3 1.42363E-3 1.72578E-3
8.78000E+2 6.20239E-4 8.17789E-4 4.70506E-4 6.01332E-4 6.98731E-4 6.40054E-4 1.12128E-3 1.44330E-3 1.74939E-3
8.79000E+2 6.26746E-4 8.25300E-4 4.79559E-4 6.10990E-4 7.02617E-4 6.48323E-4 1.13879E-3 1.46256E-3 1.77096E-3
8.80000E+2 6.32984E-4 8.32274E-4 4.90483E-4 6.23334E-4 7.09283E-4 6.55909E-4 1.15614E-3 1.48149E-3 1.79077E-3
8.81000E+2 6.38883E-4 8.38687E-4 5.03279E-4 6.38529E-4 7.18901E-4 6.62975E-4 1.17327E-3 1.50023E-3 1.80934E-3
8.82000E+2 6.44363E-4 8.44496E-4 5.17932E-4 6.56720E-4 7.31610E-4 6.69674E-4 1.19008E-3 1.51881E-3 1.82708E-3
8.83000E+2 6.49355E-4 8.49677E-4 5.34363E-4 6.77956E-4 7.47356E-4 6.76164E-4 1.20654E-3 1.53736E-3 1.84446E-3
8.84000E+2 6.53815E-4 8.54227E-4 5.52449E-4 7.02235E-4 7.65980E-4 6.82608E-4 1.22256E-3 1.55598E-3 1.86193E-3
8.85000E+2 6.57786E-4 8.58215E-4 5.72063E-4 7.29548E-4 7.87317E-4 6.89116E-4 1.23810E-3 1.57469E-3 1.87983E-3
8.86000E+2 6.61334E-4 8.61735E-4 5.93088E-4 7.59893E-4 8.11209E-4 6.95623E-4 1.25319E-3 1.59335E-3 1.89791E-3
8.87000E+2 6.64521E-4 8.64872E-4 6.15401E-4 7.93262E-4 8.37492E-4 7.02018E-4 1.26788E-3 1.61173E-3 1.91581E-3
8.88000E+2 6.67407E-4 8.67713E-4 6.38874E-4 8.29631E-4 8.66007E-4 7.08185E-4 1.28220E-3 1.62962E-3 1.93313E-3
8.89000E+2 6.70059E-4 8.70348E-4 6.63397E-4 8.68748E-4 8.96707E-4 7.14020E-4 1.29623E-3 1.64680E-3 1.94953E-3
8.90000E+2 6.72526E-4 8.72843E-4 6.88863E-4 9.10139E-4 9.29639E-4 7.19413E-4 1.30999E-3 1.66306E-3 1.96465E-3
8.91000E+2 6.74779E-4 8.75146E-4 7.15164E-4 9.53321E-4 9.64851E-4 7.24275E-4 1.32352E-3 1.67823E-3 1.97817E-3
8.92000E+2 6.76771E-4 8.77172E-4 7.42194E-4 9.97820E-4 1.00239E-3 7.28617E-4 1.33675E-3 1.69231E-3 1.99019E-3
8.93000E+2 6.78452E-4 8.78835E-4 7.69844E-4 1.04315E-3 1.04231E-3 7.32475E-4 1.34957E-3 1.70537E-3 2.00087E-3
8.94000E+2 6.79770E-4 8.80047E-4 7.98005E-4 1.08884E-3 1.08465E-3 7.35882E-4 1.36187E-3 1.71746E-3 2.01037E-3
8.95000E+2 6.80682E-4 8.80729E-4 8.26636E-4 1.13451E-3 1.12945E-3 7.38879E-4 1.37356E-3 1.72862E-3 2.01889E-3
8.96000E+2 6.81149E-4 8.80810E-4 8.55832E-4 1.18004E-3 1.17672E-3 7.41506E-4 1.38455E-3 1.73894E-3 2.02660E-3
8.97000E+2 6.81190E-4 8.80317E-4 8.85701E-4 1.22528E-3 1.22648E-3 7.43796E-4 1.39472E-3 1.74844E-3 2.03366E-3
8.98000E+2 6.80856E-4 8.79321E-4 9.16353E-4 1.27014E-3 1.27873E-3 7.45756E-4 1.40401E-3 1.75710E-3 2.04003E-3
8.99000E+2 6.80193E-4 8.77888E-4 9.47890E-4 1.31448E-3 1.33348E-3 7.47376E-4 1.41234E-3 1.76480E-3 2.04561E-3
9.00000E+2 6.79247E-4 8.76087E-4 9.80418E-4 1.35820E-3 1.39071E-3 7.48646E-4 1.41964E-3 1.77146E-3 2.05030E-3
9.01000E+2 6.78069E-4 8.73991E-4 1.01403E-3 1.40120E-3 1.45041E-3 7.49562E-4 1.42586E-3 1.77698E-3 2.05397E-3
9.02000E+2 6.76708E-4 8.71674E-4 1.04865E-3 1.44364E-3 1.51207E-3 7.50118E-4 1.43095E-3 1.78128E-3 2.05653E-3
9.03000E+2 6.75185E-4 8.69164E-4 1.08415E-3 1.48578E-3 1.57497E-3 7.50307E-4 1.43482E-3 1.78427E-3 2.05788E-3
9.04000E+2 6.73495E-4 8.66465E-4 1.12040E-3 1.52788E-3 1.63845E-3 7.50132E-4 1.43751E-3 1.78593E-3 2.05804E-3
9.05000E+2 6.71631E-4 8.63571E-4 1.15724E-3 1.57020E-3 1.70178E-3 7.49603E-4 1.43910E-3 1.78627E-3 2.05711E-3
9.06000E+2 6.69583E-4 8.60476E-4 1.19456E-3 1.61297E-3 1.76429E-3 7.48727E-4 1.43969E-3 1.78534E-3 2.05526E-3
9.07000E+2 6.67351E-4 8.57183E-4 1.23220E-3 1.65647E-3 1.82529E-3 7.47522E-4 1.43938E-3 1.78318E-3 2.05258E-3
9.08000E+2 6.64927E-4 8.53691E-4 1.27002E-3 1.70076E-3 1.88436E-3 7.46000E-4 1.43828E-3 1.77981E-3 2.04924E-3
9.09000E+2 6.62316E-4 8.50008E-4 1.30784E-3 1.74557E-3 1.94160E-3 7.44170E-4 1.43648E-3 1.77530E-3 2.04535E-3
9.10000E+2 6.59542E-4 8.46164E-4 1.34545E-3 1.79056E-3 1.99713E-3 7.42037E-4 1.43407E-3 1.76966E-3 2.04099E-3
9.11000E+2 6.56638E-4 8.42198E-4 1.38266E-3 1.83543E-3 2.05108E-3 7.39592E-4 1.43104E-3 1.76302E-3 2.03602E-3
9.12000E+2 6.53640E-4 8.38154E-4 1.41927E-3 1.87988E-3 2.10362E-3 7.36824E-4 1.42745E-3 1.75548E-3 2.03035E-3
9.13000E+2 6.50581E-4 8.34072E-4 1.45508E-3 1.92359E-3 2.15485E-3 7.33723E-4 1.42329E-3 1.74718E-3 2.02382E-3
9.14000E+2 6.47489E-4 8.29985E-4 1.48994E-3 1.96626E-3 2.20491E-3 7.30273E-4 1.41859E-3 1.73820E-3 2.01631E-3
9.15000E+2 6.44397E-4 8.25933E-4 1.52372E-3 2.00770E-3 2.25380E-3 7.26460E-4 1.41337E-3 1.72868E-3 2.00767E-3
9.16000E+2 6.41338E-4 8.21961E-4 1.55641E-3 2.04785E-3 2.30142E-3 7.22277E-4 1.40763E-3 1.71869E-3 1.99779E-3
9.17000E+2 6.38349E-4 8.18120E-4 1.58801E-3 2.08663E-3 2.34771E-3 7.17740E-4 1.40135E-3 1.70824E-3 1.98667E-3
9.18000E+2 6.35462E-4 8.14456E-4 1.61847E-3 2.12393E-3 2.39257E-3 7.12878E-4 1.39443E-3 1.69725E-3 1.97437E-3
9.19000E+2 6.32715E-4 8.11017E-4 1.64780E-3 2.15969E-3 2.43590E-3 7.07721E-4 1.38683E-3 1.68560E-3 1.96097E-3
9.20000E+2 6.30134E-4 8.07846E-4 1.67596E-3 2.19381E-3 2.47763E-3 7.02300E-4 1.37845E-3 1.67322E-3 1.94654E-3
9.21000E+2 6.27755E-4 8.04989E-4 1.70294E-3 2.22622E-3 2.51767E-3 6.96638E-4 1.36922E-3 1.66000E-3 1.93114E-3
9.22000E+2 6.25602E-4 8.02481E-4 1.72885E-3 2.25705E-3 2.55608E-3 6.90772E-4 1.35907E-3 1.64585E-3 1.91485E-3
9.23000E+2 6.23659E-4 8.00291E-4 1.75382E-3 2.28643E-3 2.59292E-3 6.84717E-4 1.34796E-3 1.63076E-3 1.89774E-3
9.24000E+2 6.21899E-4 7.98375E-4 1.77801E-3 2.31453E-3 2.62829E-3 6.78448E-4 1.33597E-3 1.61481E-3 1.87994E-3
9.25000E+2 6.20301E-4 7.96695E-4 1.80153E-3 2.34149E-3 2.66227E-3 6.71939E-4 1.32317E-3 1.59816E-3 1.86158E-3
9.26000E+2 6.18844E-4 7.95211E-4 1.82455E-3 2.36750E-3 2.69493E-3 6.65160E-4 1.30968E-3 1.58099E-3 1.84279E-3
9.27000E+2 6.17503E-4 7.93880E-4 1.84718E-3 2.39268E-3 2.72637E-3 6.58080E-4 1.29558E-3 1.56342E-3 1.82368E-3
9.28000E+2 6.16255E-4 7.92665E-4 1.86952E-3 2.41714E-3 2.75665E-3 6.50670E-4 1.28096E-3 1.54562E-3 1.80439E-3
9.29000E+2 6.15130E-4 7.91602E-4 1.89142E-3 2.44075E-3 2.78570E-3 6.42900E-4 1.26590E-3 1.52771E-3 1.78504E-3
9.30000E+2 6.14241E-4 7.90857E-4 1.91267E-3 2.46331E-3 2.81349E-3 6.34798E-4 1.25051E-3 1.50981E-3 1.76568E-3
9.31000E+2 6.13710E-4 7.90599E-4 1.93312E-3 2.48466E-3 2.83994E-3 6.26466E-4 1.23490E-3 1.49196E-3 1.74626E-3
9.32000E+2 6.13664E-4 7.91016E-4 1.95258E-3 2.50466E-3 2.86505E-3 6.18024E-4 1.21924E-3 1.47423E-3 1.72679E-3
9.33000E+2 6.14224E-4 7.92278E-4 1.97088E-3 2.52311E-3 2.88875E-3 6.09579E-4 1.20360E-3 1.45666E-3 1.70723E-3
9.34000E+2 6.15506E-4 7.94551E-4 1.98780E-3 2.53984E-3 2.91097E-3 6.01235E-4 1.18813E-3 1.43927E-3 1.68751E-3
9.35000E+2 6.17623E-4 7.97996E-4 2.00320E-3 2.55471E-3 2.93163E-3 5.93099E-4 1.17295E-3 1.42214E-3 1.66760E-3
9.36000E+2 6.20567E-4 8.02596E-4 2.01711E-3 2.56778E-3 2.95068E-3 5.85276E-4 1.15816E-3 1.40531E-3 1.64750E-3
9.37000E+2 6.24226E-4 8.08161E-4 2.02954E-3 2.57911E-3 2.96803E-3 5.77777E-4 1.14381E-3 1.38872E-3 1.62721E-3
9.38000E+2 6.28465E-4 8.14484E-4 2.04052E-3 2.58879E-3 2.98355E-3 5.70524E-4 1.12982E-3 1.37228E-3 1.60677E-3
9.39000E+2 6.33158E-4 8.21357E-4 2.05007E-3 2.59685E-3 2.99714E-3 5.63438E-4 1.11611E-3 1.35585E-3 1.58622E-3
9.40000E+2 6.38182E-4 8.28585E-4 2.05820E-3 2.60338E-3 3.00872E-3 5.56450E-4 1.10264E-3 1.33933E-3 1.56562E-3
9.41000E+2 6.43413E-4 8.35969E-4 2.06495E-3 2.60846E-3 3.01819E-3 5.49489E-4 1.08935E-3 1.32261E-3 1.54501E-3
9.42000E+2 6.48738E-4 8.43325E-4 2.07038E-3 2.61216E-3 3.02551E-3 5.42485E-4 1.07619E-3 1.30560E-3 1.52445E-3
9.43000E+2 6.54137E-4 8.50632E-4 2.07454E-3 2.61452E-3 3.03077E-3 5.35370E-4 1.06309E-3 1.28818E-3 1.50401E-3
9.44000E+2 6.59670E-4 8.57988E-4 2.07752E-3 2.61556E-3 3.03415E-3 5.28168E-4 1.05003E-3 1.27043E-3 1.48374E-3
9.45000E+2 6.65396E-4 8.65502E-4 2.07942E-3 2.61531E-3 3.03581E-3 5.20951E-4 1.03699E-3 1.25253E-3 1.46377E-3
9.46000E+2 6.71379E-4 8.73286E-4 2.08032E-3 2.61383E-3 3.03594E-3 5.13798E-4 1.02397E-3 1.23471E-3 1.44422E-3
9.47000E+2 6.77682E-4 8.81446E-4 2.08032E-3 2.61114E-3 3.03470E-3 5.06783E-4 1.01097E-3 1.21713E-3 1.42521E-3
9.48000E+2 6.84361E-4 8.90085E-4 2.07950E-3 2.60727E-3 3.03226E-3 4.99980E-4 9.97970E-4 1.19998E-3 1.40682E-3
9.49000E+2 6.91471E-4 8.99303E-4 2.07794E-3 2.60226E-3 3.02874E-3 4.93462E-4 9.84961E-4 1.18344E-3 1.38919E-3
9.50000E+2 6.98994E-4 9.09136E-4 2.07573E-3 2.59628E-3 3.02432E-3 4.87303E-4 9.71948E-4 1.16771E-3 1.37242E-3
9.51000E+2 7.06843E-4 9.19551E-4 2.07290E-3 2.58952E-3 3.01909E-3 4.81525E-4 9.59015E-4 1.15283E-3 1.35649E-3
9.52000E+2 7.14928E-4 9.30513E-4 2.06955E-3 2.58218E-3 3.01311E-3 4.76125E-4 9.46297E-4 1.13882E-3 1.34139E-3
9.53000E+2 7.23163E-4 9.41994E-4 2.06570E-3 2.57446E-3 3.00650E-3 4.71101E-4 9.33936E-4 1.12571E-3 1.32703E-3
9.54000E+2 7.31465E-4 9.53967E-4 2.06147E-3 2.56659E-3 2.99939E-3 4.66453E-4 9.22075E-4 1.11349E-3 1.31337E-3
9.55000E+2 7.39747E-4 9.66400E-4 2.05687E-3 2.55877E-3 2.99186E-3 4.62176E-4 9.10852E-4 1.10216E-3 1.30036E-3
9.56000E+2 7.47918E-4 9.79258E-4 2.05198E-3 2.55118E-3 2.98400E-3 4.58263E-4 9.00398E-4 1.09175E-3 1.28796E-3
9.57000E+2 7.56003E-4 9.92537E-4 2.04686E-3 2.54390E-3 2.97588E-3 4.54716E-4 8.90849E-4 1.08224E-3 1.27607E-3
9.58000E+2 7.64154E-4 1.00627E-3 2.04159E-3 2.53689E-3 2.96761E-3 4.51563E-4 8.82286E-4 1.07370E-3 1.26484E-3
9.59000E+2 7.72539E-4 1.02052E-3 2.03626E-3 2.53013E-3 2.95931E-3 4.48876E-4 8.74748E-4 1.06624E-3 1.25448E-3
9.60000E+2 7.81308E-4 1.03530E-3 2.03093E-3 2.52351E-3 2.95105E-3 4.46710E-4 8.68251E-4 1.05992E-3 1.24517E-3
9.61000E+2 7.90614E-4 1.05063E-3 2.02567E-3 2.51697E-3 2.94285E-3 4.45124E-4 8.62819E-4 1.05483E-3 1.23715E-3
9.62000E+2 8.00631E-4 1.06659E-3 2.02057E-3 2.51047E-3 2.93489E-3 4.44190E-4 8.58494E-4 1.05109E-3 1.23067E-3
9.63000E+2 8.11510E-4 1.08319E-3 2.01572E-3 2.50397E-3 2.92722E-3 4.43968E-4 8.55298E-4 1.04879E-3 1.22590E-3
9.64000E+2 8.23331E-4 1.10043E-3 2.01114E-3 2.49738E-3 2.91990E-3 4.44516E-4 8.53252E-4 1.04801E-3 1.22308E-3
9.65000E+2 8.35991E-4 1.11819E-3 2.00684E-3 2.49076E-3 2.91289E-3 4.45875E-4 8.52353E-4 1.04879E-3 1.22232E-3
9.66000E+2 8.49362E-4 1.13636E-3 2.00278E-3 2.48419E-3 2.90618E-3 4.48052E-4 8.52548E-4 1.05113E-3 1.22359E-3
9.67000E+2 8.63316E-4 1.15480E-3 1.99897E-3 2.47775E-3 2.89972E-3 4.51050E-4 8.53783E-4 1.05501E-3 1.22682E-3
9.68000E+2 8.77724E-4 1.17340E-3 1.99533E-3 2.47152E-3 2.89346E-3 4.54871E-4 8.55993E-4 1.06040E-3 1.23197E-3
9.69000E+2 8.92453E-4 1.19202E-3 1.99186E-3 2.46556E-3 2.88736E-3 4.59514E-4 8.59120E-4 1.06728E-3 1.23896E-3
9.70000E+2 9.07366E-4 1.21054E-3 1.98851E-3 2.45992E-3 2.88134E-3 4.64979E-4 8.63097E-4 1.07563E-3 1.24775E-3
9.71000E+2 9.22350E-4 1.22884E-3 1.98525E-3 2.45469E-3 2.87537E-3 4.71267E-4 8.67866E-4 1.08541E-3 1.25826E-3
9.72000E+2 9.37409E-4 1.24692E-3 1.98209E-3 2.44991E-3 2.86948E-3 4.78379E-4 8.73409E-4 1.09665E-3 1.27046E-3
9.73000E+2 9.52587E-4 1.26481E-3 1.97903E-3 2.44553E-3 2.86366E-3 4.86268E-4 8.79854E-4 1.10937E-3 1.28430E-3
9.74000E+2 9.67918E-4 1.28253E-3 1.97601E-3 2.44146E-3 2.85790E-3 4.94871E-4 8.87362E-4 1.12365E-3 1.29973E-3
9.75000E+2 9.83457E-4 1.30012E-3 1.97309E-3 2.43766E-3 2.85225E-3 5.04137E-4 8.96122E-4 1.13957E-3 1.31672E-3
9.76000E+2 9.99257E-4 1.31762E-3 1.97025E-3 2.43409E-3 2.84676E-3 5.14012E-4 9.06315E-4 1.15721E-3 1.33523E-3
9.77000E+2 1.01536E-3 1.33507E-3 1.96752E-3 2.43070E-3 2.84144E-3 5.24442E-4 9.18116E-4 1.17665E-3 1.35523E-3
9.78000E+2 1.03182E-3 1.35248E-3 1.96486E-3 2.42741E-3 2.83631E-3 5.35365E-4 9.31696E-4 1.19795E-3 1.37668E-3
9.79000E+2 1.04861E-3 1.36990E-3 1.96228E-3 2.42417E-3 2.83138E-3 5.46729E-4 9.47225E-4 1.22118E-3 1.39952E-3
9.80000E+2 1.06559E-3 1.38735E-3 1.95982E-3 2.42105E-3 2.82670E-3 5.58525E-4 9.64700E-4 1.24633E-3 1.42379E-3
9.81000E+2 1.08261E-3 1.40487E-3 1.95749E-3 2.41811E-3 2.82229E-3 5.70781E-4 9.83884E-4 1.27322E-3 1.44950E-3
9.82000E+2 1.09950E-3 1.42248E-3 1.95532E-3 2.41544E-3 2.81816E-3 5.83535E-4 1.00454E-3 1.30167E-3 1.47671E-3
9.83000E+2 1.11613E-3 1.44020E-3 1.95335E-3 2.41315E-3 2.81436E-3 5.96825E-4 1.02643E-3 1.33154E-3 1.50549E-3
9.84000E+2 1.13233E-3 1.45808E-3 1.95159E-3 2.41133E-3 2.81089E-3 6.10685E-4 1.04932E-3 1.36266E-3 1.53586E-3
