T Rsh logRsh n tauR logTR tauG logTG Voc ff
320 1.318E+5 5.120E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.924E-1 4.270E-1
320 1.318E+5 5.120E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.957E-1 4.270E-1
320 1.318E+5 5.120E+0 2.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.990E-1 4.270E-1
320 1.318E+5 5.120E+0 2.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.023E-1 4.271E-1
320 1.318E+5 5.120E+0 2.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.056E-1 4.272E-1
320 1.318E+5 5.120E+0 2.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.089E-1 4.274E-1
320 1.318E+5 5.120E+0 2.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.121E-1 4.275E-1
320 1.318E+5 5.120E+0 2.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.154E-1 4.276E-1
320 1.318E+5 5.120E+0 2.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.186E-1 4.279E-1
320 1.318E+5 5.120E+0 2.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.218E-1 4.282E-1
320 1.318E+5 5.120E+0 2.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.249E-1 4.285E-1
320 1.318E+5 5.120E+0 2.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.280E-1 4.288E-1
320 1.318E+5 5.120E+0 2.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.312E-1 4.292E-1
320 1.318E+5 5.120E+0 2.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.342E-1 4.297E-1
320 1.318E+5 5.120E+0 2.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.372E-1 4.303E-1
320 1.318E+5 5.120E+0 3.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.402E-1 4.310E-1
320 1.318E+5 5.120E+0 3.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.431E-1 4.317E-1
320 1.318E+5 5.120E+0 3.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.459E-1 4.325E-1
320 1.318E+5 5.120E+0 3.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.487E-1 4.334E-1
320 1.318E+5 5.120E+0 3.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.514E-1 4.343E-1
320 1.318E+5 5.120E+0 3.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.540E-1 4.354E-1
320 1.318E+5 5.120E+0 3.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.566E-1 4.366E-1
320 1.318E+5 5.120E+0 3.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.590E-1 4.379E-1
320 1.318E+5 5.120E+0 3.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.614E-1 4.393E-1
320 1.318E+5 5.120E+0 3.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.637E-1 4.408E-1
320 1.318E+5 5.120E+0 3.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.660E-1 4.424E-1
320 1.318E+5 5.120E+0 3.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.681E-1 4.441E-1
320 1.318E+5 5.120E+0 3.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.701E-1 4.459E-1
320 1.318E+5 5.120E+0 3.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.721E-1 4.478E-1
320 1.318E+5 5.120E+0 3.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.739E-1 4.498E-1
320 1.318E+5 5.120E+0 3.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.757E-1 4.519E-1
320 1.318E+5 5.120E+0 3.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.774E-1 4.541E-1
320 1.318E+5 5.120E+0 3.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.790E-1 4.564E-1
320 1.318E+5 5.120E+0 3.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.806E-1 4.586E-1
320 1.318E+5 5.120E+0 3.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.821E-1 4.611E-1
320 1.318E+5 5.120E+0 3.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.834E-1 4.635E-1
320 1.318E+5 5.120E+0 3.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.848E-1 4.660E-1
320 1.318E+5 5.120E+0 3.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.861E-1 4.685E-1
320 1.318E+5 5.120E+0 3.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.873E-1 4.711E-1
320 1.318E+5 5.120E+0 3.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.884E-1 4.738E-1
320 1.738E+5 5.240E+0 2.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.594E-1 4.278E-1
320 1.738E+5 5.240E+0 2.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.627E-1 4.277E-1
320 1.738E+5 5.240E+0 2.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.660E-1 4.276E-1
320 1.738E+5 5.240E+0 2.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.693E-1 4.276E-1
320 1.738E+5 5.240E+0 2.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.726E-1 4.275E-1
320 1.738E+5 5.240E+0 2.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.759E-1 4.275E-1
320 1.738E+5 5.240E+0 2.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.793E-1 4.275E-1
320 1.738E+5 5.240E+0 2.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.826E-1 4.274E-1
320 1.738E+5 5.240E+0 2.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.859E-1 4.274E-1
320 1.738E+5 5.240E+0 2.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.892E-1 4.275E-1
320 1.738E+5 5.240E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.925E-1 4.275E-1
320 1.738E+5 5.240E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.959E-1 4.275E-1
320 1.738E+5 5.240E+0 2.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.992E-1 4.275E-1
320 1.738E+5 5.240E+0 2.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.025E-1 4.276E-1
320 1.738E+5 5.240E+0 2.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.057E-1 4.277E-1
320 1.738E+5 5.240E+0 2.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.090E-1 4.278E-1
320 1.738E+5 5.240E+0 2.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.123E-1 4.280E-1
320 1.738E+5 5.240E+0 2.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.155E-1 4.282E-1
320 1.738E+5 5.240E+0 2.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.187E-1 4.284E-1
320 1.738E+5 5.240E+0 2.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.219E-1 4.287E-1
320 1.738E+5 5.240E+0 2.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.251E-1 4.290E-1
320 1.738E+5 5.240E+0 2.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.282E-1 4.294E-1
320 1.738E+5 5.240E+0 2.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.313E-1 4.299E-1
320 1.738E+5 5.240E+0 2.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.344E-1 4.303E-1
320 1.738E+5 5.240E+0 2.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.374E-1 4.309E-1
320 1.738E+5 5.240E+0 3.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.403E-1 4.316E-1
320 1.738E+5 5.240E+0 3.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.432E-1 4.323E-1
320 1.738E+5 5.240E+0 3.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.461E-1 4.331E-1
320 1.738E+5 5.240E+0 3.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.489E-1 4.340E-1
320 1.738E+5 5.240E+0 3.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.516E-1 4.350E-1
320 1.738E+5 5.240E+0 3.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.542E-1 4.361E-1
320 1.738E+5 5.240E+0 3.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.567E-1 4.373E-1
320 1.738E+5 5.240E+0 3.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.592E-1 4.386E-1
320 1.738E+5 5.240E+0 3.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.616E-1 4.401E-1
320 1.738E+5 5.240E+0 3.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.639E-1 4.416E-1
320 1.738E+5 5.240E+0 3.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.661E-1 4.432E-1
320 1.738E+5 5.240E+0 3.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.683E-1 4.449E-1
320 1.738E+5 5.240E+0 3.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.703E-1 4.467E-1
320 1.738E+5 5.240E+0 3.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.723E-1 4.487E-1
320 1.738E+5 5.240E+0 3.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.741E-1 4.507E-1
320 1.738E+5 5.240E+0 3.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.759E-1 4.528E-1
320 1.738E+5 5.240E+0 3.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.776E-1 4.550E-1
320 1.738E+5 5.240E+0 3.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.792E-1 4.573E-1
320 1.738E+5 5.240E+0 3.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.807E-1 4.596E-1
320 1.738E+5 5.240E+0 3.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.822E-1 4.620E-1
320 1.738E+5 5.240E+0 3.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.836E-1 4.645E-1
320 1.738E+5 5.240E+0 3.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.850E-1 4.670E-1
320 1.738E+5 5.240E+0 3.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.862E-1 4.696E-1
320 1.738E+5 5.240E+0 3.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.874E-1 4.722E-1
320 1.738E+5 5.240E+0 3.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.885E-1 4.749E-1
320 2.291E+5 5.360E+0 2.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.594E-1 4.281E-1
320 2.291E+5 5.360E+0 2.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.627E-1 4.280E-1
320 2.291E+5 5.360E+0 2.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.660E-1 4.280E-1
320 2.291E+5 5.360E+0 2.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.694E-1 4.279E-1
320 2.291E+5 5.360E+0 2.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.727E-1 4.279E-1
320 2.291E+5 5.360E+0 2.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.760E-1 4.279E-1
320 2.291E+5 5.360E+0 2.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.794E-1 4.278E-1
320 2.291E+5 5.360E+0 2.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.827E-1 4.278E-1
320 2.291E+5 5.360E+0 2.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.860E-1 4.278E-1
320 2.291E+5 5.360E+0 2.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.893E-1 4.278E-1
320 2.291E+5 5.360E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.926E-1 4.278E-1
320 2.291E+5 5.360E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.959E-1 4.279E-1
320 2.291E+5 5.360E+0 2.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.993E-1 4.279E-1
320 2.291E+5 5.360E+0 2.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.026E-1 4.280E-1
320 2.291E+5 5.360E+0 2.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.058E-1 4.281E-1
320 2.291E+5 5.360E+0 2.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.091E-1 4.282E-1
320 2.291E+5 5.360E+0 2.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.124E-1 4.284E-1
320 2.291E+5 5.360E+0 2.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.156E-1 4.286E-1
320 2.291E+5 5.360E+0 2.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.189E-1 4.288E-1
320 2.291E+5 5.360E+0 2.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.220E-1 4.291E-1
320 2.291E+5 5.360E+0 2.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.252E-1 4.295E-1
320 2.291E+5 5.360E+0 2.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.284E-1 4.298E-1
320 2.291E+5 5.360E+0 2.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.315E-1 4.303E-1
320 2.291E+5 5.360E+0 2.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.345E-1 4.308E-1
320 2.291E+5 5.360E+0 2.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.375E-1 4.314E-1
320 2.291E+5 5.360E+0 3.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.405E-1 4.320E-1
320 2.291E+5 5.360E+0 3.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.434E-1 4.328E-1
320 2.291E+5 5.360E+0 3.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.462E-1 4.336E-1
320 2.291E+5 5.360E+0 3.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.490E-1 4.345E-1
320 2.291E+5 5.360E+0 3.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.517E-1 4.356E-1
320 2.291E+5 5.360E+0 3.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.543E-1 4.367E-1
320 2.291E+5 5.360E+0 3.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.569E-1 4.379E-1
320 2.291E+5 5.360E+0 3.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.594E-1 4.392E-1
320 2.291E+5 5.360E+0 3.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.617E-1 4.406E-1
320 2.291E+5 5.360E+0 3.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.641E-1 4.422E-1
320 2.291E+5 5.360E+0 3.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.663E-1 4.438E-1
320 2.291E+5 5.360E+0 3.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.684E-1 4.455E-1
320 2.291E+5 5.360E+0 3.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.704E-1 4.474E-1
320 2.291E+5 5.360E+0 3.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.724E-1 4.493E-1
320 2.291E+5 5.360E+0 3.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.742E-1 4.514E-1
320 2.291E+5 5.360E+0 3.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.760E-1 4.535E-1
320 2.291E+5 5.360E+0 3.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.777E-1 4.557E-1
320 2.291E+5 5.360E+0 3.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.793E-1 4.580E-1
320 2.291E+5 5.360E+0 3.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.809E-1 4.603E-1
320 2.291E+5 5.360E+0 3.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.823E-1 4.628E-1
320 2.291E+5 5.360E+0 3.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.838E-1 4.652E-1
320 2.291E+5 5.360E+0 3.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.851E-1 4.678E-1
320 2.291E+5 5.360E+0 3.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.863E-1 4.704E-1
320 2.291E+5 5.360E+0 3.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.875E-1 4.730E-1
320 2.291E+5 5.360E+0 3.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.887E-1 4.756E-1
320 3.020E+5 5.480E+0 2.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.595E-1 4.283E-1
320 3.020E+5 5.480E+0 2.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.628E-1 4.282E-1
320 3.020E+5 5.480E+0 2.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.661E-1 4.282E-1
320 3.020E+5 5.480E+0 2.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.694E-1 4.281E-1
320 3.020E+5 5.480E+0 2.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.728E-1 4.281E-1
320 3.020E+5 5.480E+0 2.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.761E-1 4.281E-1
320 3.020E+5 5.480E+0 2.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.794E-1 4.281E-1
320 3.020E+5 5.480E+0 2.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.827E-1 4.281E-1
320 3.020E+5 5.480E+0 2.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.861E-1 4.280E-1
320 3.020E+5 5.480E+0 2.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.894E-1 4.281E-1
320 3.020E+5 5.480E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.927E-1 4.281E-1
320 3.020E+5 5.480E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.960E-1 4.282E-1
320 3.020E+5 5.480E+0 2.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.993E-1 4.282E-1
320 3.020E+5 5.480E+0 2.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.026E-1 4.283E-1
320 3.020E+5 5.480E+0 2.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.059E-1 4.284E-1
320 3.020E+5 5.480E+0 2.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.092E-1 4.286E-1
320 3.020E+5 5.480E+0 2.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.125E-1 4.287E-1
320 3.020E+5 5.480E+0 2.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.157E-1 4.289E-1
320 3.020E+5 5.480E+0 2.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.189E-1 4.292E-1
320 3.020E+5 5.480E+0 2.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.221E-1 4.295E-1
320 3.020E+5 5.480E+0 2.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.253E-1 4.298E-1
320 3.020E+5 5.480E+0 2.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.284E-1 4.302E-1
320 3.020E+5 5.480E+0 2.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.315E-1 4.306E-1
320 3.020E+5 5.480E+0 2.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.346E-1 4.312E-1
320 3.020E+5 5.480E+0 2.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.376E-1 4.318E-1
320 3.020E+5 5.480E+0 3.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.406E-1 4.324E-1
320 3.020E+5 5.480E+0 3.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.435E-1 4.332E-1
320 3.020E+5 5.480E+0 3.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.463E-1 4.340E-1
320 3.020E+5 5.480E+0 3.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.491E-1 4.349E-1
320 3.020E+5 5.480E+0 3.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.518E-1 4.359E-1
320 3.020E+5 5.480E+0 3.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.545E-1 4.370E-1
320 3.020E+5 5.480E+0 3.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.570E-1 4.383E-1
320 3.020E+5 5.480E+0 3.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.595E-1 4.396E-1
320 3.020E+5 5.480E+0 3.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.619E-1 4.410E-1
320 3.020E+5 5.480E+0 3.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.641E-1 4.426E-1
320 3.020E+5 5.480E+0 3.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.664E-1 4.442E-1
320 3.020E+5 5.480E+0 3.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.685E-1 4.460E-1
320 3.020E+5 5.480E+0 3.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.705E-1 4.479E-1
320 3.020E+5 5.480E+0 3.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.725E-1 4.498E-1
320 3.020E+5 5.480E+0 3.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.743E-1 4.519E-1
320 3.020E+5 5.480E+0 3.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.761E-1 4.540E-1
320 3.020E+5 5.480E+0 3.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.778E-1 4.562E-1
320 3.020E+5 5.480E+0 3.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.794E-1 4.585E-1
320 3.020E+5 5.480E+0 3.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.810E-1 4.609E-1
320 3.020E+5 5.480E+0 3.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.824E-1 4.633E-1
320 3.020E+5 5.480E+0 3.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.839E-1 4.658E-1
320 3.020E+5 5.480E+0 3.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.852E-1 4.684E-1
320 3.020E+5 5.480E+0 3.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.864E-1 4.710E-1
320 3.020E+5 5.480E+0 3.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.876E-1 4.736E-1
320 3.020E+5 5.480E+0 3.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.887E-1 4.763E-1
320 3.981E+5 5.600E+0 2.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.595E-1 4.285E-1
320 3.981E+5 5.600E+0 2.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.628E-1 4.284E-1
320 3.981E+5 5.600E+0 2.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.662E-1 4.284E-1
320 3.981E+5 5.600E+0 2.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.695E-1 4.283E-1
320 3.981E+5 5.600E+0 2.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.728E-1 4.283E-1
320 3.981E+5 5.600E+0 2.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.761E-1 4.283E-1
320 3.981E+5 5.600E+0 2.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.795E-1 4.282E-1
320 3.981E+5 5.600E+0 2.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.828E-1 4.283E-1
320 3.981E+5 5.600E+0 2.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.861E-1 4.282E-1
320 3.981E+5 5.600E+0 2.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.894E-1 4.283E-1
320 3.981E+5 5.600E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.928E-1 4.283E-1
320 3.981E+5 5.600E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.961E-1 4.283E-1
320 3.981E+5 5.600E+0 2.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.994E-1 4.284E-1
320 3.981E+5 5.600E+0 2.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.027E-1 4.285E-1
320 3.981E+5 5.600E+0 2.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.060E-1 4.286E-1
320 3.981E+5 5.600E+0 2.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.093E-1 4.288E-1
320 3.981E+5 5.600E+0 2.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.125E-1 4.290E-1
320 3.981E+5 5.600E+0 2.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.158E-1 4.292E-1
