r0 AplusA epsL
1.450E-8 5.500E-10 -1.085E-3
1.450E-8 6.000E-10 -1.292E-3
1.450E-8 6.500E-10 -1.515E-3
1.450E-8 7.000E-10 -1.757E-3
1.450E-8 7.500E-10 -2.017E-3
1.450E-8 8.000E-10 -2.294E-3
1.450E-8 8.500E-10 -2.589E-3
1.450E-8 9.000E-10 -2.902E-3
1.450E-8 9.500E-10 -3.232E-3
1.450E-8 1.000E-9 -3.580E-3
1.450E-8 1.050E-9 -3.946E-3
1.450E-8 1.100E-9 -4.329E-3
1.450E-8 1.150E-9 -4.730E-3
1.450E-8 1.200E-9 -5.148E-3
1.450E-8 1.250E-9 -5.584E-3
1.450E-8 1.300E-9 -6.037E-3
1.450E-8 1.350E-9 -6.507E-3
1.450E-8 1.400E-9 -6.995E-3
1.450E-8 1.450E-9 -7.500E-3
1.450E-8 1.500E-9 -8.023E-3
1.450E-8 1.550E-9 -8.562E-3
1.450E-8 1.600E-9 -9.119E-3
1.450E-8 1.650E-9 -9.692E-3
1.450E-8 1.700E-9 -1.028E-2
1.450E-8 1.750E-9 -1.089E-2
1.450E-8 1.800E-9 -1.152E-2
1.450E-8 1.850E-9 -1.216E-2
1.450E-8 1.900E-9 -1.282E-2
1.450E-8 1.950E-9 -1.349E-2
1.450E-8 2.000E-9 -1.418E-2
1.450E-8 2.050E-9 -1.489E-2
1.450E-8 2.100E-9 -1.561E-2
1.450E-8 2.150E-9 -1.636E-2
1.450E-8 2.200E-9 -1.711E-2
1.450E-8 2.250E-9 -1.789E-2
1.450E-8 2.300E-9 -1.868E-2
1.450E-8 2.350E-9 -1.948E-2
1.450E-8 2.400E-9 -2.031E-2
1.450E-8 2.450E-9 -2.114E-2
1.450E-8 2.500E-9 -2.200E-2
1.450E-8 2.550E-9 -2.287E-2
1.450E-8 2.600E-9 -2.375E-2
1.450E-8 2.650E-9 -2.466E-2
1.450E-8 2.700E-9 -2.557E-2
1.450E-8 2.750E-9 -2.651E-2
1.450E-8 2.800E-9 -2.745E-2
1.450E-8 2.850E-9 -2.842E-2
1.450E-8 2.900E-9 -2.940E-2
1.450E-8 2.950E-9 -3.039E-2
1.450E-8 3.000E-9 -3.140E-2
1.500E-8 3.000E-10 -3.161E-4
1.500E-8 3.500E-10 -4.302E-4
1.500E-8 4.000E-10 -5.618E-4
1.500E-8 4.500E-10 -7.109E-4
1.500E-8 5.000E-10 -8.776E-4
1.500E-8 5.500E-10 -1.062E-3
1.500E-8 6.000E-10 -1.263E-3
1.500E-8 6.500E-10 -1.482E-3
1.500E-8 7.000E-10 -1.719E-3
1.500E-8 7.500E-10 -1.973E-3
1.500E-8 8.000E-10 -2.244E-3
1.500E-8 8.500E-10 -2.532E-3
1.500E-8 9.000E-10 -2.838E-3
1.500E-8 9.500E-10 -3.161E-3
1.500E-8 1.000E-9 -3.502E-3
1.500E-8 1.050E-9 -3.860E-3
1.500E-8 1.100E-9 -4.234E-3
1.500E-8 1.150E-9 -4.626E-3
1.500E-8 1.200E-9 -5.036E-3
1.500E-8 1.250E-9 -5.462E-3
1.500E-8 1.300E-9 -5.905E-3
1.500E-8 1.350E-9 -6.365E-3
1.500E-8 1.400E-9 -6.843E-3
1.500E-8 1.450E-9 -7.337E-3
1.500E-8 1.500E-9 -7.848E-3
1.500E-8 1.550E-9 -8.376E-3
1.500E-8 1.600E-9 -8.920E-3
1.500E-8 1.650E-9 -9.482E-3
1.500E-8 1.700E-9 -1.006E-2
1.500E-8 1.750E-9 -1.065E-2
1.500E-8 1.800E-9 -1.127E-2
1.500E-8 1.850E-9 -1.189E-2
1.500E-8 1.900E-9 -1.254E-2
1.500E-8 1.950E-9 -1.320E-2
1.500E-8 2.000E-9 -1.388E-2
1.500E-8 2.050E-9 -1.457E-2
1.500E-8 2.100E-9 -1.528E-2
1.500E-8 2.150E-9 -1.600E-2
1.500E-8 2.200E-9 -1.674E-2
1.500E-8 2.250E-9 -1.750E-2
1.500E-8 2.300E-9 -1.828E-2
1.500E-8 2.350E-9 -1.906E-2
1.500E-8 2.400E-9 -1.987E-2
1.500E-8 2.450E-9 -2.069E-2
1.500E-8 2.500E-9 -2.153E-2
1.500E-8 2.550E-9 -2.238E-2
1.500E-8 2.600E-9 -2.325E-2
1.500E-8 2.650E-9 -2.413E-2
1.500E-8 2.700E-9 -2.503E-2
1.500E-8 2.750E-9 -2.594E-2
1.500E-8 2.800E-9 -2.687E-2
1.500E-8 2.850E-9 -2.781E-2
1.500E-8 2.900E-9 -2.877E-2
1.500E-8 2.950E-9 -2.975E-2
1.500E-8 3.000E-9 -3.073E-2
1.550E-8 3.000E-10 -3.093E-4
1.550E-8 3.500E-10 -4.209E-4
1.550E-8 4.000E-10 -5.497E-4
1.550E-8 4.500E-10 -6.956E-4
1.550E-8 5.000E-10 -8.587E-4
1.550E-8 5.500E-10 -1.039E-3
1.550E-8 6.000E-10 -1.236E-3
1.550E-8 6.500E-10 -1.450E-3
1.550E-8 7.000E-10 -1.682E-3
1.550E-8 7.500E-10 -1.930E-3
1.550E-8 8.000E-10 -2.196E-3
1.550E-8 8.500E-10 -2.478E-3
1.550E-8 9.000E-10 -2.777E-3
1.550E-8 9.500E-10 -3.094E-3
1.550E-8 1.000E-9 -3.427E-3
1.550E-8 1.050E-9 -3.777E-3
1.550E-8 1.100E-9 -4.144E-3
1.550E-8 1.150E-9 -4.527E-3
1.550E-8 1.200E-9 -4.928E-3
1.550E-8 1.250E-9 -5.345E-3
1.550E-8 1.300E-9 -5.779E-3
1.550E-8 1.350E-9 -6.229E-3
1.550E-8 1.400E-9 -6.697E-3
1.550E-8 1.450E-9 -7.180E-3
1.550E-8 1.500E-9 -7.680E-3
1.550E-8 1.550E-9 -8.197E-3
1.550E-8 1.600E-9 -8.730E-3
1.550E-8 1.650E-9 -9.280E-3
1.550E-8 1.700E-9 -9.846E-3
1.550E-8 1.750E-9 -1.043E-2
1.550E-8 1.800E-9 -1.103E-2
1.550E-8 1.850E-9 -1.164E-2
1.550E-8 1.900E-9 -1.227E-2
1.550E-8 1.950E-9 -1.292E-2
1.550E-8 2.000E-9 -1.358E-2
1.550E-8 2.050E-9 -1.426E-2
1.550E-8 2.100E-9 -1.495E-2
1.550E-8 2.150E-9 -1.566E-2
1.550E-8 2.200E-9 -1.639E-2
1.550E-8 2.250E-9 -1.713E-2
1.550E-8 2.300E-9 -1.789E-2
1.550E-8 2.350E-9 -1.866E-2
1.550E-8 2.400E-9 -1.945E-2
1.550E-8 2.450E-9 -2.026E-2
1.550E-8 2.500E-9 -2.107E-2
1.550E-8 2.550E-9 -2.191E-2
1.550E-8 2.600E-9 -2.276E-2
1.550E-8 2.650E-9 -2.362E-2
1.550E-8 2.700E-9 -2.450E-2
1.550E-8 2.750E-9 -2.540E-2
1.550E-8 2.800E-9 -2.631E-2
1.550E-8 2.850E-9 -2.723E-2
1.550E-8 2.900E-9 -2.817E-2
1.550E-8 2.950E-9 -2.913E-2
1.550E-8 3.000E-9 -3.009E-2
1.600E-8 3.000E-10 -3.028E-4
1.600E-8 3.500E-10 -4.120E-4
1.600E-8 4.000E-10 -5.381E-4
1.600E-8 4.500E-10 -6.810E-4
1.600E-8 5.000E-10 -8.406E-4
1.600E-8 5.500E-10 -1.017E-3
1.600E-8 6.000E-10 -1.210E-3
1.600E-8 6.500E-10 -1.420E-3
1.600E-8 7.000E-10 -1.646E-3
1.600E-8 7.500E-10 -1.890E-3
1.600E-8 8.000E-10 -2.149E-3
1.600E-8 8.500E-10 -2.426E-3
1.600E-8 9.000E-10 -2.719E-3
1.600E-8 9.500E-10 -3.028E-3
1.600E-8 1.000E-9 -3.355E-3
1.600E-8 1.050E-9 -3.697E-3
1.600E-8 1.100E-9 -4.057E-3
1.600E-8 1.150E-9 -4.432E-3
1.600E-8 1.200E-9 -4.824E-3
1.600E-8 1.250E-9 -5.233E-3
1.600E-8 1.300E-9 -5.658E-3
1.600E-8 1.350E-9 -6.099E-3
1.600E-8 1.400E-9 -6.556E-3
1.600E-8 1.450E-9 -7.030E-3
1.600E-8 1.500E-9 -7.520E-3
1.600E-8 1.550E-9 -8.026E-3
1.600E-8 1.600E-9 -8.548E-3
1.600E-8 1.650E-9 -9.086E-3
1.600E-8 1.700E-9 -9.640E-3
1.600E-8 1.750E-9 -1.021E-2
1.600E-8 1.800E-9 -1.080E-2
1.600E-8 1.850E-9 -1.140E-2
1.600E-8 1.900E-9 -1.202E-2
1.600E-8 1.950E-9 -1.265E-2
1.600E-8 2.000E-9 -1.330E-2
1.600E-8 2.050E-9 -1.396E-2
1.600E-8 2.100E-9 -1.464E-2
1.600E-8 2.150E-9 -1.534E-2
1.600E-8 2.200E-9 -1.605E-2
1.600E-8 2.250E-9 -1.678E-2
1.600E-8 2.300E-9 -1.752E-2
1.600E-8 2.350E-9 -1.828E-2
1.600E-8 2.400E-9 -1.905E-2
1.600E-8 2.450E-9 -1.984E-2
1.600E-8 2.500E-9 -2.064E-2
1.600E-8 2.550E-9 -2.146E-2
1.600E-8 2.600E-9 -2.229E-2
1.600E-8 2.650E-9 -2.314E-2
1.600E-8 2.700E-9 -2.400E-2
1.600E-8 2.750E-9 -2.488E-2
1.600E-8 2.800E-9 -2.577E-2
1.600E-8 2.850E-9 -2.667E-2
1.600E-8 2.900E-9 -2.760E-2
1.600E-8 2.950E-9 -2.853E-2
1.600E-8 3.000E-9 -2.948E-2
1.650E-8 3.000E-10 -2.965E-4
1.650E-8 3.500E-10 -4.035E-4
1.650E-8 4.000E-10 -5.270E-4
1.650E-8 4.500E-10 -6.669E-4
1.650E-8 5.000E-10 -8.232E-4
1.650E-8 5.500E-10 -9.959E-4
1.650E-8 6.000E-10 -1.185E-3
1.650E-8 6.500E-10 -1.390E-3
1.650E-8 7.000E-10 -1.612E-3
1.650E-8 7.500E-10 -1.850E-3
1.650E-8 8.000E-10 -2.105E-3
1.650E-8 8.500E-10 -2.376E-3
1.650E-8 9.000E-10 -2.663E-3
1.650E-8 9.500E-10 -2.966E-3
1.650E-8 1.000E-9 -3.285E-3
1.650E-8 1.050E-9 -3.621E-3
1.650E-8 1.100E-9 -3.973E-3
1.650E-8 1.150E-9 -4.341E-3
1.650E-8 1.200E-9 -4.725E-3
1.650E-8 1.250E-9 -5.125E-3
1.650E-8 1.300E-9 -5.541E-3
1.650E-8 1.350E-9 -5.973E-3
1.650E-8 1.400E-9 -6.421E-3
1.650E-8 1.450E-9 -6.885E-3
1.650E-8 1.500E-9 -7.365E-3
1.650E-8 1.550E-9 -7.861E-3
1.650E-8 1.600E-9 -8.373E-3
1.650E-8 1.650E-9 -8.900E-3
1.650E-8 1.700E-9 -9.443E-3
1.650E-8 1.750E-9 -1.000E-2
1.650E-8 1.800E-9 -1.058E-2
1.650E-8 1.850E-9 -1.117E-2
1.650E-8 1.900E-9 -1.177E-2
1.650E-8 1.950E-9 -1.239E-2
1.650E-8 2.000E-9 -1.303E-2
1.650E-8 2.050E-9 -1.368E-2
1.650E-8 2.100E-9 -1.435E-2
1.650E-8 2.150E-9 -1.503E-2
1.650E-8 2.200E-9 -1.572E-2
1.650E-8 2.250E-9 -1.644E-2
1.650E-8 2.300E-9 -1.716E-2
1.650E-8 2.350E-9 -1.791E-2
1.650E-8 2.400E-9 -1.866E-2
1.650E-8 2.450E-9 -1.944E-2
1.650E-8 2.500E-9 -2.022E-2
1.650E-8 2.550E-9 -2.102E-2
1.650E-8 2.600E-9 -2.184E-2
1.650E-8 2.650E-9 -2.267E-2
1.650E-8 2.700E-9 -2.352E-2
1.650E-8 2.750E-9 -2.438E-2
1.650E-8 2.800E-9 -2.525E-2
1.650E-8 2.850E-9 -2.614E-2
1.650E-8 2.900E-9 -2.704E-2
1.650E-8 2.950E-9 -2.796E-2
1.650E-8 3.000E-9 -2.889E-2
1.700E-8 3.000E-10 -2.905E-4
1.700E-8 3.500E-10 -3.953E-4
1.700E-8 4.000E-10 -5.163E-4
1.700E-8 4.500E-10 -6.533E-4
1.700E-8 5.000E-10 -8.065E-4
1.700E-8 5.500E-10 -9.757E-4
1.700E-8 6.000E-10 -1.161E-3
1.700E-8 6.500E-10 -1.362E-3
1.700E-8 7.000E-10 -1.580E-3
1.700E-8 7.500E-10 -1.813E-3
1.700E-8 8.000E-10 -2.062E-3
1.700E-8 8.500E-10 -2.328E-3
1.700E-8 9.000E-10 -2.609E-3
1.700E-8 9.500E-10 -2.906E-3
1.700E-8 1.000E-9 -3.219E-3
1.700E-8 1.050E-9 -3.548E-3
1.700E-8 1.100E-9 -3.893E-3
1.700E-8 1.150E-9 -4.253E-3
1.700E-8 1.200E-9 -4.630E-3
1.700E-8 1.250E-9 -5.022E-3
1.700E-8 1.300E-9 -5.429E-3
1.700E-8 1.350E-9 -5.853E-3
1.700E-8 1.400E-9 -6.292E-3
1.700E-8 1.450E-9 -6.747E-3
1.700E-8 1.500E-9 -7.217E-3
1.700E-8 1.550E-9 -7.703E-3
1.700E-8 1.600E-9 -8.204E-3
1.700E-8 1.650E-9 -8.721E-3
1.700E-8 1.700E-9 -9.253E-3
1.700E-8 1.750E-9 -9.800E-3
1.700E-8 1.800E-9 -1.036E-2
1.700E-8 1.850E-9 -1.094E-2
1.700E-8 1.900E-9 -1.153E-2
1.700E-8 1.950E-9 -1.214E-2
1.700E-8 2.000E-9 -1.277E-2
1.700E-8 2.050E-9 -1.340E-2
1.700E-8 2.100E-9 -1.406E-2
1.700E-8 2.150E-9 -1.473E-2
1.700E-8 2.200E-9 -1.541E-2
1.700E-8 2.250E-9 -1.611E-2
1.700E-8 2.300E-9 -1.682E-2
1.700E-8 2.350E-9 -1.755E-2
1.700E-8 2.400E-9 -1.829E-2
1.700E-8 2.450E-9 -1.905E-2
1.700E-8 2.500E-9 -1.982E-2
1.700E-8 2.550E-9 -2.061E-2
1.700E-8 2.600E-9 -2.141E-2
1.700E-8 2.650E-9 -2.222E-2
1.700E-8 2.700E-9 -2.305E-2
1.700E-8 2.750E-9 -2.389E-2
1.700E-8 2.800E-9 -2.475E-2
1.700E-8 2.850E-9 -2.562E-2
1.700E-8 2.900E-9 -2.651E-2
1.700E-8 2.950E-9 -2.741E-2
1.700E-8 3.000E-9 -2.832E-2
1.750E-8 3.000E-10 -2.847E-4
1.750E-8 3.500E-10 -3.874E-4
1.750E-8 4.000E-10 -5.060E-4
1.750E-8 4.500E-10 -6.403E-4
1.750E-8 5.000E-10 -7.904E-4
1.750E-8 5.500E-10 -9.563E-4
1.750E-8 6.000E-10 -1.138E-3
1.750E-8 6.500E-10 -1.335E-3
1.750E-8 7.000E-10 -1.548E-3
1.750E-8 7.500E-10 -1.777E-3
1.750E-8 8.000E-10 -2.021E-3
1.750E-8 8.500E-10 -2.281E-3
1.750E-8 9.000E-10 -2.557E-3
1.750E-8 9.500E-10 -2.848E-3
1.750E-8 1.000E-9 -3.155E-3
1.750E-8 1.050E-9 -3.477E-3
1.750E-8 1.100E-9 -3.815E-3
1.750E-8 1.150E-9 -4.169E-3
1.750E-8 1.200E-9 -4.538E-3
1.750E-8 1.250E-9 -4.922E-3
1.750E-8 1.300E-9 -5.322E-3
1.750E-8 1.350E-9 -5.737E-3
1.750E-8 1.400E-9 -6.167E-3
1.750E-8 1.450E-9 -6.613E-3
1.750E-8 1.500E-9 -7.074E-3
1.750E-8 1.550E-9 -7.550E-3
1.750E-8 1.600E-9 -8.042E-3
1.750E-8 1.650E-9 -8.548E-3
1.750E-8 1.700E-9 -9.070E-3
1.750E-8 1.750E-9 -9.607E-3
1.750E-8 1.800E-9 -1.016E-2
1.750E-8 1.850E-9 -1.073E-2
1.750E-8 1.900E-9 -1.131E-2
1.750E-8 1.950E-9 -1.190E-2
1.750E-8 2.000E-9 -1.252E-2
1.750E-8 2.050E-9 -1.314E-2
1.750E-8 2.100E-9 -1.378E-2
1.750E-8 2.150E-9 -1.444E-2
1.750E-8 2.200E-9 -1.511E-2
1.750E-8 2.250E-9 -1.579E-2
1.750E-8 2.300E-9 -1.649E-2
1.750E-8 2.350E-9 -1.721E-2
1.750E-8 2.400E-9 -1.793E-2
1.750E-8 2.450E-9 -1.868E-2
1.750E-8 2.500E-9 -1.943E-2
1.750E-8 2.550E-9 -2.020E-2
1.750E-8 2.600E-9 -2.099E-2
1.750E-8 2.650E-9 -2.179E-2
1.750E-8 2.700E-9 -2.260E-2
1.750E-8 2.750E-9 -2.343E-2
1.750E-8 2.800E-9 -2.427E-2
1.750E-8 2.850E-9 -2.513E-2
1.750E-8 2.900E-9 -2.599E-2
1.750E-8 2.950E-9 -2.688E-2
1.750E-8 3.000E-9 -2.777E-2
1.800E-8 3.000E-10 -2.791E-4
1.800E-8 3.500E-10 -3.799E-4
1.800E-8 4.000E-10 -4.961E-4
1.800E-8 4.500E-10 -6.278E-4
1.800E-8 5.000E-10 -7.750E-4
1.800E-8 5.500E-10 -9.376E-4
1.800E-8 6.000E-10 -1.116E-3
1.800E-8 6.500E-10 -1.309E-3
1.800E-8 7.000E-10 -1.518E-3
1.800E-8 7.500E-10 -1.742E-3
1.800E-8 8.000E-10 -1.982E-3
1.800E-8 8.500E-10 -2.237E-3
1.800E-8 9.000E-10 -2.507E-3
1.800E-8 9.500E-10 -2.793E-3
1.800E-8 1.000E-9 -3.094E-3
1.800E-8 1.050E-9 -3.410E-3
1.800E-8 1.100E-9 -3.741E-3
1.800E-8 1.150E-9 -4.088E-3
1.800E-8 1.200E-9 -4.449E-3
1.800E-8 1.250E-9 -4.826E-3
1.800E-8 1.300E-9 -5.218E-3
1.800E-8 1.350E-9 -5.625E-3
1.800E-8 1.400E-9 -6.047E-3
1.800E-8 1.450E-9 -6.485E-3
1.800E-8 1.500E-9 -6.937E-3
1.800E-8 1.550E-9 -7.404E-3
1.800E-8 1.600E-9 -7.886E-3
1.800E-8 1.650E-9 -8.383E-3
1.800E-8 1.700E-9 -8.894E-3
1.800E-8 1.750E-9 -9.421E-3
1.800E-8 1.800E-9 -9.962E-3
1.800E-8 1.850E-9 -1.052E-2
1.800E-8 1.900E-9 -1.109E-2
1.800E-8 1.950E-9 -1.167E-2
1.800E-8 2.000E-9 -1.227E-2
1.800E-8 2.050E-9 -1.289E-2
1.800E-8 2.100E-9 -1.352E-2
1.800E-8 2.150E-9 -1.416E-2
1.800E-8 2.200E-9 -1.482E-2
1.800E-8 2.250E-9 -1.549E-2
1.800E-8 2.300E-9 -1.618E-2
1.800E-8 2.350E-9 -1.688E-2
1.800E-8 2.400E-9 -1.759E-2
1.800E-8 2.450E-9 -1.832E-2
1.800E-8 2.500E-9 -1.906E-2
1.800E-8 2.550E-9 -1.982E-2
1.800E-8 2.600E-9 -2.059E-2
1.800E-8 2.650E-9 -2.137E-2
1.800E-8 2.700E-9 -2.217E-2
1.800E-8 2.750E-9 -2.298E-2
1.800E-8 2.800E-9 -2.381E-2
1.800E-8 2.850E-9 -2.465E-2
1.800E-8 2.900E-9 -2.550E-2
1.800E-8 2.950E-9 -2.637E-2
1.800E-8 3.000E-9 -2.725E-2
1.850E-8 3.000E-10 -2.738E-4
1.850E-8 3.500E-10 -3.726E-4
1.850E-8 4.000E-10 -4.866E-4
1.850E-8 4.500E-10 -6.158E-4
1.850E-8 5.000E-10 -7.601E-4
1.850E-8 5.500E-10 -9.196E-4
1.850E-8 6.000E-10 -1.094E-3
1.850E-8 6.500E-10 -1.284E-3
1.850E-8 7.000E-10 -1.489E-3
1.850E-8 7.500E-10 -1.709E-3
1.850E-8 8.000E-10 -1.944E-3
1.850E-8 8.500E-10 -2.194E-3
1.850E-8 9.000E-10 -2.459E-3
1.850E-8 9.500E-10 -2.739E-3
1.850E-8 1.000E-9 -3.034E-3
1.850E-8 1.050E-9 -3.344E-3
1.850E-8 1.100E-9 -3.669E-3
1.850E-8 1.150E-9 -4.009E-3
1.850E-8 1.200E-9 -4.364E-3
1.850E-8 1.250E-9 -4.734E-3
1.850E-8 1.300E-9 -5.119E-3
1.850E-8 1.350E-9 -5.518E-3
1.850E-8 1.400E-9 -5.932E-3
1.850E-8 1.450E-9 -6.361E-3
1.850E-8 1.500E-9 -6.805E-3
1.850E-8 1.550E-9 -7.263E-3
1.850E-8 1.600E-9 -7.736E-3
1.850E-8 1.650E-9 -8.223E-3
1.850E-8 1.700E-9 -8.725E-3
1.850E-8 1.750E-9 -9.242E-3
1.850E-8 1.800E-9 -9.773E-3
1.850E-8 1.850E-9 -1.032E-2
1.850E-8 1.900E-9 -1.088E-2
1.850E-8 1.950E-9 -1.145E-2
1.850E-8 2.000E-9 -1.204E-2
1.850E-8 2.050E-9 -1.264E-2
1.850E-8 2.100E-9 -1.326E-2
1.850E-8 2.150E-9 -1.389E-2
1.850E-8 2.200E-9 -1.454E-2
1.850E-8 2.250E-9 -1.520E-2
1.850E-8 2.300E-9 -1.587E-2
1.850E-8 2.350E-9 -1.656E-2
1.850E-8 2.400E-9 -1.726E-2
1.850E-8 2.450E-9 -1.797E-2
1.850E-8 2.500E-9 -1.870E-2
1.850E-8 2.550E-9 -1.944E-2
1.850E-8 2.600E-9 -2.020E-2
1.850E-8 2.650E-9 -2.097E-2
1.850E-8 2.700E-9 -2.175E-2
1.850E-8 2.750E-9 -2.255E-2
1.850E-8 2.800E-9 -2.336E-2
1.850E-8 2.850E-9 -2.419E-2
1.850E-8 2.900E-9 -2.502E-2
1.850E-8 2.950E-9 -2.587E-2
1.850E-8 3.000E-9 -2.674E-2
1.900E-8 3.000E-10 -2.686E-4
1.900E-8 3.500E-10 -3.655E-4
1.900E-8 4.000E-10 -4.774E-4
1.900E-8 4.500E-10 -6.041E-4
1.900E-8 5.000E-10 -7.458E-4
1.900E-8 5.500E-10 -9.023E-4
1.900E-8 6.000E-10 -1.074E-3
1.900E-8 6.500E-10 -1.260E-3
1.900E-8 7.000E-10 -1.461E-3
1.900E-8 7.500E-10 -1.677E-3
1.900E-8 8.000E-10 -1.907E-3
1.900E-8 8.500E-10 -2.153E-3
1.900E-8 9.000E-10 -2.413E-3
1.900E-8 9.500E-10 -2.688E-3
1.900E-8 1.000E-9 -2.977E-3
1.900E-8 1.050E-9 -3.282E-3
1.900E-8 1.100E-9 -3.600E-3
1.900E-8 1.150E-9 -3.934E-3
1.900E-8 1.200E-9 -4.282E-3
1.900E-8 1.250E-9 -4.645E-3
1.900E-8 1.300E-9 -5.022E-3
1.900E-8 1.350E-9 -5.414E-3
1.900E-8 1.400E-9 -5.821E-3
1.900E-8 1.450E-9 -6.242E-3
1.900E-8 1.500E-9 -6.677E-3
1.900E-8 1.550E-9 -7.127E-3
1.900E-8 1.600E-9 -7.591E-3
1.900E-8 1.650E-9 -8.069E-3
1.900E-8 1.700E-9 -8.562E-3
1.900E-8 1.750E-9 -9.069E-3
1.900E-8 1.800E-9 -9.590E-3
1.900E-8 1.850E-9 -1.013E-2
1.900E-8 1.900E-9 -1.068E-2
1.900E-8 1.950E-9 -1.124E-2
1.900E-8 2.000E-9 -1.182E-2
1.900E-8 2.050E-9 -1.241E-2
1.900E-8 2.100E-9 -1.301E-2
1.900E-8 2.150E-9 -1.363E-2
1.900E-8 2.200E-9 -1.427E-2
1.900E-8 2.250E-9 -1.491E-2
1.900E-8 2.300E-9 -1.558E-2
1.900E-8 2.350E-9 -1.625E-2
1.900E-8 2.400E-9 -1.694E-2
1.900E-8 2.450E-9 -1.764E-2
1.900E-8 2.500E-9 -1.836E-2
1.900E-8 2.550E-9 -1.909E-2
1.900E-8 2.600E-9 -1.983E-2
1.900E-8 2.650E-9 -2.058E-2
1.900E-8 2.700E-9 -2.135E-2
1.900E-8 2.750E-9 -2.214E-2
1.900E-8 2.800E-9 -2.293E-2
1.900E-8 2.850E-9 -2.374E-2
1.900E-8 2.900E-9 -2.456E-2
1.900E-8 2.950E-9 -2.540E-2
1.900E-8 3.000E-9 -2.625E-2
1.950E-8 3.000E-10 -2.636E-4
1.950E-8 3.500E-10 -3.588E-4
1.950E-8 4.000E-10 -4.686E-4
1.950E-8 4.500E-10 -5.930E-4
1.950E-8 5.000E-10 -7.320E-4
1.950E-8 5.500E-10 -8.855E-4
1.950E-8 6.000E-10 -1.054E-3
1.950E-8 6.500E-10 -1.236E-3
1.950E-8 7.000E-10 -1.434E-3
1.950E-8 7.500E-10 -1.646E-3
1.950E-8 8.000E-10 -1.872E-3
1.950E-8 8.500E-10 -2.113E-3
1.950E-8 9.000E-10 -2.368E-3
1.950E-8 9.500E-10 -2.638E-3
1.950E-8 1.000E-9 -2.922E-3
1.950E-8 1.050E-9 -3.221E-3
1.950E-8 1.100E-9 -3.534E-3
1.950E-8 1.150E-9 -3.861E-3
1.950E-8 1.200E-9 -4.203E-3
1.950E-8 1.250E-9 -4.559E-3
1.950E-8 1.300E-9 -4.930E-3
1.950E-8 1.350E-9 -5.315E-3
1.950E-8 1.400E-9 -5.714E-3
1.950E-8 1.450E-9 -6.127E-3
1.950E-8 1.500E-9 -6.554E-3
1.950E-8 1.550E-9 -6.996E-3
1.950E-8 1.600E-9 -7.451E-3
1.950E-8 1.650E-9 -7.921E-3
1.950E-8 1.700E-9 -8.405E-3
1.950E-8 1.750E-9 -8.902E-3
1.950E-8 1.800E-9 -9.414E-3
1.950E-8 1.850E-9 -9.940E-3
1.950E-8 1.900E-9 -1.048E-2
1.950E-8 1.950E-9 -1.103E-2
1.950E-8 2.000E-9 -1.160E-2
1.950E-8 2.050E-9 -1.218E-2
1.950E-8 2.100E-9 -1.278E-2
1.950E-8 2.150E-9 -1.338E-2
1.950E-8 2.200E-9 -1.401E-2
1.950E-8 2.250E-9 -1.464E-2
1.950E-8 2.300E-9 -1.529E-2
1.950E-8 2.350E-9 -1.595E-2
1.950E-8 2.400E-9 -1.663E-2
1.950E-8 2.450E-9 -1.732E-2
1.950E-8 2.500E-9 -1.802E-2
1.950E-8 2.550E-9 -1.874E-2
1.950E-8 2.600E-9 -1.947E-2
1.950E-8 2.650E-9 -2.021E-2
1.950E-8 2.700E-9 -2.097E-2
1.950E-8 2.750E-9 -2.173E-2
1.950E-8 2.800E-9 -2.252E-2
1.950E-8 2.850E-9 -2.331E-2
1.950E-8 2.900E-9 -2.412E-2
1.950E-8 2.950E-9 -2.494E-2
1.950E-8 3.000E-9 -2.577E-2
2.000E-8 3.000E-10 -2.588E-4
2.000E-8 3.500E-10 -3.522E-4
2.000E-8 4.000E-10 -4.600E-4
2.000E-8 4.500E-10 -5.822E-4
2.000E-8 5.000E-10 -7.186E-4
2.000E-8 5.500E-10 -8.694E-4
2.000E-8 6.000E-10 -1.035E-3
2.000E-8 6.500E-10 -1.214E-3
2.000E-8 7.000E-10 -1.408E-3
2.000E-8 7.500E-10 -1.616E-3
2.000E-8 8.000E-10 -1.838E-3
2.000E-8 8.500E-10 -2.074E-3
2.000E-8 9.000E-10 -2.325E-3
2.000E-8 9.500E-10 -2.590E-3
2.000E-8 1.000E-9 -2.869E-3
2.000E-8 1.050E-9 -3.162E-3
2.000E-8 1.100E-9 -3.470E-3
2.000E-8 1.150E-9 -3.791E-3
2.000E-8 1.200E-9 -4.127E-3
2.000E-8 1.250E-9 -4.477E-3
2.000E-8 1.300E-9 -4.841E-3
2.000E-8 1.350E-9 -5.218E-3
2.000E-8 1.400E-9 -5.610E-3
2.000E-8 1.450E-9 -6.016E-3
2.000E-8 1.500E-9 -6.436E-3
2.000E-8 1.550E-9 -6.869E-3
2.000E-8 1.600E-9 -7.317E-3
2.000E-8 1.650E-9 -7.778E-3
2.000E-8 1.700E-9 -8.253E-3
2.000E-8 1.750E-9 -8.742E-3
2.000E-8 1.800E-9 -9.244E-3
2.000E-8 1.850E-9 -9.761E-3
2.000E-8 1.900E-9 -1.029E-2
2.000E-8 1.950E-9 -1.083E-2
2.000E-8 2.000E-9 -1.139E-2
