delta fi R2
202 60 1.701E-2
202 62 1.701E-2
202 64 1.701E-2
202 66 1.701E-2
202 68 1.701E-2
202 70 1.701E-2
202 72 1.701E-2
202 74 1.701E-2
202 76 1.701E-2
202 78 1.701E-2
202 80 1.701E-2
202 82 1.701E-2
202 84 1.701E-2
202 86 1.701E-2
202 88 1.701E-2
202 90 1.701E-2
202 92 1.701E-2
202 94 1.701E-2
202 96 1.701E-2
202 98 1.701E-2
202 100 1.701E-2
202 102 1.701E-2
202 104 1.701E-2
202 106 1.701E-2
202 108 1.701E-2
202 110 1.701E-2
202 112 1.701E-2
202 114 1.701E-2
202 116 1.701E-2
202 118 1.701E-2
202 120 1.701E-2
202 122 1.701E-2
202 124 1.701E-2
202 126 1.701E-2
202 128 1.701E-2
202 130 1.701E-2
202 132 1.701E-2
202 134 1.701E-2
202 136 1.701E-2
202 138 1.701E-2
202 140 1.701E-2
202 142 1.701E-2
202 144 1.701E-2
202 146 1.701E-2
202 148 1.701E-2
202 150 1.701E-2
202 152 1.701E-2
202 154 1.701E-2
202 156 1.701E-2
202 158 1.701E-2
202 160 1.701E-2
202 162 1.701E-2
202 164 1.701E-2
202 166 1.701E-2
202 168 1.701E-2
202 170 1.701E-2
202 172 1.701E-2
202 174 1.701E-2
202 176 1.701E-2
202 178 1.701E-2
202 180 1.701E-2
204 0 1.690E-2
204 2 1.690E-2
204 4 1.690E-2
204 6 1.690E-2
204 8 1.690E-2
204 10 1.690E-2
204 12 1.690E-2
204 14 1.690E-2
204 16 1.690E-2
204 18 1.690E-2
204 20 1.690E-2
204 22 1.690E-2
204 24 1.690E-2
204 26 1.690E-2
204 28 1.690E-2
204 30 1.690E-2
204 32 1.690E-2
204 34 1.690E-2
204 36 1.690E-2
204 38 1.690E-2
204 40 1.690E-2
204 42 1.690E-2
204 44 1.690E-2
204 46 1.690E-2
204 48 1.690E-2
204 50 1.690E-2
204 52 1.690E-2
204 54 1.690E-2
204 56 1.690E-2
204 58 1.690E-2
204 60 1.690E-2
204 62 1.690E-2
204 64 1.690E-2
204 66 1.690E-2
204 68 1.690E-2
204 70 1.690E-2
204 72 1.690E-2
204 74 1.690E-2
204 76 1.690E-2
204 78 1.690E-2
204 80 1.690E-2
204 82 1.690E-2
204 84 1.690E-2
204 86 1.690E-2
204 88 1.690E-2
204 90 1.690E-2
204 92 1.690E-2
204 94 1.690E-2
204 96 1.690E-2
204 98 1.690E-2
204 100 1.690E-2
204 102 1.690E-2
204 104 1.690E-2
204 106 1.690E-2
204 108 1.690E-2
204 110 1.690E-2
204 112 1.690E-2
204 114 1.690E-2
204 116 1.690E-2
204 118 1.690E-2
204 120 1.690E-2
204 122 1.690E-2
204 124 1.690E-2
204 126 1.690E-2
204 128 1.690E-2
204 130 1.690E-2
204 132 1.690E-2
204 134 1.690E-2
204 136 1.690E-2
204 138 1.690E-2
204 140 1.690E-2
204 142 1.690E-2
204 144 1.690E-2
204 146 1.690E-2
204 148 1.690E-2
204 150 1.690E-2
204 152 1.690E-2
204 154 1.690E-2
204 156 1.690E-2
204 158 1.690E-2
204 160 1.690E-2
204 162 1.690E-2
204 164 1.690E-2
204 166 1.690E-2
204 168 1.690E-2
204 170 1.690E-2
204 172 1.690E-2
204 174 1.690E-2
204 176 1.690E-2
204 178 1.690E-2
204 180 1.690E-2
206 0 1.679E-2
206 2 1.679E-2
206 4 1.679E-2
206 6 1.679E-2
206 8 1.679E-2
206 10 1.679E-2
206 12 1.679E-2
206 14 1.679E-2
206 16 1.679E-2
206 18 1.679E-2
206 20 1.679E-2
206 22 1.679E-2
206 24 1.679E-2
206 26 1.679E-2
206 28 1.679E-2
206 30 1.679E-2
206 32 1.679E-2
206 34 1.679E-2
206 36 1.679E-2
206 38 1.679E-2
206 40 1.679E-2
206 42 1.679E-2
206 44 1.679E-2
206 46 1.679E-2
206 48 1.679E-2
206 50 1.679E-2
206 52 1.679E-2
206 54 1.679E-2
206 56 1.679E-2
206 58 1.679E-2
206 60 1.679E-2
206 62 1.679E-2
206 64 1.679E-2
206 66 1.679E-2
206 68 1.679E-2
206 70 1.679E-2
206 72 1.679E-2
206 74 1.679E-2
206 76 1.679E-2
206 78 1.679E-2
206 80 1.679E-2
206 82 1.679E-2
206 84 1.679E-2
206 86 1.679E-2
206 88 1.679E-2
206 90 1.679E-2
206 92 1.679E-2
206 94 1.679E-2
206 96 1.679E-2
206 98 1.679E-2
206 100 1.679E-2
206 102 1.679E-2
206 104 1.679E-2
206 106 1.679E-2
206 108 1.679E-2
206 110 1.679E-2
206 112 1.679E-2
206 114 1.679E-2
206 116 1.679E-2
206 118 1.679E-2
206 120 1.679E-2
206 122 1.679E-2
206 124 1.679E-2
206 126 1.679E-2
206 128 1.679E-2
206 130 1.679E-2
206 132 1.679E-2
206 134 1.679E-2
206 136 1.679E-2
206 138 1.679E-2
206 140 1.679E-2
206 142 1.679E-2
206 144 1.679E-2
206 146 1.679E-2
206 148 1.679E-2
206 150 1.679E-2
206 152 1.679E-2
206 154 1.679E-2
206 156 1.679E-2
206 158 1.679E-2
206 160 1.679E-2
206 162 1.679E-2
206 164 1.679E-2
206 166 1.679E-2
206 168 1.679E-2
206 170 1.679E-2
206 172 1.679E-2
206 174 1.679E-2
206 176 1.679E-2
206 178 1.679E-2
206 180 1.679E-2
208 0 1.666E-2
208 2 1.666E-2
208 4 1.666E-2
208 6 1.666E-2
208 8 1.666E-2
208 10 1.666E-2
208 12 1.666E-2
208 14 1.666E-2
208 16 1.666E-2
208 18 1.666E-2
208 20 1.666E-2
208 22 1.666E-2
208 24 1.666E-2
208 26 1.666E-2
208 28 1.666E-2
208 30 1.666E-2
208 32 1.666E-2
208 34 1.666E-2
208 36 1.666E-2
208 38 1.666E-2
208 40 1.666E-2
208 42 1.666E-2
208 44 1.666E-2
208 46 1.666E-2
208 48 1.666E-2
208 50 1.666E-2
208 52 1.666E-2
208 54 1.666E-2
208 56 1.666E-2
208 58 1.666E-2
208 60 1.666E-2
208 62 1.666E-2
208 64 1.666E-2
208 66 1.666E-2
208 68 1.666E-2
208 70 1.666E-2
208 72 1.666E-2
208 74 1.666E-2
208 76 1.666E-2
208 78 1.666E-2
208 80 1.666E-2
208 82 1.666E-2
208 84 1.666E-2
208 86 1.666E-2
208 88 1.666E-2
208 90 1.666E-2
208 92 1.666E-2
208 94 1.666E-2
208 96 1.666E-2
208 98 1.666E-2
208 100 1.666E-2
208 102 1.666E-2
208 104 1.666E-2
208 106 1.666E-2
208 108 1.666E-2
208 110 1.666E-2
208 112 1.666E-2
208 114 1.666E-2
208 116 1.666E-2
208 118 1.666E-2
208 120 1.666E-2
208 122 1.666E-2
208 124 1.666E-2
208 126 1.666E-2
208 128 1.666E-2
208 130 1.666E-2
208 132 1.666E-2
208 134 1.666E-2
208 136 1.666E-2
208 138 1.666E-2
208 140 1.666E-2
208 142 1.666E-2
208 144 1.666E-2
208 146 1.666E-2
208 148 1.666E-2
208 150 1.666E-2
208 152 1.666E-2
208 154 1.666E-2
208 156 1.666E-2
208 158 1.666E-2
208 160 1.666E-2
208 162 1.666E-2
208 164 1.666E-2
208 166 1.666E-2
208 168 1.666E-2
208 170 1.666E-2
208 172 1.666E-2
208 174 1.666E-2
208 176 1.666E-2
208 178 1.666E-2
208 180 1.666E-2
210 0 1.653E-2
210 2 1.653E-2
210 4 1.653E-2
210 6 1.653E-2
210 8 1.653E-2
210 10 1.653E-2
210 12 1.653E-2
210 14 1.653E-2
210 16 1.653E-2
210 18 1.653E-2
210 20 1.653E-2
210 22 1.653E-2
210 24 1.653E-2
210 26 1.653E-2
210 28 1.653E-2
210 30 1.653E-2
210 32 1.653E-2
210 34 1.653E-2
210 36 1.653E-2
210 38 1.653E-2
210 40 1.653E-2
210 42 1.653E-2
210 44 1.653E-2
210 46 1.653E-2
210 48 1.653E-2
210 50 1.653E-2
210 52 1.653E-2
210 54 1.653E-2
210 56 1.653E-2
210 58 1.653E-2
210 60 1.653E-2
210 62 1.653E-2
210 64 1.653E-2
210 66 1.653E-2
210 68 1.653E-2
210 70 1.653E-2
210 72 1.653E-2
210 74 1.653E-2
210 76 1.653E-2
210 78 1.653E-2
210 80 1.653E-2
210 82 1.653E-2
210 84 1.653E-2
210 86 1.653E-2
210 88 1.653E-2
210 90 1.653E-2
210 92 1.653E-2
210 94 1.653E-2
210 96 1.653E-2
210 98 1.653E-2
210 100 1.653E-2
210 102 1.653E-2
210 104 1.653E-2
210 106 1.653E-2
210 108 1.653E-2
210 110 1.653E-2
210 112 1.653E-2
210 114 1.653E-2
210 116 1.653E-2
210 118 1.653E-2
210 120 1.653E-2
210 122 1.653E-2
210 124 1.653E-2
210 126 1.653E-2
210 128 1.653E-2
210 130 1.653E-2
210 132 1.653E-2
210 134 1.653E-2
210 136 1.653E-2
210 138 1.653E-2
210 140 1.653E-2
210 142 1.653E-2
210 144 1.653E-2
210 146 1.653E-2
210 148 1.653E-2
210 150 1.653E-2
210 152 1.653E-2
210 154 1.653E-2
210 156 1.653E-2
210 158 1.653E-2
210 160 1.653E-2
210 162 1.653E-2
210 164 1.653E-2
210 166 1.653E-2
210 168 1.653E-2
210 170 1.653E-2
210 172 1.653E-2
210 174 1.653E-2
210 176 1.653E-2
210 178 1.653E-2
210 180 1.653E-2
212 0 1.639E-2
212 2 1.639E-2
212 4 1.639E-2
212 6 1.639E-2
212 8 1.639E-2
212 10 1.639E-2
212 12 1.639E-2
212 14 1.639E-2
212 16 1.639E-2
212 18 1.639E-2
212 20 1.639E-2
212 22 1.639E-2
212 24 1.639E-2
212 26 1.639E-2
212 28 1.639E-2
212 30 1.639E-2
212 32 1.639E-2
212 34 1.639E-2
212 36 1.639E-2
212 38 1.639E-2
212 40 1.639E-2
212 42 1.639E-2
212 44 1.639E-2
212 46 1.639E-2
212 48 1.639E-2
212 50 1.639E-2
212 52 1.639E-2
212 54 1.639E-2
212 56 1.639E-2
212 58 1.639E-2
212 60 1.639E-2
212 62 1.639E-2
212 64 1.639E-2
212 66 1.639E-2
212 68 1.639E-2
212 70 1.639E-2
212 72 1.639E-2
212 74 1.639E-2
212 76 1.639E-2
212 78 1.639E-2
212 80 1.639E-2
212 82 1.639E-2
212 84 1.639E-2
212 86 1.639E-2
212 88 1.639E-2
212 90 1.639E-2
212 92 1.639E-2
212 94 1.639E-2
212 96 1.639E-2
212 98 1.639E-2
212 100 1.639E-2
212 102 1.639E-2
212 104 1.639E-2
212 106 1.639E-2
212 108 1.639E-2
212 110 1.639E-2
212 112 1.639E-2
212 114 1.639E-2
212 116 1.639E-2
212 118 1.639E-2
212 120 1.639E-2
212 122 1.639E-2
212 124 1.639E-2
212 126 1.639E-2
212 128 1.639E-2
212 130 1.639E-2
212 132 1.639E-2
212 134 1.639E-2
212 136 1.639E-2
212 138 1.639E-2
212 140 1.639E-2
212 142 1.639E-2
212 144 1.639E-2
212 146 1.639E-2
212 148 1.639E-2
212 150 1.639E-2
212 152 1.639E-2
212 154 1.639E-2
212 156 1.639E-2
212 158 1.639E-2
212 160 1.639E-2
212 162 1.639E-2
212 164 1.639E-2
212 166 1.639E-2
212 168 1.639E-2
212 170 1.639E-2
212 172 1.639E-2
212 174 1.639E-2
212 176 1.639E-2
212 178 1.639E-2
212 180 1.639E-2
214 0 1.624E-2
214 2 1.624E-2
214 4 1.624E-2
214 6 1.624E-2
214 8 1.624E-2
214 10 1.624E-2
214 12 1.624E-2
214 14 1.624E-2
214 16 1.624E-2
214 18 1.624E-2
214 20 1.624E-2
214 22 1.624E-2
214 24 1.624E-2
214 26 1.624E-2
214 28 1.624E-2
214 30 1.624E-2
214 32 1.624E-2
214 34 1.624E-2
214 36 1.624E-2
214 38 1.624E-2
214 40 1.624E-2
214 42 1.624E-2
214 44 1.624E-2
214 46 1.624E-2
214 48 1.624E-2
214 50 1.624E-2
214 52 1.624E-2
214 54 1.624E-2
214 56 1.624E-2
214 58 1.624E-2
214 60 1.624E-2
214 62 1.624E-2
214 64 1.624E-2
214 66 1.624E-2
214 68 1.624E-2
214 70 1.624E-2
214 72 1.624E-2
214 74 1.624E-2
214 76 1.624E-2
214 78 1.624E-2
214 80 1.624E-2
214 82 1.624E-2
214 84 1.624E-2
214 86 1.624E-2
214 88 1.624E-2
214 90 1.624E-2
214 92 1.624E-2
214 94 1.624E-2
214 96 1.624E-2
214 98 1.624E-2
214 100 1.624E-2
214 102 1.624E-2
214 104 1.624E-2
214 106 1.624E-2
214 108 1.624E-2
214 110 1.624E-2
214 112 1.624E-2
214 114 1.624E-2
214 116 1.624E-2
214 118 1.624E-2
214 120 1.624E-2
214 122 1.624E-2
214 124 1.624E-2
214 126 1.624E-2
214 128 1.624E-2
214 130 1.624E-2
214 132 1.624E-2
214 134 1.624E-2
214 136 1.624E-2
214 138 1.624E-2
214 140 1.624E-2
214 142 1.624E-2
214 144 1.624E-2
214 146 1.624E-2
214 148 1.624E-2
214 150 1.624E-2
214 152 1.624E-2
214 154 1.624E-2
214 156 1.624E-2
214 158 1.624E-2
214 160 1.624E-2
214 162 1.624E-2
214 164 1.624E-2
214 166 1.624E-2
214 168 1.624E-2
214 170 1.624E-2
214 172 1.624E-2
214 174 1.624E-2
214 176 1.624E-2
214 178 1.624E-2
214 180 1.624E-2
216 0 1.609E-2
216 2 1.609E-2
216 4 1.609E-2
216 6 1.609E-2
216 8 1.609E-2
216 10 1.609E-2
216 12 1.609E-2
216 14 1.609E-2
216 16 1.609E-2
216 18 1.609E-2
216 20 1.609E-2
216 22 1.609E-2
216 24 1.609E-2
216 26 1.609E-2
216 28 1.609E-2
216 30 1.609E-2
216 32 1.609E-2
216 34 1.609E-2
216 36 1.609E-2
216 38 1.609E-2
216 40 1.609E-2
216 42 1.609E-2
216 44 1.609E-2
216 46 1.609E-2
216 48 1.609E-2
216 50 1.609E-2
216 52 1.609E-2
216 54 1.609E-2
216 56 1.609E-2
216 58 1.609E-2
216 60 1.609E-2
216 62 1.609E-2
216 64 1.609E-2
216 66 1.609E-2
216 68 1.609E-2
216 70 1.609E-2
216 72 1.609E-2
216 74 1.609E-2
216 76 1.609E-2
216 78 1.609E-2
216 80 1.609E-2
216 82 1.609E-2
216 84 1.609E-2
216 86 1.609E-2
216 88 1.609E-2
216 90 1.609E-2
216 92 1.609E-2
216 94 1.609E-2
216 96 1.609E-2
216 98 1.609E-2
216 100 1.609E-2
216 102 1.609E-2
216 104 1.609E-2
216 106 1.609E-2
216 108 1.609E-2
216 110 1.609E-2
216 112 1.609E-2
216 114 1.609E-2
216 116 1.609E-2
216 118 1.609E-2
216 120 1.609E-2
216 122 1.609E-2
216 124 1.609E-2
216 126 1.609E-2
216 128 1.609E-2
216 130 1.609E-2
216 132 1.609E-2
216 134 1.609E-2
216 136 1.609E-2
216 138 1.609E-2
216 140 1.609E-2
216 142 1.609E-2
216 144 1.609E-2
216 146 1.609E-2
216 148 1.609E-2
216 150 1.609E-2
216 152 1.609E-2
216 154 1.609E-2
216 156 1.609E-2
216 158 1.609E-2
216 160 1.609E-2
216 162 1.609E-2
216 164 1.609E-2
216 166 1.609E-2
216 168 1.609E-2
216 170 1.609E-2
216 172 1.609E-2
216 174 1.609E-2
216 176 1.609E-2
216 178 1.609E-2
216 180 1.609E-2
218 0 1.592E-2
218 2 1.592E-2
218 4 1.592E-2
218 6 1.592E-2
218 8 1.592E-2
218 10 1.592E-2
218 12 1.592E-2
218 14 1.592E-2
218 16 1.592E-2
218 18 1.592E-2
218 20 1.592E-2
218 22 1.592E-2
218 24 1.592E-2
218 26 1.592E-2
218 28 1.592E-2
218 30 1.592E-2
218 32 1.592E-2
218 34 1.592E-2
218 36 1.592E-2
218 38 1.592E-2
218 40 1.592E-2
218 42 1.592E-2
218 44 1.592E-2
218 46 1.592E-2
218 48 1.592E-2
218 50 1.592E-2
218 52 1.592E-2
218 54 1.592E-2
218 56 1.592E-2
218 58 1.592E-2
218 60 1.592E-2
218 62 1.592E-2
218 64 1.592E-2
218 66 1.592E-2
218 68 1.592E-2
218 70 1.592E-2
218 72 1.592E-2
218 74 1.592E-2
218 76 1.592E-2
218 78 1.592E-2
218 80 1.592E-2
218 82 1.592E-2
218 84 1.592E-2
218 86 1.592E-2
218 88 1.592E-2
218 90 1.592E-2
218 92 1.592E-2
218 94 1.592E-2
218 96 1.592E-2
218 98 1.592E-2
218 100 1.592E-2
218 102 1.592E-2
218 104 1.592E-2
218 106 1.592E-2
218 108 1.592E-2
218 110 1.592E-2
218 112 1.592E-2
218 114 1.592E-2
218 116 1.592E-2
218 118 1.592E-2
218 120 1.592E-2
218 122 1.592E-2
218 124 1.592E-2
218 126 1.592E-2
218 128 1.592E-2
218 130 1.592E-2
218 132 1.592E-2
218 134 1.592E-2
218 136 1.592E-2
218 138 1.592E-2
218 140 1.592E-2
218 142 1.592E-2
218 144 1.592E-2
218 146 1.592E-2
218 148 1.592E-2
218 150 1.592E-2
218 152 1.592E-2
218 154 1.592E-2
218 156 1.592E-2
218 158 1.592E-2
218 160 1.592E-2
218 162 1.592E-2
218 164 1.592E-2
218 166 1.592E-2
218 168 1.592E-2
218 170 1.592E-2
218 172 1.592E-2
218 174 1.592E-2
218 176 1.592E-2
218 178 1.592E-2
218 180 1.592E-2
220 0 1.575E-2
220 2 1.575E-2
220 4 1.575E-2
220 6 1.575E-2
220 8 1.575E-2
220 10 1.575E-2
220 12 1.575E-2
220 14 1.575E-2
220 16 1.575E-2
220 18 1.575E-2
220 20 1.575E-2
220 22 1.575E-2
220 24 1.575E-2
220 26 1.575E-2
220 28 1.575E-2
220 30 1.575E-2
220 32 1.575E-2
220 34 1.575E-2
220 36 1.575E-2
220 38 1.575E-2
220 40 1.575E-2
220 42 1.575E-2
220 44 1.575E-2
220 46 1.575E-2
220 48 1.575E-2
220 50 1.575E-2
220 52 1.575E-2
220 54 1.575E-2
220 56 1.575E-2
220 58 1.575E-2
220 60 1.575E-2
220 62 1.575E-2
220 64 1.575E-2
220 66 1.575E-2
220 68 1.575E-2
220 70 1.575E-2
220 72 1.575E-2
220 74 1.575E-2
220 76 1.575E-2
220 78 1.575E-2
220 80 1.575E-2
220 82 1.575E-2
220 84 1.575E-2
220 86 1.575E-2
220 88 1.575E-2
220 90 1.575E-2
220 92 1.575E-2
220 94 1.575E-2
220 96 1.575E-2
220 98 1.575E-2
220 100 1.575E-2
220 102 1.575E-2
220 104 1.575E-2
220 106 1.575E-2
220 108 1.575E-2
220 110 1.575E-2
220 112 1.575E-2
220 114 1.575E-2
220 116 1.575E-2
220 118 1.575E-2
220 120 1.575E-2
220 122 1.575E-2
220 124 1.575E-2
220 126 1.575E-2
220 128 1.575E-2
220 130 1.575E-2
220 132 1.575E-2
220 134 1.575E-2
220 136 1.575E-2
220 138 1.575E-2
220 140 1.575E-2
220 142 1.575E-2
220 144 1.575E-2
220 146 1.575E-2
220 148 1.575E-2
220 150 1.575E-2
220 152 1.575E-2
220 154 1.575E-2
220 156 1.575E-2
220 158 1.575E-2
220 160 1.575E-2
220 162 1.575E-2
220 164 1.575E-2
220 166 1.575E-2
220 168 1.575E-2
220 170 1.575E-2
220 172 1.575E-2
220 174 1.575E-2
220 176 1.575E-2
220 178 1.575E-2
220 180 1.575E-2
222 0 1.557E-2
222 2 1.557E-2
222 4 1.557E-2
222 6 1.557E-2
222 8 1.557E-2
222 10 1.557E-2
222 12 1.557E-2
222 14 1.557E-2
222 16 1.557E-2
222 18 1.557E-2
222 20 1.557E-2
222 22 1.557E-2
222 24 1.557E-2
222 26 1.557E-2
222 28 1.557E-2
222 30 1.557E-2
222 32 1.557E-2
222 34 1.557E-2
222 36 1.557E-2
222 38 1.557E-2
222 40 1.557E-2
222 42 1.557E-2
222 44 1.557E-2
222 46 1.557E-2
222 48 1.557E-2
222 50 1.557E-2
222 52 1.557E-2
222 54 1.557E-2
222 56 1.557E-2
222 58 1.557E-2
222 60 1.557E-2
222 62 1.557E-2
222 64 1.557E-2
222 66 1.557E-2
222 68 1.557E-2
222 70 1.557E-2
222 72 1.557E-2
222 74 1.557E-2
222 76 1.557E-2
222 78 1.557E-2
222 80 1.557E-2
222 82 1.557E-2
222 84 1.557E-2
222 86 1.557E-2
222 88 1.557E-2
222 90 1.557E-2
222 92 1.557E-2
222 94 1.557E-2
222 96 1.557E-2
222 98 1.557E-2
222 100 1.557E-2
222 102 1.557E-2
222 104 1.557E-2
222 106 1.557E-2
222 108 1.557E-2
222 110 1.557E-2
222 112 1.557E-2
222 114 1.557E-2
222 116 1.557E-2
222 118 1.557E-2
222 120 1.557E-2
222 122 1.557E-2
222 124 1.557E-2
222 126 1.557E-2
222 128 1.557E-2
222 130 1.557E-2
222 132 1.557E-2
222 134 1.557E-2
222 136 1.557E-2
222 138 1.557E-2
222 140 1.557E-2
222 142 1.557E-2
222 144 1.557E-2
222 146 1.557E-2
222 148 1.557E-2
222 150 1.557E-2
222 152 1.557E-2
222 154 1.557E-2
222 156 1.557E-2
222 158 1.557E-2
222 160 1.557E-2
222 162 1.557E-2
222 164 1.557E-2
222 166 1.557E-2
222 168 1.557E-2
222 170 1.557E-2
222 172 1.557E-2
222 174 1.557E-2
222 176 1.557E-2
222 178 1.557E-2
222 180 1.557E-2
224 0 1.539E-2
224 2 1.539E-2
224 4 1.539E-2
224 6 1.539E-2
224 8 1.539E-2
224 10 1.539E-2
224 12 1.539E-2
224 14 1.539E-2
224 16 1.539E-2
224 18 1.539E-2
224 20 1.539E-2
224 22 1.539E-2
224 24 1.539E-2
224 26 1.539E-2
224 28 1.539E-2
224 30 1.539E-2
224 32 1.539E-2
224 34 1.539E-2
224 36 1.539E-2
224 38 1.539E-2
224 40 1.539E-2
224 42 1.539E-2
224 44 1.539E-2
224 46 1.539E-2
224 48 1.539E-2
224 50 1.539E-2
224 52 1.539E-2
224 54 1.539E-2
224 56 1.539E-2
224 58 1.539E-2
224 60 1.539E-2
224 62 1.539E-2
224 64 1.539E-2
224 66 1.539E-2
224 68 1.539E-2
224 70 1.539E-2
224 72 1.539E-2
224 74 1.539E-2
224 76 1.539E-2
224 78 1.539E-2
224 80 1.539E-2
224 82 1.539E-2
224 84 1.539E-2
224 86 1.539E-2
224 88 1.539E-2
224 90 1.539E-2
224 92 1.539E-2
224 94 1.539E-2
224 96 1.539E-2
224 98 1.539E-2
224 100 1.539E-2
224 102 1.539E-2
224 104 1.539E-2
224 106 1.539E-2
224 108 1.539E-2
224 110 1.539E-2
224 112 1.539E-2
224 114 1.539E-2
224 116 1.539E-2
224 118 1.539E-2
224 120 1.539E-2
224 122 1.539E-2
224 124 1.539E-2
224 126 1.539E-2
224 128 1.539E-2
224 130 1.539E-2
224 132 1.539E-2
224 134 1.539E-2
224 136 1.539E-2
224 138 1.539E-2
224 140 1.539E-2
224 142 1.539E-2
224 144 1.539E-2
224 146 1.539E-2
224 148 1.539E-2
224 150 1.539E-2
224 152 1.539E-2
224 154 1.539E-2
224 156 1.539E-2
224 158 1.539E-2
224 160 1.539E-2
224 162 1.539E-2
224 164 1.539E-2
224 166 1.539E-2
224 168 1.539E-2
224 170 1.539E-2
224 172 1.539E-2
224 174 1.539E-2
224 176 1.539E-2
224 178 1.539E-2
224 180 1.539E-2
226 0 1.519E-2
226 2 1.519E-2
226 4 1.519E-2
226 6 1.519E-2
226 8 1.519E-2
226 10 1.519E-2
226 12 1.519E-2
226 14 1.519E-2
226 16 1.519E-2
226 18 1.519E-2
226 20 1.519E-2
226 22 1.519E-2
226 24 1.519E-2
226 26 1.519E-2
226 28 1.519E-2
226 30 1.519E-2
226 32 1.519E-2
226 34 1.519E-2
226 36 1.519E-2
226 38 1.519E-2
226 40 1.519E-2
226 42 1.519E-2
226 44 1.519E-2
226 46 1.519E-2
226 48 1.519E-2
226 50 1.519E-2
226 52 1.519E-2
226 54 1.519E-2
226 56 1.519E-2
226 58 1.519E-2
226 60 1.519E-2
226 62 1.519E-2
226 64 1.519E-2
226 66 1.519E-2
226 68 1.519E-2
226 70 1.519E-2
226 72 1.519E-2
226 74 1.519E-2
226 76 1.519E-2
226 78 1.519E-2
226 80 1.519E-2
226 82 1.519E-2
226 84 1.519E-2
226 86 1.519E-2
226 88 1.519E-2
226 90 1.519E-2
226 92 1.519E-2
226 94 1.519E-2
226 96 1.519E-2
226 98 1.519E-2
226 100 1.519E-2
226 102 1.519E-2
226 104 1.519E-2
226 106 1.519E-2
226 108 1.519E-2
226 110 1.519E-2
226 112 1.519E-2
226 114 1.519E-2
226 116 1.519E-2
226 118 1.519E-2
226 120 1.519E-2
226 122 1.519E-2
226 124 1.519E-2
226 126 1.519E-2
226 128 1.519E-2
226 130 1.519E-2
226 132 1.519E-2
226 134 1.519E-2
226 136 1.519E-2
226 138 1.519E-2
226 140 1.519E-2
226 142 1.519E-2
226 144 1.519E-2
226 146 1.519E-2
226 148 1.519E-2
226 150 1.519E-2
226 152 1.519E-2
226 154 1.519E-2
226 156 1.519E-2
226 158 1.519E-2
226 160 1.519E-2
226 162 1.519E-2
226 164 1.519E-2
226 166 1.519E-2
226 168 1.519E-2
226 170 1.519E-2
226 172 1.519E-2
226 174 1.519E-2
226 176 1.519E-2
226 178 1.519E-2
226 180 1.519E-2
228 0 1.499E-2
228 2 1.499E-2
228 4 1.499E-2
228 6 1.499E-2
228 8 1.499E-2
228 10 1.499E-2
228 12 1.499E-2
228 14 1.499E-2
228 16 1.499E-2
228 18 1.499E-2
228 20 1.499E-2
228 22 1.499E-2
228 24 1.499E-2
228 26 1.499E-2
228 28 1.499E-2
228 30 1.499E-2
228 32 1.499E-2
228 34 1.499E-2
228 36 1.499E-2
228 38 1.499E-2
228 40 1.499E-2
228 42 1.499E-2
228 44 1.499E-2
228 46 1.499E-2
228 48 1.499E-2
228 50 1.499E-2
228 52 1.499E-2
228 54 1.499E-2
228 56 1.499E-2
228 58 1.499E-2
228 60 1.499E-2
228 62 1.499E-2
228 64 1.499E-2
228 66 1.499E-2
228 68 1.499E-2
228 70 1.499E-2
228 72 1.499E-2
228 74 1.499E-2
228 76 1.499E-2
228 78 1.499E-2
228 80 1.499E-2
228 82 1.499E-2
228 84 1.499E-2
228 86 1.499E-2
228 88 1.499E-2
228 90 1.499E-2
228 92 1.499E-2
228 94 1.499E-2
228 96 1.499E-2
228 98 1.499E-2
228 100 1.499E-2
228 102 1.499E-2
228 104 1.499E-2
228 106 1.499E-2
228 108 1.499E-2
228 110 1.499E-2
228 112 1.499E-2
228 114 1.499E-2
228 116 1.499E-2
228 118 1.499E-2
228 120 1.499E-2
228 122 1.499E-2
228 124 1.499E-2
228 126 1.499E-2
228 128 1.499E-2
228 130 1.499E-2
228 132 1.499E-2
228 134 1.499E-2
228 136 1.499E-2
228 138 1.499E-2
228 140 1.499E-2
228 142 1.499E-2
228 144 1.499E-2
228 146 1.499E-2
228 148 1.499E-2
228 150 1.499E-2
228 152 1.499E-2
228 154 1.499E-2
228 156 1.499E-2
228 158 1.499E-2
228 160 1.499E-2
228 162 1.499E-2
228 164 1.499E-2
228 166 1.499E-2
228 168 1.499E-2
228 170 1.499E-2
228 172 1.499E-2
228 174 1.499E-2
228 176 1.499E-2
228 178 1.499E-2
228 180 1.499E-2
230 0 1.479E-2
230 2 1.479E-2
230 4 1.479E-2
230 6 1.479E-2
230 8 1.479E-2
230 10 1.479E-2
230 12 1.479E-2
230 14 1.479E-2
230 16 1.479E-2
230 18 1.479E-2
230 20 1.479E-2
230 22 1.479E-2
230 24 1.479E-2
230 26 1.479E-2
230 28 1.479E-2
230 30 1.479E-2
230 32 1.479E-2
230 34 1.479E-2
230 36 1.479E-2
230 38 1.479E-2
230 40 1.479E-2
230 42 1.479E-2
230 44 1.479E-2
230 46 1.479E-2
230 48 1.479E-2
230 50 1.479E-2
230 52 1.479E-2
230 54 1.479E-2
